,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-11,747027,Triple,triple,False,671739,544150,Michael Harris II,Albert Suárez,0,c46a416e-8a4b-4086-8af7-d444a3ee4198,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-11,747027,Groundout,field_out,True,645277,544150,Ozzie Albies,Albert Suárez,0,93f25002-b5fa-453d-9c9a-559e0ec16f98,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-11,747027,Strikeout,strikeout,True,663586,544150,Austin Riley,Albert Suárez,0,0ea104e3-47c5-42f2-9ab8-e92d3bd7a21e,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-11,747027,Pop Out,field_out,True,621566,544150,Matt Olson,Albert Suárez,0,bd393ace-2879-40cd-b8f0-c70ef51727bf,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-11,747027,Strikeout,strikeout,True,676059,608331,Jordan Westburg,Max Fried,0,e40a1158-ee6c-4146-a5d5-b814c17b51c4,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,83.0,94.0,94.0,88.0,93.0,92.0,0.311,0.055,0.208,0.145,0.76,-0.23,0.93,1.72,93.8,89.3,86.1,74.4,0.287,0.369,0.2,0.186,0.271,0.24,0.308,0.308,0.313,0.158,0.329,0.313,97.0,98.0,97.0,97.0,96.0,95.0,0.162,0.119,1.8,0.7,93.7,82.7,0.231,0.256,0.165,0.25,0.25,0.296,,,,,,,,,
5,2024-06-11,747027,Lineout,field_out,True,668939,608331,Adley Rutschman,Max Fried,0,0cfd1170-2420-4aff-917c-f4ca62f679cc,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,83.0,94.0,94.0,88.0,93.0,92.0,0.311,0.055,0.208,0.145,0.76,-0.23,0.93,1.72,93.8,89.3,86.1,74.4,0.287,0.369,0.2,0.186,0.271,0.24,0.308,0.308,0.313,0.158,0.329,0.313,97.0,98.0,97.0,97.0,96.0,95.0,0.162,0.119,1.8,0.7,93.7,82.7,0.231,0.256,0.165,0.25,0.25,0.296,,,,,,,,,
6,2024-06-11,747027,Groundout,field_out,True,663624,608331,Ryan Mountcastle,Max Fried,0,288b38fe-9e55-404c-9459-e1e4262651c5,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,83.0,94.0,94.0,88.0,93.0,92.0,0.311,0.055,0.208,0.145,0.76,-0.23,0.93,1.72,93.8,89.3,86.1,74.4,0.287,0.369,0.2,0.186,0.271,0.24,0.308,0.308,0.313,0.158,0.329,0.313,97.0,98.0,97.0,97.0,96.0,95.0,0.162,0.119,1.8,0.7,93.7,82.7,0.231,0.256,0.165,0.25,0.25,0.296,,,,,,,,,
7,2024-06-11,747027,Walk,walk,False,542303,544150,Marcell Ozuna,Albert Suárez,0,6e3af13a-dd7b-4ffe-acb2-10fc15a1c16f,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-11,747027,Flyout,field_out,True,594807,544150,Adam Duvall,Albert Suárez,0,51d32b58-f3a1-4d66-bfc7-b63da2f2935d,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-11,747027,Walk,walk,False,672284,544150,Jarred Kelenic,Albert Suárez,1,5535c33f-0282-4aab-b08d-583aea200e1c,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
