,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ CU,Loc+ CU,Pit+ CU,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff
0,2024-06-16,745321,Groundout,field_out,True,683021,669062,Michael Stefanic,Erik Miller,0,7642139c-8dbc-4c43-a211-4ee158ea5bd6,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-16,745321,Single,single,False,650859,669062,Luis Rengifo,Erik Miller,0,cb83d090-5ab2-400f-8e3f-976801bf6134,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-16,745321,Groundout,field_out,True,621493,669062,Taylor Ward,Erik Miller,1,e1c6264a-58b9-4ba0-b953-334117c48a89,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-16,745321,Single,single,False,607680,669062,Kevin Pillar,Erik Miller,1,d3970d82-2a74-45a2-8fa4-9dfa652b4d9c,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-16,745321,Groundout,field_out,True,681351,669062,Logan O'Hoppe,Erik Miller,0,b93b0e1d-acc9-4374-b7dd-e59622e838b7,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-16,745321,Strikeout,strikeout,True,689172,690829,Brett Wisely,Ben Joyce,0,f5979a1b-96b1-4865-a7f5-2c413780c1fc,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,126.0,104.0,102.0,137.0,88.0,103.0,0.452,0.2,,0.022,0.63,-1.38,,11.97,101.7,91.2,85.9,,0.212,0.273,0.264,0.0,0.0,0.5,0.333,0.333,0.25,101.0,105.0,96.0,0.326,2.35,97.4,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,,,,
6,2024-06-16,745321,Single,single,False,671218,690829,Heliot Ramos,Ben Joyce,0,8064b866-ff50-459c-b9c7-264d4306cf26,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,126.0,104.0,102.0,137.0,88.0,103.0,0.452,0.2,,0.022,0.63,-1.38,,11.97,101.7,91.2,85.9,,0.212,0.273,0.264,0.0,0.0,0.5,0.333,0.333,0.25,101.0,105.0,96.0,0.326,2.35,97.4,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,,,,
7,2024-06-16,745321,Strikeout,strikeout,True,672275,690829,Patrick Bailey,Ben Joyce,0,e70ddf89-b8bf-4302-9637-7dfcbb1565de,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,126.0,104.0,102.0,137.0,88.0,103.0,0.452,0.2,,0.022,0.63,-1.38,,11.97,101.7,91.2,85.9,,0.212,0.273,0.264,0.0,0.0,0.5,0.333,0.333,0.25,101.0,105.0,96.0,0.326,2.35,97.4,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,,,,
8,2024-06-16,745321,Forceout,force_out,True,656305,690829,Matt Chapman,Ben Joyce,1,46febe47-fac8-4876-a191-fa5eb76ea7ae,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,126.0,104.0,102.0,137.0,88.0,103.0,0.452,0.2,,0.022,0.63,-1.38,,11.97,101.7,91.2,85.9,,0.212,0.273,0.264,0.0,0.0,0.5,0.333,0.333,0.25,101.0,105.0,96.0,0.326,2.35,97.4,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,,,,
9,2024-06-16,745321,Strikeout,strikeout,True,687263,702352,Zach Neto,Spencer Bivens,0,831609a0-d17d-4123-ab3f-ba4b04923985,702352.0,spencerbivens,Bivens,Right,Spencer Bivens,SFG,2.65,5.06,17.0,102.0,103.0,101.0,0.752,8.47,2.65,7.41,2.65,1.47,0.234,0.362,0.191,0.383,0.408,106.0,95.0,95.0,72.0,103.0,83.0,136.0,110.0,114.0,0.077,0.276,,0.147,-4.12,1.65,,5.34,94.4,88.9,81.2,,0.2,0.8,0.25,0.0,0.0,0.25,0.176,0.353,0.385,89.0,99.0,97.0,0.482,-2.42,94.0,0.333,0.7,0.176,78.0,124.0,109.0,0.018,6.66,88.5,,,,,,,,,,,,,,,
