,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff
0,2024-06-07,745169,Strikeout,strikeout,True,453568,458681,Charlie Blackmon,Lance Lynn,0,e063a648-bec1-41d5-b98b-186e992b2e4e,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,
1,2024-06-07,745169,Flyout,field_out,True,678662,458681,Ezequiel Tovar,Lance Lynn,0,43640921-d577-4d5f-870a-8c9e8c060565,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,
2,2024-06-07,745169,Strikeout,strikeout,True,641857,458681,Ryan McMahon,Lance Lynn,0,d52cf73c-1afd-4723-88d1-13900731414f,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,
3,2024-06-07,745169,Double,double,False,691026,596295,Masyn Winn,Austin Gomber,0,d56ee220-a1e4-44a0-b6f5-c68131ac3fa1,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
4,2024-06-07,745169,Single,single,False,676475,596295,Alec Burleson,Austin Gomber,1,6a8aab80-1637-4500-9ee0-c474909526f8,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
5,2024-06-07,745169,Single,single,False,502671,596295,Paul Goldschmidt,Austin Gomber,1,49d2900b-0fd8-4275-b020-a32baeb69b6f,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
6,2024-06-07,745169,Sac Fly,sac_fly,True,571448,596295,Nolan Arenado,Austin Gomber,1,1b232bac-d63c-4a38-9864-03de0b6ca482,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
7,2024-06-07,745169,Single,single,False,669357,596295,Nolan Gorman,Austin Gomber,1,15305560-a17b-4c9a-9791-9abbd6422a8e,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
8,2024-06-07,745169,Strikeout,strikeout,True,671056,596295,Iván Herrera,Austin Gomber,0,92ab3dad-8b89-4921-9d3a-20a78df74338,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
9,2024-06-07,745169,Flyout,field_out,True,665877,596295,José Fermín,Austin Gomber,0,1b76a8a4-5dab-4da2-8d0d-433a0761d1cb,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,0.211,-1.25,,-43.05,-0.33,-0.09,90.4,,80.9,90.1,83.8,0.312,0.567,0.093,,,,,,,0.274,0.532,0.162,0.274,0.369,0.275,78.0,111.0,105.0,0.218,0.82,77.1,0.188,0.337,0.266,,,,,,,,,,,,
