,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-25,745806,Single,single,False,683011,656849,Anthony Volpe,David Peterson,0,7fd4cffa-ca32-445d-b112-dd3b0384778d,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-25,745806,Walk,walk,False,665742,656849,Juan Soto,David Peterson,1,9709eed6-1a27-430f-b508-d56e778749fc,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-25,745806,Walk,walk,False,592450,656849,Aaron Judge,David Peterson,1,1d906560-ec4d-45d6-a3f7-a6b2a3d2be4d,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-25,745806,Strikeout,strikeout,True,650402,656849,Gleyber Torres,David Peterson,0,afe76229-f021-4bfb-980f-0cce4504633a,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-25,745806,Strikeout,strikeout,True,657077,656849,Alex Verdugo,David Peterson,0,8abf9a50-2726-4904-8736-9d5c658f77ca,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-25,745806,Strikeout,strikeout,True,605204,656849,J.D. Davis,David Peterson,0,4a20d902-619c-4947-b767-2898349f8d07,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-25,745806,Double,double,False,596019,543037,Francisco Lindor,Gerrit Cole,0,3e0cb660-d2e1-44fd-858c-8d5090ad6a5e,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,,0.465,0.099,,0.044,-1.96,,0.46,,-10.98,95.9,88.0,,88.2,,,,,0.25,0.333,0.357,0.268,0.536,0.22,1.0,2.333,0.3,0.105,0.158,0.294,109.0,100.0,110.0,103.0,107.0,107.0,0.235,0.157,0.19,4.0,91.2,83.4,0.308,0.462,0.25,,,,,,,,,
7,2024-06-25,745806,Walk,walk,False,607043,543037,Brandon Nimmo,Gerrit Cole,0,d824b802-8376-488c-a432-59c8b8900904,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,,0.465,0.099,,0.044,-1.96,,0.46,,-10.98,95.9,88.0,,88.2,,,,,0.25,0.333,0.357,0.268,0.536,0.22,1.0,2.333,0.3,0.105,0.158,0.294,109.0,100.0,110.0,103.0,107.0,107.0,0.235,0.157,0.19,4.0,91.2,83.4,0.308,0.462,0.25,,,,,,,,,
8,2024-06-25,745806,Grounded Into DP,grounded_into_double_play,True,502110,543037,J.D. Martinez,Gerrit Cole,1,9003a818-cd25-4155-9903-b6730633daaf,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,,0.465,0.099,,0.044,-1.96,,0.46,,-10.98,95.9,88.0,,88.2,,,,,0.25,0.333,0.357,0.268,0.536,0.22,1.0,2.333,0.3,0.105,0.158,0.294,109.0,100.0,110.0,103.0,107.0,107.0,0.235,0.157,0.19,4.0,91.2,83.4,0.308,0.462,0.25,,,,,,,,,
9,2024-06-25,745806,Walk,walk,False,624413,543037,Pete Alonso,Gerrit Cole,0,c0ddad32-48de-414a-981c-601e7c0b0f73,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,,0.465,0.099,,0.044,-1.96,,0.46,,-10.98,95.9,88.0,,88.2,,,,,0.25,0.333,0.357,0.268,0.536,0.22,1.0,2.333,0.3,0.105,0.158,0.294,109.0,100.0,110.0,103.0,107.0,107.0,0.235,0.157,0.19,4.0,91.2,83.4,0.308,0.462,0.25,,,,,,,,,
