,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-31,745061,Flyout,field_out,True,669364,671737,Xavier Edwards,Taj Bradley,0,293bca8f-0590-43ee-b482-fdf2be6bedf1,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-31,745061,Groundout,field_out,True,669394,671737,Jake Burger,Taj Bradley,0,7b20a1da-1a7f-4360-a307-d05547912f71,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-31,745061,Strikeout,strikeout,True,669065,671737,Kyle Stowers,Taj Bradley,0,efd3b953-6037-492b-a779-ded768b637dc,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-31,745061,Strikeout,strikeout,True,650490,682610,Yandy Díaz,Roddery Muñoz,0,8f28d07d-02c6-4155-89ab-2ea67c031a31,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,97.0,97.0,94.0,89.0,96.0,90.0,,,,0.269,0.212,,,-3.26,-0.06,,,95.4,89.8,,,0.325,0.714,0.175,,,,0.229,0.471,0.313,,,,57.0,95.0,89.0,94.0,94.0,91.0,104.0,96.0,101.0,0.228,0.198,0.093,-0.96,-2.54,-2.8,89.3,94.9,85.7,0.27,0.554,0.109,0.261,0.536,0.328,0.27,0.595,0.306,,,
4,2024-07-31,745061,Flyout,field_out,True,664040,682610,Brandon Lowe,Roddery Muñoz,0,7bfef672-a092-446f-b379-eecff7175947,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,97.0,97.0,94.0,89.0,96.0,90.0,,,,0.269,0.212,,,-3.26,-0.06,,,95.4,89.8,,,0.325,0.714,0.175,,,,0.229,0.471,0.313,,,,57.0,95.0,89.0,94.0,94.0,91.0,104.0,96.0,101.0,0.228,0.198,0.093,-0.96,-2.54,-2.8,89.3,94.9,85.7,0.27,0.554,0.109,0.261,0.536,0.328,0.27,0.595,0.306,,,
5,2024-07-31,745061,Home Run,home_run,False,666624,682610,Christopher Morel,Roddery Muñoz,0,663910ca-eace-4a09-ae79-2bf73b17dd7c,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,97.0,97.0,94.0,89.0,96.0,90.0,,,,0.269,0.212,,,-3.26,-0.06,,,95.4,89.8,,,0.325,0.714,0.175,,,,0.229,0.471,0.313,,,,57.0,95.0,89.0,94.0,94.0,91.0,104.0,96.0,101.0,0.228,0.198,0.093,-0.96,-2.54,-2.8,89.3,94.9,85.7,0.27,0.554,0.109,0.261,0.536,0.328,0.27,0.595,0.306,,,
6,2024-07-31,745061,Lineout,field_out,True,666139,682610,Josh Lowe,Roddery Muñoz,0,3dd1057e-548c-427f-a7ed-f624ad1bf9a1,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,97.0,97.0,94.0,89.0,96.0,90.0,,,,0.269,0.212,,,-3.26,-0.06,,,95.4,89.8,,,0.325,0.714,0.175,,,,0.229,0.471,0.313,,,,57.0,95.0,89.0,94.0,94.0,91.0,104.0,96.0,101.0,0.228,0.198,0.093,-0.96,-2.54,-2.8,89.3,94.9,85.7,0.27,0.554,0.109,0.261,0.536,0.328,0.27,0.595,0.306,,,
7,2024-07-31,745061,Home Run,home_run,False,681146,671737,Jonah Bride,Taj Bradley,0,8df5d180-0c7f-4235-8a6f-41969ec1144f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-31,745061,Strikeout,strikeout,True,660821,671737,Jesús Sánchez,Taj Bradley,0,bc8c42cd-61f3-4f1c-a856-93d144d3fc76,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-31,745061,Groundout,field_out,True,656896,671737,Emmanuel Rivera,Taj Bradley,0,9205fa51-bc6b-4d08-b4c8-9602714ceb7e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,101.0,89.0,92.0,127.0,97.0,101.0,90.0,97.0,96.0,122.0,100.0,112.0,0.419,0.203,0.282,0.096,0.4,1.07,0.83,-1.48,96.3,90.7,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.197,0.395,0.314,0.227,0.545,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
