,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-08-10,746112,Field Error,field_error,False,650559,689981,Bryan De La Cruz,River Ryan,0,b12a98dc-0aeb-4fb5-beda-9f7dfca42b87,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
11,2024-08-10,746112,Strikeout,strikeout,True,663647,689981,Ke'Bryan Hayes,River Ryan,0,2d1a8ca0-d28c-4216-8fc4-79291241830d,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
12,2024-08-10,746112,Groundout,field_out,True,571771,694973,Enrique Hernández,Paul Skenes,0,6ef02529-cc3e-4605-a05f-890667cc862c,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
13,2024-08-10,746112,Strikeout,strikeout,True,605131,694973,Austin Barnes,Paul Skenes,0,56e1615d-2eb6-4e45-9106-4f9d5ce7fb6c,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
14,2024-08-10,746112,Strikeout,strikeout,True,595281,694973,Kevin Kiermaier,Paul Skenes,0,f91016f9-b93d-4370-af04-f62fc72697fb,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
15,2024-08-10,746112,Flyout,field_out,True,518735,689981,Yasmani Grandal,River Ryan,0,57bdff43-e8e6-49a4-9908-b563880c5e51,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
16,2024-08-10,746112,Single,single,False,572191,689981,Michael A. Taylor,River Ryan,0,3182a1e8-7091-4b7b-880c-705ba09408c7,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
17,2024-08-10,746112,Single,single,False,643396,689981,Isiah Kiner-Falefa,River Ryan,1,e794cbec-adba-44ba-96b9-d21bcf88d91b,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
18,2024-08-10,746112,Single,single,False,668804,689981,Bryan Reynolds,River Ryan,1,14035b25-df60-4c3e-b1c2-a04e75de3b3e,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
19,2024-08-10,746112,Groundout,field_out,True,665833,689981,Oneil Cruz,River Ryan,0,9f679cc1-359f-4763-81f0-7e75239410d9,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
20,2024-08-10,746112,Single,single,False,605113,694973,Nick Ahmed,Paul Skenes,0,cd03754c-158d-4af9-9900-576f67ca687d,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
21,2024-08-10,746112,Strikeout,strikeout,True,660271,694973,Shohei Ohtani,Paul Skenes,0,51362257-ecb1-41cf-807b-2db733287491,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
22,2024-08-10,746112,Single,single,False,606192,694973,Teoscar Hernández,Paul Skenes,1,efcc43dc-d610-460b-b042-8e1dda7998e2,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
23,2024-08-10,746112,Groundout,field_out,True,518692,694973,Freddie Freeman,Paul Skenes,1,a936c9b3-df2f-439b-90da-056f66016ee5,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
24,2024-08-10,746112,Single,single,False,666158,694973,Gavin Lux,Paul Skenes,1,20157052-76f4-401d-bdd6-268b226eec53,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
25,2024-08-10,746112,Lineout,field_out,True,518792,694973,Jason Heyward,Paul Skenes,0,58b14f5e-a8ad-47eb-b89a-1c6b78ffdec3,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
26,2024-08-10,746112,Flyout,field_out,True,663698,689981,Joey Bart,River Ryan,0,09258b30-807d-44bc-bd07-058907c5533b,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
27,2024-08-10,746112,Lineout,field_out,True,642133,689981,Rowdy Tellez,River Ryan,0,588bb365-5d8b-49f8-a0e8-1ed1f445a1b6,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
28,2024-08-10,746112,Strikeout,strikeout,True,650559,689981,Bryan De La Cruz,River Ryan,0,ca144ad2-d2f0-4933-b438-f9bdfbbdf7f6,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
29,2024-08-10,746112,Flyout,field_out,True,571771,694973,Enrique Hernández,Paul Skenes,0,34d37a68-04a2-4464-b4d4-88ae7b58ab36,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
30,2024-08-10,746112,Strikeout,strikeout,True,605131,694973,Austin Barnes,Paul Skenes,0,54e6c695-2f2b-47d8-9d82-ef29925d71d4,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
31,2024-08-10,746112,Flyout,field_out,True,595281,694973,Kevin Kiermaier,Paul Skenes,0,6c2d7868-31c0-435a-9fe0-3722275e7360,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,,,,0.294,0.392,,0.158,0.121,0.035,0.69,,3.41,0.64,-0.07,-0.02,98.8,,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.153,0.322,0.268,0.25,0.375,0.333,0.187,0.244,0.299,0.154,0.231,0.379,,,,,,,,,,,,
32,2024-08-10,746112,Flyout,field_out,True,663647,689981,Ke'Bryan Hayes,River Ryan,0,fae52a4d-9fe5-486c-9d8d-2e97364ff475,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,6.79,1.0,0.91,0.37,96.3,94.0,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.375,0.125,0.125,0.2,0.25,0.25,0.3,,,,,,,,,,,,
