,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-18,744959,Strikeout,strikeout,True,543807,674003,George Springer,Cody Bradford,0,da10237c-b010-49b3-96dd-994d94308f79,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-18,744959,Strikeout,strikeout,True,676914,674003,Davis Schneider,Cody Bradford,0,dd054489-918d-4885-ac65-3ae1337550d3,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-18,744959,Flyout,field_out,True,665489,674003,Vladimir Guerrero Jr.,Cody Bradford,0,c026cc5f-f365-493e-823d-bc2909ababdc,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-18,744959,Double,double,False,543760,670102,Marcus Semien,Bowden Francis,0,fd13d2e9-82da-4858-acb8-fa947cbc3900,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.47,3.57,98.2,102.0,97.0,104.0,0.8,8.03,1.92,6.48,1.55,0.72,0.245,0.496,0.175,0.336,0.467,,,,99.0,94.0,100.0,94.0,106.0,107.0,95.0,91.0,92.0,,,,0.513,,0.091,0.182,,2.25,,-1.85,-1.79,,92.9,,,81.8,73.5,0.168,0.366,0.182,,,,0.314,0.569,0.238,0.273,0.636,0.453,80.0,96.0,85.0,108.0,106.0,110.0,0.027,0.188,1.36,0.66,83.8,90.5,0.173,0.173,0.226,0.2,0.5,0.074,,,,,,,,,
4,2024-09-18,744959,Flyout,field_out,True,669701,670102,Josh Smith,Bowden Francis,1,95e6a765-3ccb-4a6c-9227-6428031167d5,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.47,3.57,98.2,102.0,97.0,104.0,0.8,8.03,1.92,6.48,1.55,0.72,0.245,0.496,0.175,0.336,0.467,,,,99.0,94.0,100.0,94.0,106.0,107.0,95.0,91.0,92.0,,,,0.513,,0.091,0.182,,2.25,,-1.85,-1.79,,92.9,,,81.8,73.5,0.168,0.366,0.182,,,,0.314,0.569,0.238,0.273,0.636,0.453,80.0,96.0,85.0,108.0,106.0,110.0,0.027,0.188,1.36,0.66,83.8,90.5,0.173,0.173,0.226,0.2,0.5,0.074,,,,,,,,,
5,2024-09-18,744959,Strikeout,strikeout,True,694671,670102,Wyatt Langford,Bowden Francis,0,da3433f2-a919-4d86-b992-fdd851275183,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.47,3.57,98.2,102.0,97.0,104.0,0.8,8.03,1.92,6.48,1.55,0.72,0.245,0.496,0.175,0.336,0.467,,,,99.0,94.0,100.0,94.0,106.0,107.0,95.0,91.0,92.0,,,,0.513,,0.091,0.182,,2.25,,-1.85,-1.79,,92.9,,,81.8,73.5,0.168,0.366,0.182,,,,0.314,0.569,0.238,0.273,0.636,0.453,80.0,96.0,85.0,108.0,106.0,110.0,0.027,0.188,1.36,0.66,83.8,90.5,0.173,0.173,0.226,0.2,0.5,0.074,,,,,,,,,
6,2024-09-18,744959,Strikeout,strikeout,True,666969,670102,Adolis García,Bowden Francis,0,2a8dfff2-0f92-4512-a6d2-2133e8463b6a,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.47,3.57,98.2,102.0,97.0,104.0,0.8,8.03,1.92,6.48,1.55,0.72,0.245,0.496,0.175,0.336,0.467,,,,99.0,94.0,100.0,94.0,106.0,107.0,95.0,91.0,92.0,,,,0.513,,0.091,0.182,,2.25,,-1.85,-1.79,,92.9,,,81.8,73.5,0.168,0.366,0.182,,,,0.314,0.569,0.238,0.273,0.636,0.453,80.0,96.0,85.0,108.0,106.0,110.0,0.027,0.188,1.36,0.66,83.8,90.5,0.173,0.173,0.226,0.2,0.5,0.074,,,,,,,,,
7,2024-09-18,744959,Lineout,field_out,True,672386,674003,Alejandro Kirk,Cody Bradford,0,4210002c-4bff-454d-a57d-df7299decf4f,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-18,744959,Groundout,field_out,True,687462,674003,Spencer Horwitz,Cody Bradford,0,e72ea226-97fa-4386-848b-4868098fc6ec,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-18,744959,Groundout,field_out,True,676391,674003,Ernie Clement,Cody Bradford,0,54f5e0e6-a5c5-45d9-81ba-5e5601f19dcc,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.59,3.55,72.2,106.0,91.0,100.0,0.791,8.17,1.24,7.18,1.24,0.75,0.257,0.357,0.138,0.305,0.418,104.0,104.0,109.0,95.0,104.0,105.0,91.0,106.0,93.0,48.0,113.0,106.0,53.0,110.0,97.0,0.514,0.006,0.074,0.128,0.278,2.04,-1.36,-0.17,-2.19,1.01,89.8,85.8,80.9,82.7,75.0,0.177,0.333,0.217,0.211,0.342,0.345,0.294,0.559,0.138,0.292,0.458,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
