,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vCH,vSI,vKC,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-08,744833,Flyout,field_out,True,691026,680730,Masyn Winn,Mitchell Parker,0,55a89a37-66d0-4e86-9afc-1ce2bba0f489,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-08,744833,Strikeout,strikeout,True,676475,680730,Alec Burleson,Mitchell Parker,0,8661ef89-2cff-418d-8d56-65a2f00d1e96,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-08,744833,Walk,walk,False,575929,680730,Willson Contreras,Mitchell Parker,0,9f12e370-9ad1-41a0-9140-d8ad9ea6a8ab,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-08,744833,Flyout,field_out,True,502671,680730,Paul Goldschmidt,Mitchell Parker,0,89e2f16e-80b8-4960-8f46-a36d080215fa,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-08,744833,Flyout,field_out,True,682928,571945,CJ Abrams,Miles Mikolas,0,c6da5dcd-23a5-4098-abe4-edcac12e7088,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,116.0,112.0,115.0,,,,0.257,,0.286,0.119,-0.41,,-2.01,-2.69,93.0,,85.3,76.3,0.287,0.511,0.169,0.271,0.625,0.25,,,,0.217,0.391,0.27,86.0,105.0,100.0,79.0,110.0,98.0,0.238,0.002,0.098,3.63,1.43,-1.48,85.6,92.3,68.8,0.19,0.281,0.101,0.333,0.5,0.174,,,,,,,,,
5,2024-07-08,744833,Single,single,False,657041,571945,Lane Thomas,Miles Mikolas,0,56d0257f-0ce3-4069-9456-8f541c7b82a7,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,116.0,112.0,115.0,,,,0.257,,0.286,0.119,-0.41,,-2.01,-2.69,93.0,,85.3,76.3,0.287,0.511,0.169,0.271,0.625,0.25,,,,0.217,0.391,0.27,86.0,105.0,100.0,79.0,110.0,98.0,0.238,0.002,0.098,3.63,1.43,-1.48,85.6,92.3,68.8,0.19,0.281,0.101,0.333,0.5,0.174,,,,,,,,,
6,2024-07-08,744833,Strikeout,strikeout,True,695578,571945,James Wood,Miles Mikolas,0,f7f22e96-4e72-4909-8c33-ce52ff141eda,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,116.0,112.0,115.0,,,,0.257,,0.286,0.119,-0.41,,-2.01,-2.69,93.0,,85.3,76.3,0.287,0.511,0.169,0.271,0.625,0.25,,,,0.217,0.391,0.27,86.0,105.0,100.0,79.0,110.0,98.0,0.238,0.002,0.098,3.63,1.43,-1.48,85.6,92.3,68.8,0.19,0.281,0.101,0.333,0.5,0.174,,,,,,,,,
7,2024-07-08,744833,Single,single,False,608385,571945,Jesse Winker,Miles Mikolas,1,c19e8006-388a-4abf-863a-cdf428761398,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,116.0,112.0,115.0,,,,0.257,,0.286,0.119,-0.41,,-2.01,-2.69,93.0,,85.3,76.3,0.287,0.511,0.169,0.271,0.625,0.25,,,,0.217,0.391,0.27,86.0,105.0,100.0,79.0,110.0,98.0,0.238,0.002,0.098,3.63,1.43,-1.48,85.6,92.3,68.8,0.19,0.281,0.101,0.333,0.5,0.174,,,,,,,,,
8,2024-07-08,744833,Lineout,field_out,True,660688,571945,Keibert Ruiz,Miles Mikolas,0,5864e339-ad63-4567-8842-489a417b98a3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,116.0,112.0,115.0,,,,0.257,,0.286,0.119,-0.41,,-2.01,-2.69,93.0,,85.3,76.3,0.287,0.511,0.169,0.271,0.625,0.25,,,,0.217,0.391,0.27,86.0,105.0,100.0,79.0,110.0,98.0,0.238,0.002,0.098,3.63,1.43,-1.48,85.6,92.3,68.8,0.19,0.281,0.101,0.333,0.5,0.174,,,,,,,,,
9,2024-07-08,744833,Pop Out,field_out,True,571448,680730,Nolan Arenado,Mitchell Parker,0,273e8dcb-6c13-4f1b-be5b-1f0c508a25f0,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
