,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-05,746314,Single,single,False,543760,663738,Marcus Semien,Daniel Lynch IV,0,a4b74b4c-db9a-480e-8bf2-241a9e375143,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-05,746314,Strikeout,strikeout,True,608369,663738,Corey Seager,Daniel Lynch IV,0,c747ef79-69b3-41e5-8de9-3a2bf7a7bda4,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-05,746314,Walk,walk,False,663993,663738,Nathaniel Lowe,Daniel Lynch IV,1,e93bd684-db99-486d-8377-01ed3b6ded31,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-05,746314,Strikeout,strikeout,True,666969,663738,Adolis García,Daniel Lynch IV,0,49f5c1ff-0fb2-493d-ad8d-7a7d7029e674,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-05,746314,Walk,walk,False,641680,663738,Jonah Heim,Daniel Lynch IV,1,54d50c9d-57a9-4387-8f68-77d896973468,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-05,746314,Groundout,field_out,True,669701,663738,Josh Smith,Daniel Lynch IV,0,3ee0c31d-c9a1-429f-9012-43c5d47fbc8a,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-05,746314,Strikeout,strikeout,True,672580,592351,Maikel Garcia,Jon Gray,0,f58e9642-c565-47e7-a795-1e0c64698dbb,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-05,746314,Triple,triple,False,677951,592351,Bobby Witt Jr.,Jon Gray,0,a2e1be73-613e-4934-9a02-210e7e59c8a0,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-05,746314,Sac Fly,sac_fly,True,686469,592351,Vinnie Pasquantino,Jon Gray,1,be999784-e051-47b2-bf8c-4af602b28ea4,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-05,746314,Flyout,field_out,True,521692,592351,Salvador Perez,Jon Gray,0,b7b19301-63a2-4aef-b1da-a8cac623bf52,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-05,746314,Pop Out,field_out,True,677649,663738,Ezequiel Duran,Daniel Lynch IV,0,4869d4b0-116f-4e6a-90bf-db40963b520a,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-05,746314,Strikeout,strikeout,True,694497,663738,Evan Carter,Daniel Lynch IV,0,8ecd1104-4600-47b0-a21c-b9086661ef29,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-05,746314,Lineout,field_out,True,665750,663738,Leody Taveras,Daniel Lynch IV,0,806db46a-cc8b-4d93-a8c0-b27f16a8c2f3,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-05-05,746314,Pop Out,field_out,True,686681,592351,Michael Massey,Jon Gray,0,c959c377-5b96-4b00-8c61-c4926f1f65f1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-05,746314,Double,double,False,669004,592351,MJ Melendez,Jon Gray,0,c73579bb-6b5a-4761-8f51-4d70e7c0463e,592351.0,jongray,"Gray, Jn",Right,Jon Gray,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,,,,0.5,0.5,0.273,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
