,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-11,744816,Strikeout,strikeout,True,694384,669022,Nolan Schanuel,MacKenzie Gore,0,18daab84-a940-4d52-a1ec-ddeb4d35c0ba,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,744816,Walk,walk,False,687263,669022,Zach Neto,MacKenzie Gore,0,647c9005-1512-48a8-8183-d5646fdb9376,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,744816,Pop Out,field_out,True,607680,669022,Kevin Pillar,MacKenzie Gore,0,c8c6744d-4c71-45d7-90da-6537ab2522b9,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,744816,Single,single,False,621493,669022,Taylor Ward,MacKenzie Gore,1,a6292d70-87fe-4091-985d-70d938ac0b15,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-11,744816,Walk,walk,False,592273,669022,Brandon Drury,MacKenzie Gore,1,924a1b58-c592-4fa4-9b7e-d836a4bd2689,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-11,744816,Groundout,field_out,True,666160,669022,Mickey Moniak,MacKenzie Gore,0,64cc1ddd-70c6-4bc2-97fb-4eab0680e2d7,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-11,744816,Strikeout,strikeout,True,669743,686799,Alex Call,Jack Kochanowicz,0,9d78a775-b941-4586-b6e7-b9eb4aa31e8a,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,0.024,,0.237,0.046,-11.92,,-1.08,-4.85,95.9,88.3,,85.6,,,,0.208,0.458,0.283,,,,0.429,0.571,0.083,,,,98.0,100.0,97.0,0.693,0.27,95.7,0.326,0.457,0.099,,,,,,,,,,,,,,,,,,,,,
7,2024-08-11,744816,Groundout,field_out,True,671277,686799,Luis García Jr.,Jack Kochanowicz,0,cd356e82-a833-44f8-b118-73e10043cb8f,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,0.024,,0.237,0.046,-11.92,,-1.08,-4.85,95.9,88.3,,85.6,,,,0.208,0.458,0.283,,,,0.429,0.571,0.083,,,,98.0,100.0,97.0,0.693,0.27,95.7,0.326,0.457,0.099,,,,,,,,,,,,,,,,,,,,,
8,2024-08-11,744816,Groundout,field_out,True,660766,686799,Juan Yepez,Jack Kochanowicz,0,1ec0d658-1b2a-47e0-acaf-b77d0166cc8f,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,0.024,,0.237,0.046,-11.92,,-1.08,-4.85,95.9,88.3,,85.6,,,,0.208,0.458,0.283,,,,0.429,0.571,0.083,,,,98.0,100.0,97.0,0.693,0.27,95.7,0.326,0.457,0.099,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,744816,Pop Out,field_out,True,666176,669022,Jo Adell,MacKenzie Gore,0,08b5f9a9-ab9b-4f77-a0ce-75757c50b4b8,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
