,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,SL%,KC%,wSI/C,wSL/C,wKC/C,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-25,746199,Double,double,False,671732,670046,Lawrence Butler,Kenny Rosenberg,0,b955d36d-3406-43f7-ad2f-06f3f2c6afea,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-25,746199,Groundout,field_out,True,609280,670046,Miguel Andujar,Kenny Rosenberg,0,d0993380-f9f7-4e5b-a5f1-a352661c76fa,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-25,746199,Home Run,home_run,False,667670,670046,Brent Rooker,Kenny Rosenberg,1,1d448f7c-75e6-4121-9ca2-ab03aa69f6de,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-25,746199,Flyout,field_out,True,669127,670046,Shea Langeliers,Kenny Rosenberg,0,b953d3ed-2024-47a1-83fa-c46bfd967021,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-25,746199,Groundout,field_out,True,663527,670046,Tyler Nevin,Kenny Rosenberg,0,0fd12ff7-806b-4412-8f0e-a671c1d3bec0,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-25,746199,Groundout,field_out,True,543685,548389,Anthony Rendon,Ross Stripling,0,b6c75a5d-eaec-447c-9787-ceb5ac01b183,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.36,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,,,,62.0,100.0,89.0,,,,0.316,,,0.19,0.37,,,-2.9,91.6,,82.6,,0.246,0.415,0.192,0.365,0.577,0.232,,,,93.0,102.0,90.0,121.0,107.0,112.0,96.0,90.0,101.0,0.166,0.278,0.05,-1.39,-0.77,-2.93,90.3,85.3,74.7,0.301,0.452,0.173,0.386,0.455,0.092,1.0,1.333,0.333,,,
6,2024-07-25,746199,Pop Out,field_out,True,650859,548389,Luis Rengifo,Ross Stripling,0,c8080cde-957f-40f4-a23a-bbe724845da6,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.36,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,,,,62.0,100.0,89.0,,,,0.316,,,0.19,0.37,,,-2.9,91.6,,82.6,,0.246,0.415,0.192,0.365,0.577,0.232,,,,93.0,102.0,90.0,121.0,107.0,112.0,96.0,90.0,101.0,0.166,0.278,0.05,-1.39,-0.77,-2.93,90.3,85.3,74.7,0.301,0.452,0.173,0.386,0.455,0.092,1.0,1.333,0.333,,,
7,2024-07-25,746199,Flyout,field_out,True,621493,548389,Taylor Ward,Ross Stripling,0,882e84c3-1ae6-496f-a926-fa18c01bd119,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.36,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,,,,62.0,100.0,89.0,,,,0.316,,,0.19,0.37,,,-2.9,91.6,,82.6,,0.246,0.415,0.192,0.365,0.577,0.232,,,,93.0,102.0,90.0,121.0,107.0,112.0,96.0,90.0,101.0,0.166,0.278,0.05,-1.39,-0.77,-2.93,90.3,85.3,74.7,0.301,0.452,0.173,0.386,0.455,0.092,1.0,1.333,0.333,,,
8,2024-07-25,746199,Groundout,field_out,True,680869,670046,Zack Gelof,Kenny Rosenberg,0,abd54b22-f160-41da-bfc9-9cdc13ddad9c,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-25,746199,Flyout,field_out,True,663662,670046,Daz Cameron,Kenny Rosenberg,0,d47fba4a-d09c-4020-ba4a-41f42437f232,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,6.3,7.23,10.0,101.0,81.0,99.0,0.797,6.3,3.6,10.8,1.8,0.63,0.125,0.469,0.063,0.438,0.439,100.0,101.0,99.0,96.0,117.0,100.0,78.0,94.0,91.0,40.0,117.0,125.0,0.518,0.128,0.055,0.299,-0.23,-1.78,-4.91,-0.41,89.8,82.7,80.5,75.9,0.286,0.524,0.225,0.25,0.5,0.217,0.4,0.4,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
