,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-05-11,745344,Strikeout,strikeout,True,670770,696131,TJ Friedl,Mason Black,0,255daf09-d5e9-4f4a-8e99-8a3888837c2c,696131.0,masonblack,Black,Right,Mason Black,SFG,8.79,9.14,14.1,98.0,94.0,94.0,0.883,6.28,4.4,13.19,2.51,0.6,0.25,0.385,0.173,0.346,0.441,97.0,102.0,82.0,78.0,100.0,90.0,88.0,93.0,87.0,113.0,93.0,97.0,0.27,0.3,0.395,0.034,-4.21,-3.32,-1.39,-15.36,91.9,87.3,91.9,80.8,0.0,0.0,0.25,0.333,0.667,0.091,0.375,0.75,0.2,0.75,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,745344,Groundout,field_out,True,682829,696131,Elly De La Cruz,Mason Black,0,c85b3f0f-3ba4-4102-9130-191f0fd94082,696131.0,masonblack,Black,Right,Mason Black,SFG,8.79,9.14,14.1,98.0,94.0,94.0,0.883,6.28,4.4,13.19,2.51,0.6,0.25,0.385,0.173,0.346,0.441,97.0,102.0,82.0,78.0,100.0,90.0,88.0,93.0,87.0,113.0,93.0,97.0,0.27,0.3,0.395,0.034,-4.21,-3.32,-1.39,-15.36,91.9,87.3,91.9,80.8,0.0,0.0,0.25,0.333,0.667,0.091,0.375,0.75,0.2,0.75,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,745344,Pop Out,field_out,True,645801,696131,Mike Ford,Mason Black,0,4eac9cc8-4f86-4210-b89e-260425049658,696131.0,masonblack,Black,Right,Mason Black,SFG,8.79,9.14,14.1,98.0,94.0,94.0,0.883,6.28,4.4,13.19,2.51,0.6,0.25,0.385,0.173,0.346,0.441,97.0,102.0,82.0,78.0,100.0,90.0,88.0,93.0,87.0,113.0,93.0,97.0,0.27,0.3,0.395,0.034,-4.21,-3.32,-1.39,-15.36,91.9,87.3,91.9,80.8,0.0,0.0,0.25,0.333,0.667,0.091,0.375,0.75,0.2,0.75,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,745344,Flyout,field_out,True,642731,666157,Thairo Estrada,Nick Lodolo,0,dba3a310-9148-4800-9f90-5de80732c9f4,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
4,2024-05-11,745344,Single,single,False,664774,666157,LaMonte Wade Jr.,Nick Lodolo,0,f9d33b85-551c-4252-9fa6-e32db08ea30a,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
5,2024-05-11,745344,Single,single,False,672275,666157,Patrick Bailey,Nick Lodolo,1,5f6395fb-5818-4257-afb0-bcb6dfb088d2,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
6,2024-05-11,745344,Strikeout,strikeout,True,527038,666157,Wilmer Flores,Nick Lodolo,0,501e7d2d-a26f-4dfd-bfdb-02245ff5e681,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
7,2024-05-11,745344,Walk,walk,False,671218,666157,Heliot Ramos,Nick Lodolo,1,67c9f5a1-b009-4068-a0c9-f713e9f5fef5,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
8,2024-05-11,745344,Home Run,home_run,False,656305,666157,Matt Chapman,Nick Lodolo,1,fde9a12f-9f45-4465-b2e0-bfaa110db9d9,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
9,2024-05-11,745344,Strikeout,strikeout,True,624424,666157,Michael Conforto,Nick Lodolo,0,cf460825-1477-49b8-9b63-73c8e63d16a7,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,0.107,0.45,,0.165,0.57,-1.02,,0.65,94.1,87.9,94.1,,,,,0.289,0.632,0.182,0.221,0.372,0.22,0.2,0.333,0.288,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,
