,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-06,744873,Strikeout,strikeout,True,656941,663623,Kyle Schwarber,Jake Irvin,0,3f8d2d46-ae19-4491-8175-138234a5d41a,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
1,2024-04-06,744873,Groundout,field_out,True,607208,663623,Trea Turner,Jake Irvin,0,09572afc-7223-49ac-b75d-71ac1bfef7fa,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
2,2024-04-06,744873,Flyout,field_out,True,547180,663623,Bryce Harper,Jake Irvin,0,5f015d36-502f-4996-9b8e-b32e6d70ee42,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
3,2024-04-06,744873,Single,single,False,657041,624133,Lane Thomas,Ranger Suárez,0,8c3881a0-4882-47a9-8cbc-c8daa38a56cf,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.208,0.299,0.184,0.171,0.289,0.335,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,
4,2024-04-06,744873,Forceout,force_out,True,608841,624133,Joey Meneses,Ranger Suárez,1,2034f6fb-1fda-44e3-bf85-462b66c3d041,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.208,0.299,0.184,0.171,0.289,0.335,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,
5,2024-04-06,744873,Pop Out,field_out,True,608336,624133,Joey Gallo,Ranger Suárez,0,2467a03c-180e-4975-a0ca-96fe9d29a07f,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.208,0.299,0.184,0.171,0.289,0.335,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,
6,2024-04-06,744873,Strikeout,strikeout,True,660688,624133,Keibert Ruiz,Ranger Suárez,0,4444af64-e744-4a2e-abfc-4fe5c9341b70,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.208,0.299,0.184,0.171,0.289,0.335,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,
7,2024-04-06,744873,Single,single,False,592663,663623,J.T. Realmuto,Jake Irvin,0,4f8973a0-b6f5-4c77-ae5b-fa137aa3387d,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
8,2024-04-06,744873,Triple,triple,False,664761,663623,Alec Bohm,Jake Irvin,1,7ad85603-2dd6-42fd-8a85-e04583392690,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
9,2024-04-06,744873,Groundout,field_out,True,681082,663623,Bryson Stott,Jake Irvin,0,f294af1d-c2fe-437f-942b-6eb59c1493b2,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.24,-0.13,2.31,0.76,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,0.208,0.364,0.231,0.199,0.363,0.263,0.311,0.456,0.119,0.275,0.525,0.216,,,,,,,,,,,,,,,
