,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-07,746638,Home Run,home_run,False,628451,671106,Andy Ibáñez,Logan Allen,0,4c615d14-3777-4a4d-809e-67e8689fa519,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-07,746638,Strikeout,strikeout,True,672761,671106,Wenceel Pérez,Logan Allen,0,da4037bc-94e1-4a03-b647-e69438a10047,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-07,746638,Pop Out,field_out,True,663837,671106,Matt Vierling,Logan Allen,0,fb1296ee-df02-43b7-8374-93fc951ec2d7,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-07,746638,Lineout,field_out,True,682985,671106,Riley Greene,Logan Allen,0,aaefa569-e51e-4b12-bd3a-5c84645af5b3,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-07,746638,Lineout,field_out,True,664314,628317,Estevan Florial,Kenta Maeda,0,70e687f0-04ee-4a31-8585-199d0239b898,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
5,2024-05-07,746638,Walk,walk,False,665926,628317,Andrés Giménez,Kenta Maeda,0,83372acb-f176-410d-be1f-9d734c2faf3d,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
6,2024-05-07,746638,Flyout,field_out,True,608070,628317,José Ramírez,Kenta Maeda,0,1cd099a5-14a8-4e25-bc96-c15750932f00,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
7,2024-05-07,746638,Walk,walk,False,647304,628317,Josh Naylor,Kenta Maeda,1,e19d58a7-9008-48d8-b565-d456faf25608,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
8,2024-05-07,746638,Double,double,False,686823,628317,Will Brennan,Kenta Maeda,1,9341fe05-f627-4f16-a065-fa65b3d3354d,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
9,2024-05-07,746638,Pop Out,field_out,True,671289,628317,Tyler Freeman,Kenta Maeda,0,c51a6003-15ae-4ed0-a4ad-ff5533b1fb40,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,99.0,95.0,97.0,,,,0.251,,0.355,,-2.92,,-0.92,,90.5,,,81.6,0.362,0.707,0.125,,,,0.24,0.32,0.267,,,,80.0,77.0,79.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.023,0.11,-0.54,-5.16,83.7,90.4,76.5,0.2,0.388,0.273,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,
