,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C
10,2024-08-04,745468,Walk,walk,False,553993,694973,Eugenio Suárez,Paul Skenes,1,620662da-6001-4353-8bcf-759078f00bea,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-04,745468,Single,single,False,677950,694973,Alek Thomas,Paul Skenes,1,c0bf77c1-bf21-44db-aceb-28f5da3caf95,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-04,745468,Strikeout,strikeout,True,672695,694973,Geraldo Perdomo,Paul Skenes,0,6f712764-1dea-4d90-9e31-0c3aa307a449,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-04,745468,Hit By Pitch,hit_by_pitch,False,663698,669194,Joey Bart,Ryne Nelson,0,b3cfebb5-ede8-43ca-b8c1-6fe46e7e487a,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
14,2024-08-04,745468,Walk,walk,False,678225,669194,Ji Hwan Bae,Ryne Nelson,1,ef5f0a3a-9b1c-4afa-be8c-645d7abd42e4,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
15,2024-08-04,745468,Flyout,field_out,True,669707,669194,Jared Triolo,Ryne Nelson,0,59cabe3e-37ef-447c-8c26-5495aa7e8e54,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
16,2024-08-04,745468,Double,double,False,518735,669194,Yasmani Grandal,Ryne Nelson,1,bdb14b49-7bba-4a6d-8b36-bc29956645bd,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
17,2024-08-04,745468,Triple,triple,False,643396,669194,Isiah Kiner-Falefa,Ryne Nelson,1,d0676508-bca4-4740-b22e-3bfe0edc9d87,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
18,2024-08-04,745468,Walk,walk,False,668804,669194,Bryan Reynolds,Ryne Nelson,0,0331edad-0913-4d4a-a8e5-dcd5a65ae425,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
19,2024-08-04,745468,Grounded Into DP,grounded_into_double_play,True,665833,669194,Oneil Cruz,Ryne Nelson,1,497a46c4-6bd5-45bb-ae27-53bb175d2a94,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
20,2024-08-04,745468,Groundout,field_out,True,645444,694973,Jose Herrera,Paul Skenes,0,68a16898-cba5-47de-8ba8-0e89dea65385,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-08-04,745468,Pop Out,field_out,True,682998,694973,Corbin Carroll,Paul Skenes,0,059cca5d-f070-464d-8f0c-2777c9e81c54,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-08-04,745468,Flyout,field_out,True,606466,694973,Ketel Marte,Paul Skenes,0,9b9bd684-1f75-49c9-ba8d-16065f666313,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-04,745468,Strikeout,strikeout,True,650559,669194,Bryan De La Cruz,Ryne Nelson,0,92fc6be6-c55d-4e5f-a1c8-a56afcb22e49,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
24,2024-08-04,745468,Single,single,False,642133,669194,Rowdy Tellez,Ryne Nelson,0,a79a682a-e5b2-46bd-a208-7fdb9c1d8ef9,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
25,2024-08-04,745468,Forceout,force_out,True,663698,669194,Joey Bart,Ryne Nelson,1,49d8b1e1-81ca-4318-a563-317ad137b63e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
26,2024-08-04,745468,Strikeout,strikeout,True,678225,669194,Ji Hwan Bae,Ryne Nelson,0,18d74810-29e0-4ec7-9537-304848b9a325,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
27,2024-08-04,745468,Strikeout,strikeout,True,592626,694973,Joc Pederson,Paul Skenes,0,1ab56a89-03ed-4c3b-b086-35a2ab3d70c7,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-08-04,745468,Walk,walk,False,605137,694973,Josh Bell,Paul Skenes,0,30e94f9d-9fa4-4632-bcae-e49e9f648f85,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-08-04,745468,Flyout,field_out,True,664983,694973,Jake McCarthy,Paul Skenes,0,51045ba2-a58b-41ac-9cc8-9cb2f3793b23,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-08-04,745468,Flyout,field_out,True,553993,694973,Eugenio Suárez,Paul Skenes,0,7c6e2efe-8cd0-4942-9091-5fc7d668e332,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.23,2.66,109.0,103.0,104.0,104.0,0.74,11.23,2.15,6.44,0.83,1.51,0.209,0.5,0.205,0.228,0.434,85.0,96.0,96.0,106.0,102.0,105.0,101.0,107.0,104.0,81.0,91.0,82.0,133.0,103.0,117.0,0.294,0.392,0.158,0.121,0.035,0.69,3.41,0.64,-0.07,-0.02,98.8,87.4,93.9,85.3,82.9,0.221,0.364,0.251,0.187,0.244,0.299,0.153,0.322,0.268,0.25,0.375,0.333,0.154,0.231,0.379,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-08-04,745468,Pop Out,field_out,True,669707,669194,Jared Triolo,Ryne Nelson,0,31d284cc-737c-4e49-b490-681203a2aacf,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.063,0.1,0.65,,-0.98,1.49,-2.62,95.1,83.0,,84.3,78.0,0.254,0.42,0.195,,,,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,0.4,0.733,0.167,,,,,,,,,,,,
