,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-13,746489,Strikeout,strikeout,True,666397,628317,Edouard Julien,Kenta Maeda,0,35f93b05-6d8f-4e3c-8962-f0a5846e3168,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-13,746489,Flyout,field_out,True,467793,628317,Carlos Santana,Kenta Maeda,0,0755b3b4-3908-4055-a707-f12eefb1f5ef,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-13,746489,Flyout,field_out,True,666135,628317,Alex Kirilloff,Kenta Maeda,0,2f2d0dc1-cb66-4399-95c4-019813e0955a,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-13,746489,Strikeout,strikeout,True,682985,657746,Riley Greene,Joe Ryan,0,0ec598bd-eaf4-473c-88c7-d30839400d77,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,,1.28,0.01,-1.2,0.03,,94.1,88.6,93.2,83.6,,0.333,0.606,0.222,0.211,0.413,0.26,0.198,0.381,0.275,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-13,746489,Field Error,field_error,False,592192,657746,Mark Canha,Joe Ryan,0,4943e361-01b9-4c59-8498-b62424b13b84,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,,1.28,0.01,-1.2,0.03,,94.1,88.6,93.2,83.6,,0.333,0.606,0.222,0.211,0.413,0.26,0.198,0.381,0.275,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-13,746489,Strikeout,strikeout,True,679529,657746,Spencer Torkelson,Joe Ryan,0,7192f718-450a-46a4-9d84-08200e182af1,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,,1.28,0.01,-1.2,0.03,,94.1,88.6,93.2,83.6,,0.333,0.606,0.222,0.211,0.413,0.26,0.198,0.381,0.275,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-13,746489,Home Run,home_run,False,681481,657746,Kerry Carpenter,Joe Ryan,1,9a25091f-5e2b-4cab-9c48-82f34c9f854a,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,,1.28,0.01,-1.2,0.03,,94.1,88.6,93.2,83.6,,0.333,0.606,0.222,0.211,0.413,0.26,0.198,0.381,0.275,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-13,746489,Lineout,field_out,True,690993,657746,Colt Keith,Joe Ryan,0,4b17fcc2-fccb-4975-ad14-7b98760149e2,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,,1.28,0.01,-1.2,0.03,,94.1,88.6,93.2,83.6,,0.333,0.606,0.222,0.211,0.413,0.26,0.198,0.381,0.275,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-13,746489,Lineout,field_out,True,622534,628317,Manuel Margot,Kenta Maeda,0,c8811b02-c638-4738-9d2b-15d87f2031c6,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-13,746489,Groundout,field_out,True,670242,628317,Matt Wallner,Kenta Maeda,0,c48e6e60-65a9-4d4b-97e3-142151498447,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
