,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-07-24,746279,Flyout,field_out,True,682998,608379,Corbin Carroll,Michael Wacha,0,c604004f-e282-4261-8d0b-ae79e46533b5,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
1,2024-07-24,746279,Single,single,False,606466,608379,Ketel Marte,Michael Wacha,0,65f12610-cc4c-47a7-b556-1d2cbfca3dcf,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
2,2024-07-24,746279,Grounded Into DP,grounded_into_double_play,True,592626,608379,Joc Pederson,Michael Wacha,1,1524b9d9-cb00-4333-8c6a-82e629622450,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
3,2024-07-24,746279,Groundout,field_out,True,624428,669194,Adam Frazier,Ryne Nelson,0,2b716257-b660-4e0a-8ada-b362a3177482,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
4,2024-07-24,746279,Walk,walk,False,677951,669194,Bobby Witt Jr.,Ryne Nelson,0,ab668393-6c73-4d4e-9959-e614d2f571ea,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
5,2024-07-24,746279,Single,single,False,686469,669194,Vinnie Pasquantino,Ryne Nelson,1,bfe4e33d-4ace-4433-81d0-f991c6b53134,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
6,2024-07-24,746279,Grounded Into DP,grounded_into_double_play,True,521692,669194,Salvador Perez,Ryne Nelson,1,eb5fe1d7-860f-4a87-bda4-99e043a9e1f5,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
7,2024-07-24,746279,Groundout,field_out,True,572233,608379,Christian Walker,Michael Wacha,0,c9184b1c-fe56-4abe-8a2f-e342bf07b9e1,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
8,2024-07-24,746279,Groundout,field_out,True,664983,608379,Jake McCarthy,Michael Wacha,0,2bb7152d-5bb6-463c-8d33-586f7258349a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
9,2024-07-24,746279,Home Run,home_run,False,553993,608379,Eugenio Suárez,Michael Wacha,0,7321be66-879d-4b55-a721-e99a8e85a2d2,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
10,2024-07-24,746279,Groundout,field_out,True,677950,608379,Alek Thomas,Michael Wacha,0,4cc3043d-e04c-40b3-86e8-528ac500e7aa,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.65,3.88,101.0,102.0,91.0,99.0,0.791,7.66,2.58,8.38,1.07,1.11,0.257,0.467,0.207,0.29,0.433,111.0,111.0,115.0,71.0,88.0,91.0,82.0,100.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.237,0.105,0.1,0.087,0.32,-0.38,-0.86,0.54,-1.26,-0.96,1.66,93.5,88.7,81.4,93.5,84.0,75.0,0.19,0.366,0.339,0.316,0.506,0.144,0.221,0.299,0.063,0.302,0.442,0.136,0.333,0.476,0.434,0.278,0.556,0.138,,,,,,,,,
11,2024-07-24,746279,Flyout,field_out,True,686681,669194,Michael Massey,Ryne Nelson,0,205e41e0-3679-4784-aecb-5235187cf803,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
12,2024-07-24,746279,Single,single,False,666023,669194,Freddy Fermin,Ryne Nelson,0,6e7806ba-6029-4bb6-82a1-e6cd348f68a3,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.85,4.36,98.1,105.0,97.0,103.0,0.848,6.41,2.2,10.53,0.92,1.14,0.277,0.383,0.143,0.365,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.533,0.205,0.103,0.061,0.098,0.2,-1.29,,-1.74,2.02,-2.77,95.0,91.4,83.4,,84.5,77.5,0.326,0.651,0.19,0.276,0.438,0.205,,,,0.347,0.516,0.122,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,
