,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC
0,2024-06-15,746547,Strikeout,strikeout,True,457705,621389,Andrew McCutchen,Ty Blach,0,2b750616-5e6e-4b00-bf9a-5e301c721767,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
1,2024-06-15,746547,Strikeout,strikeout,True,668804,621389,Bryan Reynolds,Ty Blach,0,49d2afa0-617c-4586-81bf-91e629ee1615,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
2,2024-06-15,746547,Groundout,field_out,True,693304,621389,Nick Gonzales,Ty Blach,0,f386231c-08c6-4297-ab01-ebe56d85d8ee,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
3,2024-06-15,746547,Strikeout,strikeout,True,453568,683003,Charlie Blackmon,Jared Jones,0,f9052ea6-4142-4482-b851-322d933cb5e4,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,,,,,,,,,0.073,0.068,,,-1.54,-3.19,,89.7,,80.3,,,,0.303,0.576,0.241,,,,0.364,0.818,0.28,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.34,1.59,97.3,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,
4,2024-06-15,746547,Flyout,field_out,True,678662,683003,Ezequiel Tovar,Jared Jones,0,741d36b7-cd8c-4707-a853-28b622718f51,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,,,,,,,,,0.073,0.068,,,-1.54,-3.19,,89.7,,80.3,,,,0.303,0.576,0.241,,,,0.364,0.818,0.28,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.34,1.59,97.3,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,
5,2024-06-15,746547,Strikeout,strikeout,True,641857,683003,Ryan McMahon,Jared Jones,0,a393e1e5-1871-4ea4-b243-8c2a411473ea,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,,,,,,,,,0.073,0.068,,,-1.54,-3.19,,89.7,,80.3,,,,0.303,0.576,0.241,,,,0.364,0.818,0.28,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.34,1.59,97.3,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,
6,2024-06-15,746547,Flyout,field_out,True,656582,621389,Connor Joe,Ty Blach,0,581e5e6c-2c1d-4851-a91b-8ee69db3c8be,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
7,2024-06-15,746547,Groundout,field_out,True,663647,621389,Ke'Bryan Hayes,Ty Blach,0,8e9ec63c-f8cf-4304-8fcd-909c308519d8,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
8,2024-06-15,746547,Groundout,field_out,True,658668,621389,Edward Olivares,Ty Blach,0,a9bb91e9-38b5-4589-958a-eedaca610590,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
9,2024-06-15,746547,Strikeout,strikeout,True,660707,683003,Elehuris Montero,Jared Jones,0,bd0e4d47-7af0-41d7-9f5e-7110b263e9b0,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,,,,,,,,,0.073,0.068,,,-1.54,-3.19,,89.7,,80.3,,,,0.303,0.576,0.241,,,,0.364,0.818,0.28,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.34,1.59,97.3,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,
