,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,wFA/C,wSI/C,wSL/C,wKC/C,vFA,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-29,745147,Groundout,field_out,True,669701,669467,Josh Smith,Andre Pallante,0,d9b9bf5c-b9a6-4608-813d-9c3bfccc757c,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-29,745147,Strikeout,strikeout,True,608369,669467,Corey Seager,Andre Pallante,0,7c4b4490-ecc6-4654-8b2e-4b65b6624955,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-29,745147,Strikeout,strikeout,True,543760,669467,Marcus Semien,Andre Pallante,0,d726b43f-1085-4db0-a2cd-af3500b7c12e,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-29,745147,Groundout,field_out,True,691026,543135,Masyn Winn,Nathan Eovaldi,0,41f476ba-8d6b-40a7-a84c-f57b86152a2d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,74.0,106.0,99.0,,,,113.0,98.0,103.0,,,,,0.375,0.031,,1.27,,-1.5,,95.5,,86.2,,0.2,0.312,0.2,,,,0.333,0.571,0.171,0.232,0.518,0.357,102.0,102.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,0.135,-0.05,1.64,-1.28,91.5,88.6,76.9,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,
4,2024-07-29,745147,Groundout,field_out,True,676475,543135,Alec Burleson,Nathan Eovaldi,0,8b25664f-ef8e-4ccb-a1e0-b357c9f1dfd8,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,74.0,106.0,99.0,,,,113.0,98.0,103.0,,,,,0.375,0.031,,1.27,,-1.5,,95.5,,86.2,,0.2,0.312,0.2,,,,0.333,0.571,0.171,0.232,0.518,0.357,102.0,102.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,0.135,-0.05,1.64,-1.28,91.5,88.6,76.9,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,
5,2024-07-29,745147,Groundout,field_out,True,575929,543135,Willson Contreras,Nathan Eovaldi,0,64914d24-5838-4682-a9ce-c641a9267aaf,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,74.0,106.0,99.0,,,,113.0,98.0,103.0,,,,,0.375,0.031,,1.27,,-1.5,,95.5,,86.2,,0.2,0.312,0.2,,,,0.333,0.571,0.171,0.232,0.518,0.357,102.0,102.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,0.135,-0.05,1.64,-1.28,91.5,88.6,76.9,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,
6,2024-07-29,745147,Strikeout,strikeout,True,694671,669467,Wyatt Langford,Andre Pallante,0,6af67000-6813-4825-853f-baec0d09006a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-29,745147,Groundout,field_out,True,666969,669467,Adolis García,Andre Pallante,0,5247da43-6fa6-4ff0-a88d-6a007ac77248,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-29,745147,Walk,walk,False,663993,669467,Nathaniel Lowe,Andre Pallante,0,2adba749-185e-415c-a667-e75a75eea906,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-29,745147,Groundout,field_out,True,677649,669467,Ezequiel Duran,Andre Pallante,0,34772439-a744-4cdd-9a9e-5daad8800492,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
