,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCH/C,vFA,vFS,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-03-29,746091,Strikeout,strikeout,True,656582,640462,Connor Joe,A.J. Puk,0,39123db8-7fe6-4a48-8b09-44958560142c,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
1,2024-03-29,746091,Groundout,field_out,True,668804,640462,Bryan Reynolds,A.J. Puk,0,766843e4-e66c-4855-b41a-85efa3f871ca,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
2,2024-03-29,746091,Walk,walk,False,663647,640462,Ke'Bryan Hayes,A.J. Puk,0,f59a02a2-4c3f-4758-95b9-9cdd02a11210,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
3,2024-03-29,746091,Pop Out,field_out,True,457705,640462,Andrew McCutchen,A.J. Puk,0,936cbafa-2485-4b08-915d-e61c6c039ea8,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
4,2024-03-29,746091,Groundout,field_out,True,650333,527048,Luis Arraez,Martín Pérez,0,ca1cc201-2a53-4871-a45d-fabf35c93ace,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,0.215,-5.77,,-0.23,,-3.51,91.4,,83.4,90.9,,0.375,0.625,0.036,,,,0.3,0.423,0.1,,,,0.338,0.588,0.275,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,-0.81,0.23,88.4,78.3,0.304,0.609,0.196,0.364,0.409,0.306
5,2024-03-29,746091,Field Error,field_error,False,605137,527048,Josh Bell,Martín Pérez,0,36d36439-a00f-4431-afff-1a9a8bbf972f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,0.215,-5.77,,-0.23,,-3.51,91.4,,83.4,90.9,,0.375,0.625,0.036,,,,0.3,0.423,0.1,,,,0.338,0.588,0.275,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,-0.81,0.23,88.4,78.3,0.304,0.609,0.196,0.364,0.409,0.306
6,2024-03-29,746091,Grounded Into DP,grounded_into_double_play,True,669394,527048,Jake Burger,Martín Pérez,1,a1a87b5b-1b9a-4c17-ab56-afc46371fa2c,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,0.215,-5.77,,-0.23,,-3.51,91.4,,83.4,90.9,,0.375,0.625,0.036,,,,0.3,0.423,0.1,,,,0.338,0.588,0.275,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,-0.81,0.23,88.4,78.3,0.304,0.609,0.196,0.364,0.409,0.306
7,2024-03-29,746091,Walk,walk,False,658668,640462,Edward Olivares,A.J. Puk,0,973eb59f-64c1-4efa-811a-6f719e9857ec,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
8,2024-03-29,746091,Walk,walk,False,680779,640462,Henry Davis,A.J. Puk,1,879aa8f6-e403-455c-a132-32dda1bc40b8,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
9,2024-03-29,746091,Single,single,False,665833,640462,Oneil Cruz,A.J. Puk,1,3d7e79ed-f327-4dea-851f-69c1c978d7b1,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
