,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-07-12,746685,Strikeout,strikeout,True,665862,686730,Jazz Chisholm Jr.,Carson Spiers,0,0f46b259-67fe-4baf-90d1-084f757b5674,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
1,2024-07-12,746685,Strikeout,strikeout,True,669364,686730,Xavier Edwards,Carson Spiers,0,5d3d45e5-78cc-4faf-bc59-6149fe0753e6,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
2,2024-07-12,746685,Strikeout,strikeout,True,650559,686730,Bryan De La Cruz,Carson Spiers,0,531f9661-1d86-4487-81c4-ac497d5dc82b,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
3,2024-07-12,746685,Home Run,home_run,False,663697,630023,Jonathan India,Yonny Chirinos,0,5540c695-1778-48ae-86bc-ae452e852a11,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,-4.05,,-6.55,1.09,,93.0,,,92.8,85.1,0.3,0.65,0.308,0.514,0.811,0.134,0.2,0.3,0.238,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.158,0.316,0.194,,,,,,,,,
4,2024-07-12,746685,Flyout,field_out,True,682829,630023,Elly De La Cruz,Yonny Chirinos,0,3a8feb05-aeba-4df9-b47e-379dd41f74f7,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,-4.05,,-6.55,1.09,,93.0,,,92.8,85.1,0.3,0.65,0.308,0.514,0.811,0.134,0.2,0.3,0.238,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.158,0.316,0.194,,,,,,,,,
5,2024-07-12,746685,Home Run,home_run,False,600869,630023,Jeimer Candelario,Yonny Chirinos,0,91f9a540-1706-4de3-8141-3c6945a6850a,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,-4.05,,-6.55,1.09,,93.0,,,92.8,85.1,0.3,0.65,0.308,0.514,0.811,0.134,0.2,0.3,0.238,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.158,0.316,0.194,,,,,,,,,
6,2024-07-12,746685,Flyout,field_out,True,668715,630023,Spencer Steer,Yonny Chirinos,0,9de69017-f8c7-4d65-a13f-5b616f61877b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,-4.05,,-6.55,1.09,,93.0,,,92.8,85.1,0.3,0.65,0.308,0.514,0.811,0.134,0.2,0.3,0.238,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.158,0.316,0.194,,,,,,,,,
7,2024-07-12,746685,Groundout,field_out,True,663886,630023,Tyler Stephenson,Yonny Chirinos,0,b973a22b-c3c7-4091-b808-ce2c532cf45c,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,-4.05,,-6.55,1.09,,93.0,,,92.8,85.1,0.3,0.65,0.308,0.514,0.811,0.134,0.2,0.3,0.238,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.158,0.316,0.194,,,,,,,,,
8,2024-07-12,746685,Strikeout,strikeout,True,605137,686730,Josh Bell,Carson Spiers,0,9f04cad7-2637-4d82-b2b3-e0c534f57c06,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
9,2024-07-12,746685,Strikeout,strikeout,True,660821,686730,Jesús Sánchez,Carson Spiers,0,5dfc6a39-e5bd-476d-9a4e-a0a05c324ead,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
