,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2024-04-28,745349,Single,single,False,663647,676775,Ke'Bryan Hayes,Keaton Winn,0,ae57a604-f60d-499a-b2d0-f446ba355e54,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-28,745349,Forceout,force_out,True,668804,676775,Bryan Reynolds,Keaton Winn,1,9ce79ceb-63e8-4bee-9195-8c696b6657eb,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-28,745349,Forceout,force_out,True,665833,676775,Oneil Cruz,Keaton Winn,1,eeb624d6-4403-421d-a552-0f4e7d2b33cc,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-28,745349,Pop Out,field_out,True,656582,676775,Connor Joe,Keaton Winn,0,d136f849-8d84-49a4-9840-a57310f9e086,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-28,745349,Flyout,field_out,True,808982,683003,Jung Hoo Lee,Jared Jones,0,6dba706b-1739-43d8-832e-9247ac1bf4dd,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.34,,,1.59,97.3,,,88.6,,,,0.214,0.403,0.273,,,,0.194,0.313,0.398,123.0,102.0,110.0,99.0,96.0,99.0,0.073,0.068,-1.54,-3.19,89.7,80.3,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,
5,2024-04-28,745349,Walk,walk,False,664774,683003,LaMonte Wade Jr.,Jared Jones,0,f2c08519-6918-4d2e-951d-de03430f8cc8,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.34,,,1.59,97.3,,,88.6,,,,0.214,0.403,0.273,,,,0.194,0.313,0.398,123.0,102.0,110.0,99.0,96.0,99.0,0.073,0.068,-1.54,-3.19,89.7,80.3,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,
6,2024-04-28,745349,Grounded Into DP,grounded_into_double_play,True,656305,683003,Matt Chapman,Jared Jones,1,fd6e5590-b0c8-46ec-ba1d-db96aaa8ea57,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.34,,,1.59,97.3,,,88.6,,,,0.214,0.403,0.273,,,,0.194,0.313,0.398,123.0,102.0,110.0,99.0,96.0,99.0,0.073,0.068,-1.54,-3.19,89.7,80.3,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,
7,2024-04-28,745349,Walk,walk,False,658668,676775,Edward Olivares,Keaton Winn,0,5049c4c5-a5d9-4af4-81b5-f7c071af0df5,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-28,745349,Grounded Into DP,grounded_into_double_play,True,642133,676775,Rowdy Tellez,Keaton Winn,1,93055cb6-4eb2-4f56-a7f1-85733a4343f7,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-28,745349,Flyout,field_out,True,669707,676775,Jared Triolo,Keaton Winn,0,014805da-81d9-411a-a864-c012b72f8cc8,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
