,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-05-30,745985,Strikeout,strikeout,True,643565,607067,Mike Tauchman,Colin Rea,0,3d0c6627-508c-4457-bb8a-a6a185cce0fd,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
1,2024-05-30,745985,Groundout,field_out,True,664023,607067,Ian Happ,Colin Rea,0,62a768b9-fbad-4b00-a576-eed60b8f00b5,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
2,2024-05-30,745985,Home Run,home_run,False,641355,607067,Cody Bellinger,Colin Rea,0,ea30939c-446c-4cde-a559-a6d5bb6a2fa1,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
3,2024-05-30,745985,Flyout,field_out,True,666624,607067,Christopher Morel,Colin Rea,0,58102994-00b0-42f7-9cb2-c1ff4add4afc,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
4,2024-05-30,745985,Walk,walk,False,668930,592791,Brice Turang,Jameson Taillon,0,b097640c-cf44-4e0c-af56-88445142aeea,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.318,0.5,0.13,0.256,0.267,0.187,0.263,0.434,0.128,0.224,0.395,0.315,,,,0.227,0.303,0.227,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087
5,2024-05-30,745985,Grounded Into DP,grounded_into_double_play,True,661388,592791,William Contreras,Jameson Taillon,1,6c179fce-f0c7-4541-a560-c5aa4e4dccd4,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.318,0.5,0.13,0.256,0.267,0.187,0.263,0.434,0.128,0.224,0.395,0.315,,,,0.227,0.303,0.227,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087
6,2024-05-30,745985,Strikeout,strikeout,True,592885,592791,Christian Yelich,Jameson Taillon,0,86411b93-ee75-4dfb-b1ab-62578c6c44aa,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.318,0.5,0.13,0.256,0.267,0.187,0.263,0.434,0.128,0.224,0.395,0.315,,,,0.227,0.303,0.227,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087
7,2024-05-30,745985,Strikeout,strikeout,True,683737,607067,Michael Busch,Colin Rea,0,07fb9a6d-b4a4-47c4-85b0-c67673e373dc,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
8,2024-05-30,745985,Double,double,False,663538,607067,Nico Hoerner,Colin Rea,0,3640bf33-818f-4066-a05d-4c5b004ef84a,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
9,2024-05-30,745985,Strikeout,strikeout,True,621020,607067,Dansby Swanson,Colin Rea,0,cb612af4-53b7-415c-9f7e-8fb0a5ac8a82,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,78.0,98.0,100.0,0.306,0.172,0.226,0.082,0.171,0.043,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,92.7,87.8,86.4,92.3,82.1,78.3,0.276,0.44,0.109,0.277,0.553,0.159,0.23,0.365,0.239,0.062,0.077,0.227,0.243,0.297,0.26,0.444,0.833,0.111,,,,,,,,,
