,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-31,745699,Groundout,field_out,True,691026,701542,Masyn Winn,Will Warren,0,b69046b3-0294-4834-a9c1-a842edf88505,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,745699,Walk,walk,False,676475,701542,Alec Burleson,Will Warren,0,c34165c0-aeee-459e-93eb-95990d3fb9ed,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,745699,Groundout,field_out,True,571448,701542,Nolan Arenado,Will Warren,1,814d3716-3962-48a0-bf13-8c563c0dc76f,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,745699,Groundout,field_out,True,680977,701542,Brendan Donovan,Will Warren,0,66960533-9566-4add-a857-c846b7d631d8,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-31,745699,Flyout,field_out,True,650402,502043,Gleyber Torres,Kyle Gibson,0,3667d186-2cf6-4f96-a21d-9d7384a9e8f2,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.095,-0.94,0.36,0.35,0.93,0.79,91.4,88.7,84.9,90.7,80.7,0.27,0.405,0.089,0.258,0.53,0.071,0.201,0.317,0.419,0.2,0.273,0.373,0.31,0.47,0.195,104.0,103.0,103.0,0.086,-1.86,78.4,0.303,0.697,0.474,,,,,,,,,,,,,,,,,,
5,2024-08-31,745699,Strikeout,strikeout,True,665742,502043,Juan Soto,Kyle Gibson,0,e9c9776c-5315-42ec-b67f-728b18192e40,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.095,-0.94,0.36,0.35,0.93,0.79,91.4,88.7,84.9,90.7,80.7,0.27,0.405,0.089,0.258,0.53,0.071,0.201,0.317,0.419,0.2,0.273,0.373,0.31,0.47,0.195,104.0,103.0,103.0,0.086,-1.86,78.4,0.303,0.697,0.474,,,,,,,,,,,,,,,,,,
6,2024-08-31,745699,Groundout,field_out,True,592450,502043,Aaron Judge,Kyle Gibson,0,7f0550d5-8b18-4351-be00-ebe3ee96dd93,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.095,-0.94,0.36,0.35,0.93,0.79,91.4,88.7,84.9,90.7,80.7,0.27,0.405,0.089,0.258,0.53,0.071,0.201,0.317,0.419,0.2,0.273,0.373,0.31,0.47,0.195,104.0,103.0,103.0,0.086,-1.86,78.4,0.303,0.697,0.474,,,,,,,,,,,,,,,,,,
7,2024-08-31,745699,Strikeout,strikeout,True,502671,701542,Paul Goldschmidt,Will Warren,0,e4100592-f545-4103-98f4-073082a32f4e,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-31,745699,Groundout,field_out,True,663457,701542,Lars Nootbaar,Will Warren,0,15890f5c-1799-4578-9edf-cf6e734b1ec3,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-31,745699,Walk,walk,False,671056,701542,Iván Herrera,Will Warren,0,17223896-81ae-4ccc-8443-c346c78bff43,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.55,4.25,21.2,99.0,102.0,104.0,0.758,10.8,3.74,12.88,1.66,0.89,0.179,0.403,0.119,0.373,0.378,89.0,99.0,104.0,91.0,103.0,101.0,94.0,105.0,108.0,127.0,88.0,98.0,112.0,117.0,129.0,0.266,0.298,0.046,0.266,0.124,1.97,-5.09,-3.66,-2.99,-6.26,93.8,86.4,86.3,93.1,83.1,0.469,0.719,0.167,0.08,0.24,0.241,0.316,0.632,0.364,0.5,1.0,0.333,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
