,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-30,746197,Single,single,False,453568,656288,Charlie Blackmon,Griffin Canning,0,1ba4a5fb-1f60-4d78-a90b-475034a6f7cd,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-07-30,746197,Single,single,False,678662,656288,Ezequiel Tovar,Griffin Canning,1,20a67215-4dc8-4c7d-ba14-a9e2b408e715,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-07-30,746197,Walk,walk,False,641857,656288,Ryan McMahon,Griffin Canning,1,5d38b64a-836f-4470-80f1-dc9232c089c1,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-07-30,746197,Sac Fly,sac_fly,True,592178,656288,Kris Bryant,Griffin Canning,1,76b99065-cef5-4275-b0c7-af381b05028c,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
4,2024-07-30,746197,Double,double,False,663898,656288,Brendan Rodgers,Griffin Canning,1,324d979d-2052-4718-a67c-161afc57894e,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
5,2024-07-30,746197,Strikeout,strikeout,True,669911,656288,Michael Toglia,Griffin Canning,0,7c2bb212-b5bd-4bb9-a894-1553983429c4,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
6,2024-07-30,746197,Strikeout,strikeout,True,595909,656288,Jake Cave,Griffin Canning,0,cf1f25c3-fead-457a-82b5-3e8137b1adf0,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
7,2024-07-30,746197,Double,double,False,694384,615698,Nolan Schanuel,Cal Quantrill,0,6616ce9e-e232-44ea-b16e-3f5c0e51f89f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,,,,79.0,97.0,90.0,,,,0.397,,,0.123,0.02,,-1.94,,-0.12,1.84,,84.9,93.9,,79.6,,,,0.222,0.222,0.167,,,,0.232,0.446,0.295,0.344,0.606,0.187,78.0,98.0,95.0,113.0,96.0,98.0,0.135,0.326,-0.4,0.72,87.8,86.4,0.198,0.311,0.242,0.303,0.53,0.211,,,
8,2024-07-30,746197,Single,single,False,650859,615698,Luis Rengifo,Cal Quantrill,1,58a6ebcf-261b-4016-ac06-91435556138f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,,,,79.0,97.0,90.0,,,,0.397,,,0.123,0.02,,-1.94,,-0.12,1.84,,84.9,93.9,,79.6,,,,0.222,0.222,0.167,,,,0.232,0.446,0.295,0.344,0.606,0.187,78.0,98.0,95.0,113.0,96.0,98.0,0.135,0.326,-0.4,0.72,87.8,86.4,0.198,0.311,0.242,0.303,0.53,0.211,,,
9,2024-07-30,746197,Single,single,False,621493,615698,Taylor Ward,Cal Quantrill,1,ca6978e0-63fd-4634-a81f-b9bc7dfa6af8,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,,,,79.0,97.0,90.0,,,,0.397,,,0.123,0.02,,-1.94,,-0.12,1.84,,84.9,93.9,,79.6,,,,0.222,0.222,0.167,,,,0.232,0.446,0.295,0.344,0.606,0.187,78.0,98.0,95.0,113.0,96.0,98.0,0.135,0.326,-0.4,0.72,87.8,86.4,0.198,0.311,0.242,0.303,0.53,0.211,,,
