,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vCH,vSI,vSL,vKC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-05-21,745742,Lineout,field_out,True,641487,657376,J.P. Crawford,Clarke Schmidt,0,19b203e3-777c-41ce-b69a-37e6cee2e279,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-21,745742,Groundout,field_out,True,677594,657376,Julio Rodríguez,Clarke Schmidt,0,8e11e743-7cf7-4a0b-acee-f1bd76c9fa3d,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-21,745742,Strikeout,strikeout,True,670042,657376,Luke Raley,Clarke Schmidt,0,939fa34d-5ebe-405e-a180-fae406d44ab2,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-21,745742,Lineout,field_out,True,683011,693433,Anthony Volpe,Bryan Woo,0,ffdf9a1e-da13-4137-84d5-cf31be798377,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
4,2024-05-21,745742,Strikeout,strikeout,True,665742,693433,Juan Soto,Bryan Woo,0,48ffc9f2-6853-4200-968b-516df75eff56,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
5,2024-05-21,745742,Flyout,field_out,True,592450,693433,Aaron Judge,Bryan Woo,0,f8f1ce69-f64a-4015-b1cd-a8d4a0b94e3f,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
6,2024-05-21,745742,Strikeout,strikeout,True,663728,657376,Cal Raleigh,Clarke Schmidt,0,de2b9ce2-ec0c-4654-991d-3c1ab0fea937,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-21,745742,Strikeout,strikeout,True,686527,657376,Dominic Canzone,Clarke Schmidt,0,5baaf00e-8c18-4718-b142-0a28ab34dfe8,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-21,745742,Strikeout,strikeout,True,664034,657376,Ty France,Clarke Schmidt,0,637803bd-ae55-4a22-92fa-7803548afe2b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-21,745742,Groundout,field_out,True,657077,693433,Alex Verdugo,Bryan Woo,0,ed5cc446-8f61-4f29-8c0c-71873502b6b8,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
10,2024-05-21,745742,Lineout,field_out,True,519203,693433,Anthony Rizzo,Bryan Woo,0,41c17786-7911-4c32-a583-3a07c1479956,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
11,2024-05-21,745742,Single,single,False,669224,693433,Austin Wells,Bryan Woo,0,5e9d649c-904e-4bd9-9970-0fb0c9cb7ac6,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
12,2024-05-21,745742,Strikeout,strikeout,True,650402,693433,Gleyber Torres,Bryan Woo,0,3c9cdeaf-29d7-4cd1-b3f5-7d5742dfa2a3,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,,,,,,,0.268,,0.14,,0.072,,3.01,1.72,,3.51,,89.5,94.5,84.1,,,,,0.2,0.2,0.313,0.188,0.25,0.132,,,,0.1,0.2,0.13,96.0,109.0,107.0,0.521,0.7,94.7,0.253,0.373,0.21,,,,,,,,,,,,,,,,,,
