,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-17,746355,Groundout,field_out,True,670032,686613,Nicky Lopez,Hunter Brown,0,0e2317d4-8a88-4ecc-ab89-51ef3bba067a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
1,2024-08-17,746355,Strikeout,strikeout,True,673357,686613,Luis Robert Jr.,Hunter Brown,0,0040c9a0-937a-4692-a710-81fd266a772a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
2,2024-08-17,746355,Walk,walk,False,643217,686613,Andrew Benintendi,Hunter Brown,0,b624c0d0-8709-4d8b-8ac7-f665b5baae91,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
3,2024-08-17,746355,Single,single,False,683734,686613,Andrew Vaughn,Hunter Brown,1,a8ff6e4b-077a-4921-ba0f-5f13c59136d3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
4,2024-08-17,746355,Single,single,False,657757,686613,Gavin Sheets,Hunter Brown,1,61ca85a2-345e-4808-8bcb-84920e131ae3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
5,2024-08-17,746355,Strikeout,strikeout,True,672820,686613,Lenyn Sosa,Hunter Brown,0,51a4c45d-bd6b-4420-8986-e057b62c3fb7,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
6,2024-08-17,746355,Groundout,field_out,True,514888,623167,Jose Altuve,Chris Flexen,0,21b43cc3-69ba-453b-a26b-afd07d244be5,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,,,,45.0,102.0,92.0,0.002,0.373,0.271,0.087,,0.149,-0.85,-0.4,2.93,-1.74,,-1.46,91.3,87.4,81.3,91.3,80.1,,0.266,0.488,0.117,,,,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,82.0,99.0,100.0,0.119,0.16,72.1
7,2024-08-17,746355,Pop Out,field_out,True,670541,623167,Yordan Alvarez,Chris Flexen,0,8bc90288-81a5-4da1-8580-5ce30fdbcc2c,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,,,,45.0,102.0,92.0,0.002,0.373,0.271,0.087,,0.149,-0.85,-0.4,2.93,-1.74,,-1.46,91.3,87.4,81.3,91.3,80.1,,0.266,0.488,0.117,,,,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,82.0,99.0,100.0,0.119,0.16,72.1
8,2024-08-17,746355,Pop Out,field_out,True,673237,623167,Yainer Diaz,Chris Flexen,0,93ecdb94-eda2-4fd6-89b0-42ebcff5dad2,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,,,,45.0,102.0,92.0,0.002,0.373,0.271,0.087,,0.149,-0.85,-0.4,2.93,-1.74,,-1.46,91.3,87.4,81.3,91.3,80.1,,0.266,0.488,0.117,,,,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,82.0,99.0,100.0,0.119,0.16,72.1
9,2024-08-17,746355,Pop Out,field_out,True,666150,686613,Dominic Fletcher,Hunter Brown,0,445b1349-0f3b-424c-87ab-5dbfe91fba7d,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,129.0,99.0,106.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,0.127,0.13,0.07,-0.04,0.71,1.52,-0.95,1.37,95.9,92.4,88.4,95.6,89.1,82.8,0.247,0.425,0.288,0.28,0.34,0.164,0.23,0.37,0.2,0.2,0.243,0.297,0.254,0.418,0.282,0.219,0.219,0.227,,,,,,
