,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-26,746448,Strikeout,strikeout,True,650489,672456,Willi Castro,Keider Montero,0,e939e851-20cd-4399-af2d-286c8ce1c208,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,746448,Home Run,home_run,False,621439,672456,Byron Buxton,Keider Montero,0,e66ab435-09fe-43d6-8a46-91e38d284d74,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,746448,Home Run,home_run,False,663616,672456,Trevor Larnach,Keider Montero,0,02b8830d-b197-4604-a022-007584bae9ac,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,746448,Pop Out,field_out,True,668904,672456,Royce Lewis,Keider Montero,0,d43aca18-23bf-47bb-a75e-f9b5dfb1b5db,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-26,746448,Groundout,field_out,True,596146,672456,Max Kepler,Keider Montero,0,21f6c2c0-e998-4653-b614-c5eca03296f8,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-26,746448,Groundout,field_out,True,672761,641154,Wenceel Pérez,Pablo López,0,8f4de9cf-f8c8-444f-a953-7f11349d1756,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.73,3.42,118.0,104.0,97.0,105.0,0.742,10.3,1.91,8.39,1.45,1.04,0.236,0.429,0.134,0.298,0.439,92.0,102.0,102.0,97.0,105.0,102.0,108.0,105.0,111.0,,,,0.396,0.226,,0.194,2.11,-0.42,,-0.67,94.6,88.4,84.1,,0.185,0.333,0.283,,,,0.245,0.551,0.314,0.306,0.4,0.258,83.0,102.0,107.0,95.0,108.0,107.0,0.078,0.107,-2.65,-2.23,94.2,81.9,0.221,0.434,0.327,0.432,0.622,0.107,,,,,,,,,
6,2024-07-26,746448,Flyout,field_out,True,669234,641154,Justyn-Henry Malloy,Pablo López,0,81bf2b05-f86e-4d37-99ed-57cbf9645ab5,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.73,3.42,118.0,104.0,97.0,105.0,0.742,10.3,1.91,8.39,1.45,1.04,0.236,0.429,0.134,0.298,0.439,92.0,102.0,102.0,97.0,105.0,102.0,108.0,105.0,111.0,,,,0.396,0.226,,0.194,2.11,-0.42,,-0.67,94.6,88.4,84.1,,0.185,0.333,0.283,,,,0.245,0.551,0.314,0.306,0.4,0.258,83.0,102.0,107.0,95.0,108.0,107.0,0.078,0.107,-2.65,-2.23,94.2,81.9,0.221,0.434,0.327,0.432,0.622,0.107,,,,,,,,,
7,2024-07-26,746448,Lineout,field_out,True,690993,641154,Colt Keith,Pablo López,0,57d93ea6-f46b-4f49-9340-51688822987b,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.73,3.42,118.0,104.0,97.0,105.0,0.742,10.3,1.91,8.39,1.45,1.04,0.236,0.429,0.134,0.298,0.439,92.0,102.0,102.0,97.0,105.0,102.0,108.0,105.0,111.0,,,,0.396,0.226,,0.194,2.11,-0.42,,-0.67,94.6,88.4,84.1,,0.185,0.333,0.283,,,,0.245,0.551,0.314,0.306,0.4,0.258,83.0,102.0,107.0,95.0,108.0,107.0,0.078,0.107,-2.65,-2.23,94.2,81.9,0.221,0.434,0.327,0.432,0.622,0.107,,,,,,,,,
8,2024-07-26,746448,Strikeout,strikeout,True,467793,672456,Carlos Santana,Keider Montero,0,b429ba07-940b-460a-9c0a-a4ea1d13d194,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-26,746448,Home Run,home_run,False,670242,672456,Matt Wallner,Keider Montero,0,07ba6298-43aa-49f4-92d0-824e811881c2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,6.38,5.31,36.2,98.0,97.0,99.0,0.779,7.61,2.7,10.31,2.45,0.91,0.235,0.487,0.113,0.391,0.466,86.0,89.0,89.0,96.0,100.0,96.0,104.0,98.0,103.0,93.0,100.0,107.0,0.441,0.338,0.126,0.094,-1.53,2.38,-6.64,-6.73,95.3,86.0,83.0,79.1,0.319,0.638,0.165,0.16,0.22,0.33,0.4,0.85,0.158,0.571,1.286,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
