,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-23,746051,Lineout,field_out,True,641487,667725,J.P. Crawford,Kyle Tyler,0,010b9b2d-97c7-4661-afbc-d15894447fe9,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,113.0,91.0,93.0,92.0,94.0,96.0,118.0,83.0,86.0,108.0,92.0,94.0,0.122,0.48,0.13,0.252,0.016,3.67,-0.16,2.45,1.28,-4.9,91.1,90.7,87.3,81.8,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.2,0.3,0.222,0.1,0.1,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-23,746051,Strikeout,strikeout,True,668942,667725,Josh Rojas,Kyle Tyler,0,0b321dc2-e164-40e3-ae28-7a68b94f5bae,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,113.0,91.0,93.0,92.0,94.0,96.0,118.0,83.0,86.0,108.0,92.0,94.0,0.122,0.48,0.13,0.252,0.016,3.67,-0.16,2.45,1.28,-4.9,91.1,90.7,87.3,81.8,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.2,0.3,0.222,0.1,0.1,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-23,746051,Groundout,field_out,True,677594,667725,Julio Rodríguez,Kyle Tyler,0,57090915-1527-4beb-80b2-d34dcc171fe5,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,113.0,91.0,93.0,92.0,94.0,96.0,118.0,83.0,86.0,108.0,92.0,94.0,0.122,0.48,0.13,0.252,0.016,3.67,-0.16,2.45,1.28,-4.9,91.1,90.7,87.3,81.8,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.2,0.3,0.222,0.1,0.1,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-23,746051,Double,double,False,665862,682243,Jazz Chisholm Jr.,Bryce Miller,0,c5e05a21-06b8-446c-8290-e696e68df385,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
4,2024-06-23,746051,Flyout,field_out,True,605137,682243,Josh Bell,Bryce Miller,1,9799c83f-c856-4d04-90ef-178e6367e6eb,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
5,2024-06-23,746051,Strikeout,strikeout,True,650559,682243,Bryan De La Cruz,Bryce Miller,0,7ed65f00-e8cf-4e1e-ae99-6e2b283f690a,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
6,2024-06-23,746051,Walk,walk,False,660821,682243,Jesús Sánchez,Bryce Miller,0,457acdb3-a35d-4e92-a38c-1455ba237264,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
7,2024-06-23,746051,Single,single,False,669394,682243,Jake Burger,Bryce Miller,1,a8ffcbfb-3573-4d2c-a2d0-a5673cb86a70,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
8,2024-06-23,746051,Home Run,home_run,False,624503,682243,Nick Gordon,Bryce Miller,1,02903a0b-a07b-4ce0-9697-717568b1d753,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
9,2024-06-23,746051,Groundout,field_out,True,672640,682243,Otto Lopez,Bryce Miller,0,a18c68a7-4846-4d74-851c-80c5804da917,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,92.0,78.0,84.0,0.439,0.015,0.169,,,1.42,-3.96,-1.33,,,95.1,92.3,,83.8,,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.197,0.349,0.276,99.0,100.0,98.0,66.0,82.0,91.0,88.0,107.0,108.0,0.189,0.174,0.014,0.84,1.27,4.17,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,,,
