,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC
0,2024-06-29,747018,Pop Out,field_out,True,543760,700249,Marcus Semien,Cade Povich,0,72e69ece-43a7-40a8-8807-b7312d27c3a1,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
1,2024-06-29,747018,Home Run,home_run,False,608369,700249,Corey Seager,Cade Povich,0,c23dc7a1-d810-4dcc-ad7c-7a580858ecd3,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
2,2024-06-29,747018,Flyout,field_out,True,669701,700249,Josh Smith,Cade Povich,0,9b95c165-60d3-4186-ad32-91bbd3f87e2c,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
3,2024-06-29,747018,Double,double,False,666969,700249,Adolis García,Cade Povich,0,ad9b8f2e-4e9d-4252-90d7-28f9e709b720,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
4,2024-06-29,747018,Strikeout,strikeout,True,694671,700249,Wyatt Langford,Cade Povich,0,03c3f09f-831c-4ea4-be38-9471f2588e5b,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
5,2024-06-29,747018,Lineout,field_out,True,683002,547179,Gunnar Henderson,Michael Lorenzen,0,170d73b9-20cd-45af-bfa7-8cd578336222,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.111,0.111,0.367,0.077,0.308,0.172,0.175,0.425,0.241,0.145,0.217,0.347,0.302,0.465,0.055,,,,,,,,,
6,2024-06-29,747018,Lineout,field_out,True,668939,547179,Adley Rutschman,Michael Lorenzen,0,d6f9b59a-9815-425d-9632-34aef9562f20,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.111,0.111,0.367,0.077,0.308,0.172,0.175,0.425,0.241,0.145,0.217,0.347,0.302,0.465,0.055,,,,,,,,,
7,2024-06-29,747018,Groundout,field_out,True,656811,547179,Ryan O'Hearn,Michael Lorenzen,0,04fba06c-d6dd-4dbe-a529-f3ac5bbfdebe,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.111,0.111,0.367,0.077,0.308,0.172,0.175,0.425,0.241,0.145,0.217,0.347,0.302,0.465,0.055,,,,,,,,,
8,2024-06-29,747018,Lineout,field_out,True,543257,700249,Robbie Grossman,Cade Povich,0,61b578a8-6ec8-4d01-81db-0df2eb7c3c7f,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
9,2024-06-29,747018,Double,double,False,663993,700249,Nathaniel Lowe,Cade Povich,0,c431c479-0ecd-4b2c-af79-92dfb72013dc,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,
