,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,KC%,wFS/C,wSL/C,wKC/C,vFS,vSL,vKC,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-18,746999,Lineout,field_out,True,680776,544150,Jarren Duran,Albert Suárez,0,366367c5-ee4a-4bc5-8def-07dc881a3c9c,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-18,746999,Flyout,field_out,True,677800,544150,Wilyer Abreu,Albert Suárez,0,53739f3e-a52b-426a-8cfb-9c7b885ebd14,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-18,746999,Groundout,field_out,True,671213,544150,Triston Casas,Albert Suárez,0,da62535d-1137-40e4-89f5-60abd1ba7adc,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-18,746999,Strikeout,strikeout,True,681297,676710,Colton Cowser,Kutter Crawford,0,4035b39e-9493-49f6-90d7-bf7e4d9fb7f1,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,,,,109.0,110.0,112.0,112.0,106.0,105.0,0.348,0.306,,,-0.18,0.76,,,92.6,87.5,,,0.245,0.474,0.194,,,,0.203,0.417,0.268,0.19,0.238,0.171,98.0,100.0,101.0,92.0,93.0,97.0,90.0,100.0,105.0,0.085,0.195,0.066,0.23,-0.67,0.16,82.5,80.8,77.1,0.227,0.445,0.259,0.186,0.271,0.42,,,,,,,,,,,,
4,2024-08-18,746999,Flyout,field_out,True,656811,676710,Ryan O'Hearn,Kutter Crawford,0,1b82bf51-202b-4fde-99d8-e467da93dfd9,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,,,,109.0,110.0,112.0,112.0,106.0,105.0,0.348,0.306,,,-0.18,0.76,,,92.6,87.5,,,0.245,0.474,0.194,,,,0.203,0.417,0.268,0.19,0.238,0.171,98.0,100.0,101.0,92.0,93.0,97.0,90.0,100.0,105.0,0.085,0.195,0.066,0.23,-0.67,0.16,82.5,80.8,77.1,0.227,0.445,0.259,0.186,0.271,0.42,,,,,,,,,,,,
5,2024-08-18,746999,Strikeout,strikeout,True,683002,676710,Gunnar Henderson,Kutter Crawford,0,17cb798b-7e20-4cd6-a53b-aa0bb9de2a07,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,,,,109.0,110.0,112.0,112.0,106.0,105.0,0.348,0.306,,,-0.18,0.76,,,92.6,87.5,,,0.245,0.474,0.194,,,,0.203,0.417,0.268,0.19,0.238,0.171,98.0,100.0,101.0,92.0,93.0,97.0,90.0,100.0,105.0,0.085,0.195,0.066,0.23,-0.67,0.16,82.5,80.8,77.1,0.227,0.445,0.259,0.186,0.271,0.42,,,,,,,,,,,,
6,2024-08-18,746999,Pop Out,field_out,True,646240,544150,Rafael Devers,Albert Suárez,0,4261f2d2-023c-44af-b385-82f7adac3469,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-18,746999,Strikeout,strikeout,True,641933,544150,Tyler O'Neill,Albert Suárez,0,ec5ed40c-b13d-4e58-bdb0-1d85d438842f,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-18,746999,Single,single,False,807799,544150,Masataka Yoshida,Albert Suárez,0,e840aca6-35c3-4e8e-9672-d67bb963cfc6,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-18,746999,Groundout,field_out,True,657136,544150,Connor Wong,Albert Suárez,0,bd5bd229-3fde-4af4-95b8-3bb451963e37,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
