,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-02,746969,Flyout,field_out,True,808982,670174,Jung Hoo Lee,Josh Winckowski,0,8ae1fe41-2274-4259-8d59-8b2463f87129,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,
1,2024-05-02,746969,Groundout,field_out,True,624585,670174,Jorge Soler,Josh Winckowski,0,f59610ca-316a-49ca-a18a-5c19b7f044ef,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,
2,2024-05-02,746969,Walk,walk,False,527038,670174,Wilmer Flores,Josh Winckowski,0,3a538338-0e0d-4906-9e47-c596b9b353ff,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,
3,2024-05-02,746969,Groundout,field_out,True,624424,670174,Michael Conforto,Josh Winckowski,0,2110684b-ac67-439e-a3b1-495bce420aa6,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,
4,2024-05-02,746969,Groundout,field_out,True,680776,690986,Jarren Duran,Kyle Harrison,0,fd985eb3-c3dd-4e43-b7af-4eb606f76e82,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
5,2024-05-02,746969,Hit By Pitch,hit_by_pitch,False,646240,690986,Rafael Devers,Kyle Harrison,0,0454ea5a-62e3-4c68-951e-162b8fa3a4ba,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
6,2024-05-02,746969,Walk,walk,False,641933,690986,Tyler O'Neill,Kyle Harrison,1,429b98ca-e44d-47c1-adfc-59161b813192,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
7,2024-05-02,746969,Strikeout,strikeout,True,608701,690986,Rob Refsnyder,Kyle Harrison,0,991a2bfc-1a6c-4030-abcc-0bdd61aa20d1,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
8,2024-05-02,746969,Walk,walk,False,657136,690986,Connor Wong,Kyle Harrison,1,5e1dc49d-e4f0-4288-b6b3-b682cccc8845,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
9,2024-05-02,746969,Flyout,field_out,True,643265,690986,Garrett Cooper,Kyle Harrison,0,bd3ec06b-e67d-4d96-8311-2f4a2a3c7d7f,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.2,0.69,,,-11.76,-2.37,92.7,,85.4,,88.2,,,,,,,0.306,0.471,0.224,0.333,0.667,0.5,0.237,0.377,0.212,89.0,94.0,95.0,0.186,-0.51,81.3,0.295,0.477,0.302,,,,,,,,,,,,
