,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-08-02,746605,Walk,walk,False,691723,471911,Coby Mayo,Carlos Carrasco,1,339c5ec4-0041-4d8f-909f-42eb953e712e,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-02,746605,Walk,walk,False,702616,471911,Jackson Holliday,Carlos Carrasco,1,8502828b-4969-45e8-8bc5-213d59705721,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-02,746605,Strikeout,strikeout,True,681297,471911,Colton Cowser,Carlos Carrasco,0,e8442c94-3025-4538-b56c-083a09e65bdb,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-02,746605,Single,single,False,647304,665152,Josh Naylor,Dean Kremer,0,5b80b535-9d44-412e-a5b7-ad3e1dc2a5d2,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
14,2024-08-02,746605,Single,single,False,681807,665152,David Fry,Dean Kremer,1,c86741d3-bdf5-406d-8a13-900dca6e8433,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
15,2024-08-02,746605,Pop Out,field_out,True,665926,665152,Andrés Giménez,Dean Kremer,0,06e2bc0d-0bc2-4b53-9046-116a43f65d77,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
16,2024-08-02,746605,Single,single,False,682657,665152,Angel Martínez,Dean Kremer,1,30f310e4-9400-45b6-9252-f5ebb3193e77,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
17,2024-08-02,746605,Walk,walk,False,677587,665152,Brayan Rocchio,Dean Kremer,1,75fb76d9-4448-4520-81ff-194884b9f6a1,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
18,2024-08-02,746605,Sac Fly,sac_fly,True,595978,665152,Austin Hedges,Dean Kremer,1,b150dfcb-b347-42c3-b9d1-e63e84ea0fbd,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
19,2024-08-02,746605,Flyout,field_out,True,680757,665152,Steven Kwan,Dean Kremer,0,8d95e24e-99aa-477b-af68-ee6ed5ad215e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
20,2024-08-02,746605,Groundout,field_out,True,623993,471911,Anthony Santander,Carlos Carrasco,0,8916db5f-0127-4ed7-aeb5-d1bd3378d6c6,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-08-02,746605,Groundout,field_out,True,683002,471911,Gunnar Henderson,Carlos Carrasco,0,d18e160d-398d-48f0-92d0-b517818ee690,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-08-02,746605,Walk,walk,False,656811,471911,Ryan O'Hearn,Carlos Carrasco,0,13253459-d41f-466b-9bf5-bb7759e6f5dd,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-02,746605,Strikeout,strikeout,True,668939,471911,Adley Rutschman,Carlos Carrasco,0,340da7a5-e283-4d67-918e-0eab5f857b31,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-02,746605,Pop Out,field_out,True,657041,665152,Lane Thomas,Dean Kremer,0,7cf953fa-f675-44c4-a40c-d7bcd3cc881d,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
25,2024-08-02,746605,Pop Out,field_out,True,608070,665152,José Ramírez,Dean Kremer,0,d79a4298-8698-4f25-8127-107a02e18090,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
26,2024-08-02,746605,Single,single,False,647304,665152,Josh Naylor,Dean Kremer,0,ed07db7f-7268-4e13-a415-75e81a27fcbb,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
27,2024-08-02,746605,Forceout,force_out,True,681807,665152,David Fry,Dean Kremer,1,99bde3d8-35ef-488e-9e51-749caf2ae86b,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
28,2024-08-02,746605,Groundout,field_out,True,663624,471911,Ryan Mountcastle,Carlos Carrasco,0,3f9be350-d0e1-4321-b91f-21e0c3c6b8e4,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-08-02,746605,Flyout,field_out,True,656775,471911,Cedric Mullins,Carlos Carrasco,0,c3b02409-96b7-4119-bf55-7498b10370d2,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-08-02,746605,Strikeout,strikeout,True,691723,471911,Coby Mayo,Carlos Carrasco,0,a8a0afff-bca5-4790-81e8-5b0f3194dc80,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-08-02,746605,Flyout,field_out,True,665926,665152,Andrés Giménez,Dean Kremer,0,d2981c2a-0851-4b9c-bda8-1ef279a1de72,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,,,,0.155,0.308,,0.114,,-0.53,0.5,,0.74,,93.4,,92.3,,77.1,,,,,,,0.252,0.561,0.202,0.23,0.351,0.079,0.194,0.226,0.159,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,
