,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SL_ba,SL_slg,SL_whiff
0,2024-08-28,746103,Groundout,field_out,True,681297,621111,Colton Cowser,Walker Buehler,0,dc31ef02-b744-4a00-9202-7626b7678e2a,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
1,2024-08-28,746103,Strikeout,strikeout,True,668939,621111,Adley Rutschman,Walker Buehler,0,3cafae72-9fd9-46a6-a2b0-e6e16f099794,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
2,2024-08-28,746103,Strikeout,strikeout,True,683002,621111,Gunnar Henderson,Walker Buehler,0,3eb9592d-1198-445a-96cd-197d37df3edf,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
3,2024-08-28,746103,Home Run,home_run,False,660271,669203,Shohei Ohtani,Corbin Burnes,0,9834ba7c-fd2a-459b-a00e-767d89f43ae0,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,,,,101.0,94.0,88.0,134.0,105.0,121.0,,,,118.0,105.0,107.0,0.082,,0.438,0.152,,0.108,,0.96,-0.95,0.95,,0.29,,95.5,89.1,97.0,87.5,,,,,0.244,0.444,0.163,0.26,0.39,0.177,0.2,0.342,0.384,,,,0.196,0.357,0.38,110.0,102.0,107.0,0.22,0.43,80.4,0.192,0.263,0.456
4,2024-08-28,746103,Groundout,field_out,True,605141,669203,Mookie Betts,Corbin Burnes,0,006284ca-5717-4aed-867a-64743fd81119,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,,,,101.0,94.0,88.0,134.0,105.0,121.0,,,,118.0,105.0,107.0,0.082,,0.438,0.152,,0.108,,0.96,-0.95,0.95,,0.29,,95.5,89.1,97.0,87.5,,,,,0.244,0.444,0.163,0.26,0.39,0.177,0.2,0.342,0.384,,,,0.196,0.357,0.38,110.0,102.0,107.0,0.22,0.43,80.4,0.192,0.263,0.456
5,2024-08-28,746103,Groundout,field_out,True,666158,669203,Gavin Lux,Corbin Burnes,0,40b4d79b-7892-4c4f-a132-09ea3a3ca558,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,,,,101.0,94.0,88.0,134.0,105.0,121.0,,,,118.0,105.0,107.0,0.082,,0.438,0.152,,0.108,,0.96,-0.95,0.95,,0.29,,95.5,89.1,97.0,87.5,,,,,0.244,0.444,0.163,0.26,0.39,0.177,0.2,0.342,0.384,,,,0.196,0.357,0.38,110.0,102.0,107.0,0.22,0.43,80.4,0.192,0.263,0.456
6,2024-08-28,746103,Groundout,field_out,True,606192,669203,Teoscar Hernández,Corbin Burnes,0,dd2bcc7d-f943-47a2-b778-71ab56bb8315,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,,,,101.0,94.0,88.0,134.0,105.0,121.0,,,,118.0,105.0,107.0,0.082,,0.438,0.152,,0.108,,0.96,-0.95,0.95,,0.29,,95.5,89.1,97.0,87.5,,,,,0.244,0.444,0.163,0.26,0.39,0.177,0.2,0.342,0.384,,,,0.196,0.357,0.38,110.0,102.0,107.0,0.22,0.43,80.4,0.192,0.263,0.456
7,2024-08-28,746103,Flyout,field_out,True,623993,621111,Anthony Santander,Walker Buehler,0,48dd477d-b77c-461b-ae34-dac019a14dc3,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
8,2024-08-28,746103,Field Error,field_error,False,656811,621111,Ryan O'Hearn,Walker Buehler,1,1fb3a089-2ca8-4580-beda-e83acc7385e9,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
9,2024-08-28,746103,Strikeout,strikeout,False,656775,621111,Cedric Mullins,Walker Buehler,1,93e90f0c-e3d9-480c-bc54-d89899679ef3,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,76.0,101.0,95.0,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,104.0,100.0,109.0,103.0,101.0,98.0,0.178,0.284,0.203,0.091,0.179,0.065,-3.55,2.17,-0.43,-2.54,-1.76,-6.86,95.2,91.4,90.0,95.0,83.5,78.4,0.392,0.804,0.187,0.273,0.295,0.128,0.205,0.359,0.204,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,
