,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-26,746200,Flyout,field_out,True,671732,608334,Lawrence Butler,Carson Fulmer,0,e88f7f69-c397-4765-9b56-662e098e57b6,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.77,4.14,57.1,100.0,96.0,98.0,0.765,8.63,4.4,6.44,1.1,1.0,0.239,0.419,0.148,0.374,0.389,90.0,105.0,103.0,108.0,101.0,99.0,91.0,107.0,109.0,90.0,96.0,92.0,116.0,93.0,98.0,0.25,0.193,0.222,0.047,0.289,1.05,0.93,1.55,-12.35,0.63,93.6,87.9,92.9,87.2,82.7,0.147,0.24,0.366,0.268,0.366,0.124,0.186,0.349,0.203,0.147,0.353,0.263,0.545,1.455,0.353,0.0,0.0,0.474,,,,,,,,,,,,,,,
1,2024-07-26,746200,Pop Out,field_out,True,609280,608334,Miguel Andujar,Carson Fulmer,0,0c30920a-b7ea-45e0-a377-a3af7dd54d1e,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.77,4.14,57.1,100.0,96.0,98.0,0.765,8.63,4.4,6.44,1.1,1.0,0.239,0.419,0.148,0.374,0.389,90.0,105.0,103.0,108.0,101.0,99.0,91.0,107.0,109.0,90.0,96.0,92.0,116.0,93.0,98.0,0.25,0.193,0.222,0.047,0.289,1.05,0.93,1.55,-12.35,0.63,93.6,87.9,92.9,87.2,82.7,0.147,0.24,0.366,0.268,0.366,0.124,0.186,0.349,0.203,0.147,0.353,0.263,0.545,1.455,0.353,0.0,0.0,0.474,,,,,,,,,,,,,,,
2,2024-07-26,746200,Flyout,field_out,True,668709,608334,JJ Bleday,Carson Fulmer,0,5dbec836-2466-4706-a99f-a4c96a1de282,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.77,4.14,57.1,100.0,96.0,98.0,0.765,8.63,4.4,6.44,1.1,1.0,0.239,0.419,0.148,0.374,0.389,90.0,105.0,103.0,108.0,101.0,99.0,91.0,107.0,109.0,90.0,96.0,92.0,116.0,93.0,98.0,0.25,0.193,0.222,0.047,0.289,1.05,0.93,1.55,-12.35,0.63,93.6,87.9,92.9,87.2,82.7,0.147,0.24,0.366,0.268,0.366,0.124,0.186,0.349,0.203,0.147,0.353,0.263,0.545,1.455,0.353,0.0,0.0,0.474,,,,,,,,,,,,,,,
3,2024-07-26,746200,Pop Out,field_out,True,543685,621112,Anthony Rendon,Paul Blackburn,0,f59e27ba-0443-4232-bc06-723c8d22bf4b,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
4,2024-07-26,746200,Single,single,False,650859,621112,Luis Rengifo,Paul Blackburn,0,5b1d147e-9420-44fd-b4a5-9410ef305041,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
5,2024-07-26,746200,Home Run,home_run,False,621493,621112,Taylor Ward,Paul Blackburn,1,69182d9f-0801-49d4-9796-3ee65313ef39,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
6,2024-07-26,746200,Groundout,field_out,True,592273,621112,Brandon Drury,Paul Blackburn,0,0329af3a-ee40-49d7-8988-08c82f356d5f,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
7,2024-07-26,746200,Single,single,False,681351,621112,Logan O'Hoppe,Paul Blackburn,0,6c397c84-6cea-48d3-9d0d-ef0a1e9df5d0,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
8,2024-07-26,746200,Home Run,home_run,False,694384,621112,Nolan Schanuel,Paul Blackburn,1,59c91cae-1334-4181-8c50-210908ff7b31,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
9,2024-07-26,746200,Flyout,field_out,True,687263,621112,Zach Neto,Paul Blackburn,0,44231b4d-9937-4c5f-bb82-2389ad8ba03d,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.41,4.65,51.0,105.0,92.0,101.0,0.773,6.71,2.47,7.94,1.41,1.31,0.219,0.4,0.181,0.252,0.405,87.0,109.0,108.0,90.0,105.0,107.0,76.0,96.0,91.0,74.0,111.0,98.0,117.0,104.0,109.0,0.108,0.225,0.175,0.111,0.185,-1.73,-2.21,1.1,1.89,2.43,92.0,85.5,91.4,81.6,79.6,0.158,0.184,0.318,0.414,0.552,0.068,0.229,0.714,0.162,0.121,0.242,0.296,0.118,0.235,0.308,,,,103.0,107.0,100.0,0.195,-0.05,89.1,0.317,0.488,0.258,,,,,,
