,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-06,745657,Flyout,field_out,True,641487,676664,J.P. Crawford,JP Sears,0,7a0cf322-cbbe-4d28-b38f-0bd0d3755878,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-06,745657,Strikeout,strikeout,True,664238,676664,Dylan Moore,JP Sears,0,b366a4a3-51f4-48b1-9c63-9f3e62fcce44,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-06,745657,Strikeout,strikeout,True,677594,676664,Julio Rodríguez,JP Sears,0,462f38e9-655d-4211-b081-96e234b4584b,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-06,745657,Double,double,False,647351,693433,Abraham Toro,Bryan Woo,0,fde1628e-6486-49f9-a053-f085c22848cb,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-06,745657,Groundout,field_out,True,609280,693433,Miguel Andujar,Bryan Woo,1,63c0530d-d09a-4ffa-a998-3dfea1addd1c,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-06,745657,Flyout,field_out,True,668709,693433,JJ Bleday,Bryan Woo,0,f1202991-ce90-4207-a509-b24629f47554,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-06,745657,Strikeout,strikeout,True,667670,693433,Brent Rooker,Bryan Woo,0,08a9e229-e3f0-4645-aca5-9d27e297d0e0,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-06,745657,Groundout,field_out,True,664034,676664,Ty France,JP Sears,0,3cdbd621-4ea9-4ecc-afca-348f2946c20a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-06,745657,Walk,walk,False,663728,676664,Cal Raleigh,JP Sears,0,c2f1cf0c-4188-4dc4-91c4-1f7b6070f70a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-06,745657,Grounded Into DP,grounded_into_double_play,True,571745,676664,Mitch Haniger,JP Sears,1,c73aff33-f3d1-4c7b-b1d2-37a3f3006c46,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-06,745657,Field Error,field_error,False,664913,693433,Seth Brown,Bryan Woo,1,3e15f335-6c2b-4b97-9036-f4fbf17e20bf,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-06-06,745657,Strikeout,strikeout,True,668832,693433,Kyle McCann,Bryan Woo,0,1c1e7fd3-e2f9-47f0-9cf4-4f1e9037e1f3,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-06,745657,Groundout,field_out,True,691016,693433,Tyler Soderstrom,Bryan Woo,1,86ab84b7-5980-47f4-b944-a330fe0f937a,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
