,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-04-19,745922,Groundout,field_out,True,592192,657746,Mark Canha,Joe Ryan,0,254cab4d-3780-40ac-a84f-b899a2fd44d8,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-19,745922,Strikeout,strikeout,True,672761,657746,Wenceel Pérez,Joe Ryan,0,e57d9ad5-b444-43fc-8e3c-1fd5e35b3dd1,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-19,745922,Double,double,False,681481,657746,Kerry Carpenter,Joe Ryan,0,32d6c3fc-43d7-43e8-a518-c33d08d36a22,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-19,745922,Single,single,True,679529,657746,Spencer Torkelson,Joe Ryan,1,e13df486-d975-491e-8a1f-ba89b21b8960,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-19,745922,Groundout,field_out,True,666397,656427,Edouard Julien,Jack Flaherty,0,87946c34-b970-4ff7-8db9-b41af84eb58b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,,,,0.024,0.44,,0.313,0.74,,-7.15,0.85,93.6,,90.7,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.75,1.5,0.3,94.0,82.0,78.0,103.0,104.0,108.0,0.191,0.033,2.33,-0.51,86.0,77.5,0.161,0.194,0.445,0.143,0.429,0.133,,,,,,,,,,,,,,,
5,2024-04-19,745922,Flyout,field_out,True,680777,656427,Ryan Jeffers,Jack Flaherty,0,06f48c82-6f19-4d63-8ac6-9f01b27f38ba,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,,,,0.024,0.44,,0.313,0.74,,-7.15,0.85,93.6,,90.7,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.75,1.5,0.3,94.0,82.0,78.0,103.0,104.0,108.0,0.191,0.033,2.33,-0.51,86.0,77.5,0.161,0.194,0.445,0.143,0.429,0.133,,,,,,,,,,,,,,,
6,2024-04-19,745922,Double,double,False,666135,656427,Alex Kirilloff,Jack Flaherty,0,607585c4-df9c-44b2-81a1-b1f79079c79a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,,,,0.024,0.44,,0.313,0.74,,-7.15,0.85,93.6,,90.7,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.75,1.5,0.3,94.0,82.0,78.0,103.0,104.0,108.0,0.191,0.033,2.33,-0.51,86.0,77.5,0.161,0.194,0.445,0.143,0.429,0.133,,,,,,,,,,,,,,,
7,2024-04-19,745922,Home Run,home_run,False,663616,656427,Trevor Larnach,Jack Flaherty,1,68372dc8-d01e-45cd-a473-c8afdd10a4a0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,,,,0.024,0.44,,0.313,0.74,,-7.15,0.85,93.6,,90.7,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.75,1.5,0.3,94.0,82.0,78.0,103.0,104.0,108.0,0.191,0.033,2.33,-0.51,86.0,77.5,0.161,0.194,0.445,0.143,0.429,0.133,,,,,,,,,,,,,,,
8,2024-04-19,745922,Strikeout,strikeout,True,621439,656427,Byron Buxton,Jack Flaherty,0,b5b537a9-4993-47ab-82fd-76426e40e5dd,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,,,,0.024,0.44,,0.313,0.74,,-7.15,0.85,93.6,,90.7,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.75,1.5,0.3,94.0,82.0,78.0,103.0,104.0,108.0,0.191,0.033,2.33,-0.51,86.0,77.5,0.161,0.194,0.445,0.143,0.429,0.133,,,,,,,,,,,,,,,
9,2024-04-19,745922,Groundout,field_out,True,570482,657746,Gio Urshela,Joe Ryan,0,976e5708-354d-4621-b9e9-f5c7ab5975e7,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
