,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-18,745339,Flyout,field_out,True,678662,690986,Ezequiel Tovar,Kyle Harrison,0,a968d939-5f48-4885-96cf-f1fb63f9f867,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,
1,2024-05-18,745339,Groundout,field_out,True,663898,690986,Brendan Rodgers,Kyle Harrison,0,a3604304-31db-4d0c-9332-e7f0f0cb5229,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,
2,2024-05-18,745339,Groundout,field_out,True,641857,690986,Ryan McMahon,Kyle Harrison,0,e47fae4d-281c-4fac-894b-b598d8029e3e,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,
3,2024-05-18,745339,Groundout,field_out,True,624585,621389,Jorge Soler,Ty Blach,0,ec44a49b-1af4-41dc-8d4e-cca1b93270f5,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
4,2024-05-18,745339,Single,single,False,642731,621389,Thairo Estrada,Ty Blach,0,862fe361-a8ad-4bd4-9234-8e055cd05c77,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
5,2024-05-18,745339,Pop Out,field_out,True,527038,621389,Wilmer Flores,Ty Blach,0,211e87b8-7308-421b-972c-28ced2d40999,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
6,2024-05-18,745339,Double,double,False,656305,621389,Matt Chapman,Ty Blach,1,530e14c0-4143-467d-b60c-0454e6c6746e,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
7,2024-05-18,745339,Home Run,home_run,False,682641,621389,Luis Matos,Ty Blach,1,24dbed47-36d3-4274-8115-17cbf3fb3e7f,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
8,2024-05-18,745339,Lineout,field_out,True,671218,621389,Heliot Ramos,Ty Blach,0,3e9ef6bc-e620-4680-8ef5-456269e5f2ea,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,0.367,0.517,0.217,,,,,,,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.63,-1.47,83.2,89.1,0.376,0.576,0.092,0.211,0.5,0.203,0.174,0.348,0.191
9,2024-05-18,745339,Walk,walk,False,660707,690986,Elehuris Montero,Kyle Harrison,0,2613cc88-641c-4cd5-9508-b599cc6cbb70,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,
