,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff
0,2024-08-17,744977,Single,single,False,650489,543135,Willi Castro,Nathan Eovaldi,0,02c87d47-7a0b-4753-907e-1fe538ff871a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,744977,Flyout,field_out,True,663616,543135,Trevor Larnach,Nathan Eovaldi,0,00c46128-1ea3-4760-912f-fede76d46996,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,744977,Lineout,field_out,True,668904,543135,Royce Lewis,Nathan Eovaldi,0,113f1371-42bb-4a08-b2c4-5e81eddbcff8,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,744977,Flyout,field_out,True,670242,543135,Matt Wallner,Nathan Eovaldi,0,36a2b43e-e342-4c31-8764-9e9741a1ab77,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-17,744977,Lineout,field_out,True,543760,701581,Marcus Semien,David Festa,0,74d9d8fd-e8c9-4878-95e0-2f02a2b598d0,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,123.0,101.0,106.0,,,,,,,0.407,,,0.316,,-1.1,,,1.57,,94.8,,,86.2,,0.304,0.571,0.194,,,,,,,,,,0.203,0.339,0.25,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,
5,2024-08-17,744977,Single,single,False,608369,701581,Corey Seager,David Festa,0,b0e56638-b37c-4946-a735-956e4a72b9be,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,123.0,101.0,106.0,,,,,,,0.407,,,0.316,,-1.1,,,1.57,,94.8,,,86.2,,0.304,0.571,0.194,,,,,,,,,,0.203,0.339,0.25,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,
6,2024-08-17,744977,Strikeout,strikeout,True,663993,701581,Nathaniel Lowe,David Festa,0,632171c7-92e9-4339-a18f-d6df4a815b7b,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,123.0,101.0,106.0,,,,,,,0.407,,,0.316,,-1.1,,,1.57,,94.8,,,86.2,,0.304,0.571,0.194,,,,,,,,,,0.203,0.339,0.25,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,
7,2024-08-17,744977,Strikeout,strikeout,True,666969,701581,Adolis García,David Festa,0,acd28a74-a9f9-4363-acde-b333c2233dc9,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,123.0,101.0,106.0,,,,,,,0.407,,,0.316,,-1.1,,,1.57,,94.8,,,86.2,,0.304,0.571,0.194,,,,,,,,,,0.203,0.339,0.25,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,
8,2024-08-17,744977,Groundout,field_out,True,467793,543135,Carlos Santana,Nathan Eovaldi,0,aa3f87d0-6b07-4e1a-b8ff-101e1f00ce07,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,744977,Groundout,field_out,True,596146,543135,Max Kepler,Nathan Eovaldi,0,cba019ee-30b7-40dc-a8be-9edaff0db2af,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-17,744977,Strikeout,strikeout,True,666397,543135,Edouard Julien,Nathan Eovaldi,0,9fdd6223-5356-4607-a819-5599f1e9e975,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,,,,
