,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff
0,2024-08-05,746600,Home Run,home_run,False,606466,671106,Ketel Marte,Logan Allen,0,0347eadc-44e8-4108-b4a2-12f1b0acc8e2,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-05,746600,Home Run,home_run,False,672515,671106,Gabriel Moreno,Logan Allen,0,6688db93-ba5b-48c3-a51f-0d0122d857cb,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-05,746600,Single,single,False,666971,671106,Lourdes Gurriel Jr.,Logan Allen,0,c164b84d-81a1-4c8e-9b73-08f1b10b1012,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-05,746600,Grounded Into DP,grounded_into_double_play,True,605137,671106,Josh Bell,Logan Allen,1,0deba9e4-db26-481a-ad8f-a72bd945afa5,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-05,746600,Single,single,False,545341,671106,Randal Grichuk,Logan Allen,0,84fe3b85-f0a7-47d6-9951-76262aa6b850,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-05,746600,Walk,walk,False,664983,671106,Jake McCarthy,Logan Allen,1,fa88897a-1038-48d9-bc8b-230250efdc0d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-05,746600,Walk,walk,False,553993,671106,Eugenio Suárez,Logan Allen,1,d9e42e86-5548-48cd-8b29-24c4e38d0c7e,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-05,746600,Flyout,field_out,True,621028,671106,Kevin Newman,Logan Allen,0,591cfda9-42fb-4a3b-9af0-8ee82d4d9a64,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,97.0,77.0,92.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,94.0,95.0,60.0,98.0,88.0,90.0,99.0,87.0,91.0,99.0,97.0,0.484,0.146,0.187,0.183,-1.51,-0.01,-2.53,-0.89,91.2,85.3,81.7,78.6,0.342,0.609,0.147,0.237,0.438,0.269,0.273,0.576,0.333,0.245,0.491,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-05,746600,Flyout,field_out,True,680757,668678,Steven Kwan,Zac Gallen,0,556a2e0a-9da3-43ce-9ca1-5c7e048b2aa4,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,106.0,100.0,100.0,88.0,88.0,83.0,0.462,0.034,0.087,0.141,-1.04,-1.72,0.24,0.77,93.5,90.3,86.6,86.8,0.317,0.494,0.131,0.269,0.372,0.252,,,,0.333,0.833,0.318,132.0,80.0,80.0,105.0,109.0,112.0,0.002,0.274,-1.01,2.72,94.7,80.7,0.148,0.228,0.374,0.258,0.387,0.299,,,,,,,,,,,,,,,,,,
9,2024-08-05,746600,Walk,walk,False,657041,668678,Lane Thomas,Zac Gallen,0,2b735ece-9ba4-4201-899d-78ba22229ed0,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,106.0,100.0,100.0,88.0,88.0,83.0,0.462,0.034,0.087,0.141,-1.04,-1.72,0.24,0.77,93.5,90.3,86.6,86.8,0.317,0.494,0.131,0.269,0.372,0.252,,,,0.333,0.833,0.318,132.0,80.0,80.0,105.0,109.0,112.0,0.002,0.274,-1.01,2.72,94.7,80.7,0.148,0.228,0.374,0.258,0.387,0.299,,,,,,,,,,,,,,,,,,
