,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
18,2024-06-15,745805,Groundout,field_out,True,673490,500779,Ha-Seong Kim,Jose Quintana,0,a98d2bde-a958-46a1-a675-edd65c966245,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-06-15,745805,Strikeout,strikeout,True,543309,500779,Kyle Higashioka,Jose Quintana,0,306271fb-aca2-4cd9-b3b8-29b2a48c8e4b,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-06-15,745805,Groundout,field_out,True,650333,500779,Luis Arraez,Jose Quintana,0,34abc181-104a-4938-996c-d7fcdbef0154,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-06-15,745805,Walk,walk,False,502110,800049,J.D. Martinez,Adam Mazur,0,5bd3abdb-0236-4200-ae32-dd8db6ba8d78,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-06-15,745805,Strikeout,strikeout,True,624413,800049,Pete Alonso,Adam Mazur,0,a029662b-4412-49ed-a9f0-bd4e6aee2cef,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-06-15,745805,Walk,walk,False,621466,800049,DJ Stewart,Adam Mazur,1,daf6d57b-2faa-4a4a-9091-b4595ba6c33e,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-06-15,745805,Pop Out,field_out,True,668901,800049,Mark Vientos,Adam Mazur,0,99f453c6-446e-4699-9152-117041e32835,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-06-15,745805,Strikeout,strikeout,True,682626,800049,Francisco Alvarez,Adam Mazur,0,b13d41c2-35ec-4f9c-93fa-62514292008a,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-06-15,745805,Flyout,field_out,True,665487,500779,Fernando Tatis Jr.,Jose Quintana,0,4ddaf74b-1dde-4d60-a397-cf2952b482c1,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-06-15,745805,Walk,walk,False,595777,500779,Jurickson Profar,Jose Quintana,0,80499f80-2634-4351-bad7-6c3f3ef240b0,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-06-15,745805,Flyout,field_out,True,592518,500779,Manny Machado,Jose Quintana,0,93e7523b-a9e3-48b0-af91-edd2b3a91dfa,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-06-15,745805,Forceout,force_out,True,456781,500779,Donovan Solano,Jose Quintana,1,372da4cd-6d1e-45f9-ae0d-224b0ece844a,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-06-15,745805,Groundout,field_out,True,643446,800049,Jeff McNeil,Adam Mazur,0,b7a85914-8375-4a15-8fb0-3fc0fbbcc80f,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-15,745805,Pop Out,field_out,True,664056,800049,Harrison Bader,Adam Mazur,0,a66b8fea-abc8-477e-a4f0-45173dec17df,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-06-15,745805,Double,double,False,596019,800049,Francisco Lindor,Adam Mazur,0,76b6ff61-3a3d-4cda-aa08-0a5beb2c63ea,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,0.04,0.382,0.132,0.099,-3.09,-4.98,-2.61,-2.66,94.7,90.0,93.9,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.429,0.571,0.316,0.34,0.64,0.131,,,,124.0,98.0,108.0,0.347,1.08,86.8,0.224,0.347,0.244,,,,,,,,,,,,,,,,,,,,,,,,
