,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-29,746444,Lineout,field_out,True,680757,689225,Steven Kwan,Beau Brieske,0,8ced31d1-6de3-4773-ad24-b3d34b363be1,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
1,2024-07-29,746444,Double,double,False,682657,689225,Angel Martínez,Beau Brieske,0,c08cd10b-50c8-4b62-bf3e-d0a8e29e3e05,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
2,2024-07-29,746444,Double,double,False,608070,689225,José Ramírez,Beau Brieske,1,d79e76c3-d1f7-4342-b6bb-cf1c241328c8,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
3,2024-07-29,746444,Single,single,False,647304,689225,Josh Naylor,Beau Brieske,1,54f656f1-d91e-435a-91e4-1e0266df1dae,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
4,2024-07-29,746444,Strikeout,strikeout,True,681807,689225,David Fry,Beau Brieske,0,2745478d-f0cb-40ad-99e1-4d6e5e5bc0d2,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
5,2024-07-29,746444,Single,single,False,665926,689225,Andrés Giménez,Beau Brieske,1,44c4d65c-188f-43fb-b601-1e371bc44178,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
6,2024-07-29,746444,Single,single,False,678877,689225,Jhonkensy Noel,Beau Brieske,1,cadec722-3081-43e3-b5e8-f42ffdaaa8d2,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,
7,2024-07-29,746444,Pop Out,field_out,True,666310,676614,Bo Naylor,Bryan Sammons,0,9225e63d-6a11-4404-9d7a-5739447ee979,676614.0,bryansammons,Sammons,Left,Bryan Sammons,DET,3.62,4.53,27.1,97.0,88.0,93.0,0.783,5.93,2.96,5.27,1.98,0.33,0.263,0.408,0.184,0.276,0.42,68.0,91.0,90.0,80.0,100.0,91.0,,,,106.0,91.0,90.0,,0.393,0.193,0.083,6.06,,-0.62,-6.14,91.5,81.3,,80.1,0.059,0.137,0.207,0.5,1.167,0.313,,,,,,,85.0,95.0,99.0,95.0,100.0,95.0,0.254,0.078,-0.83,-5.7,86.8,75.9,0.294,0.647,0.114,0.2,0.4,0.394,0.4,1.0,0.333
8,2024-07-29,746444,Groundout,field_out,True,663837,676440,Matt Vierling,Tanner Bibee,0,6afbcb3e-6cf5-4925-86f6-61740bb60ec5,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,0.0,0.443,0.261,0.185,-0.86,-3.49,1.5,0.44,94.6,82.4,92.5,86.1,0.29,0.496,0.201,0.241,0.402,0.274,,,,0.162,0.269,0.365,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,0.187,0.427,0.237
9,2024-07-29,746444,Flyout,field_out,True,690993,676440,Colt Keith,Tanner Bibee,0,4b735142-d5de-49bc-a8bf-27b333082c79,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,0.0,0.443,0.261,0.185,-0.86,-3.49,1.5,0.44,94.6,82.4,92.5,86.1,0.29,0.496,0.201,0.241,0.402,0.274,,,,0.162,0.269,0.365,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,0.187,0.427,0.237
10,2024-07-29,746444,Single,single,False,669234,676440,Justyn-Henry Malloy,Tanner Bibee,0,c5a449b7-466b-4d58-9dbd-4fbb16ba624b,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,0.0,0.443,0.261,0.185,-0.86,-3.49,1.5,0.44,94.6,82.4,92.5,86.1,0.29,0.496,0.201,0.241,0.402,0.274,,,,0.162,0.269,0.365,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,0.187,0.427,0.237
11,2024-07-29,746444,Groundout,field_out,True,592192,676440,Mark Canha,Tanner Bibee,0,513d06f9-399a-4293-9c9a-a658ed771989,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,0.0,0.443,0.261,0.185,-0.86,-3.49,1.5,0.44,94.6,82.4,92.5,86.1,0.29,0.496,0.201,0.241,0.402,0.274,,,,0.162,0.269,0.365,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,0.187,0.427,0.237
