,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-14,744847,Single,single,False,665862,669022,Jazz Chisholm Jr.,MacKenzie Gore,0,2faba2c2-7bb6-4147-a501-37fb6cbe12f0,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-14,744847,Strikeout,strikeout,True,650559,669022,Bryan De La Cruz,MacKenzie Gore,0,06e9f85b-53ab-47d4-ab49-8c356a6de460,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-14,744847,Flyout,field_out,True,605137,669022,Josh Bell,MacKenzie Gore,0,bd1eb0b2-075c-468b-8520-8f08a7e80b15,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-14,744847,Pop Out,field_out,True,669394,669022,Jake Burger,MacKenzie Gore,0,cfcaee18-7c3e-4c1d-a889-036eb930e6ad,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-14,744847,Double,double,True,682928,641312,CJ Abrams,Shaun Anderson,1,0cfc9a7e-cf70-454c-82cf-61bec2ad781e,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,,,,0.2,0.2,0.222,0.167,0.333,0.182,66.0,111.0,100.0,0.104,-5.65,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,
5,2024-06-14,744847,Single,single,False,657041,641312,Lane Thomas,Shaun Anderson,0,126f9907-201e-4fa1-ab17-3459928ac90f,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,,,,0.2,0.2,0.222,0.167,0.333,0.182,66.0,111.0,100.0,0.104,-5.65,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,
6,2024-06-14,744847,Strikeout,strikeout,True,608385,641312,Jesse Winker,Shaun Anderson,1,b51b553a-295d-4109-8465-0e1c9117e396,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,,,,0.2,0.2,0.222,0.167,0.333,0.182,66.0,111.0,100.0,0.104,-5.65,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,
7,2024-06-14,744847,Lineout,field_out,True,592696,641312,Eddie Rosario,Shaun Anderson,0,8e217c02-6174-4ba4-882c-f3a27d81149f,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,,,,0.2,0.2,0.222,0.167,0.333,0.182,66.0,111.0,100.0,0.104,-5.65,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,
8,2024-06-14,744847,Groundout,field_out,True,672640,669022,Otto Lopez,MacKenzie Gore,0,c4940933-d2c3-41e1-9529-03350ef3135e,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-14,744847,Single,single,False,641313,669022,Tim Anderson,MacKenzie Gore,0,56d72347-8736-410f-9dad-2817b2232738,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
