,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-07,744963,Home Run,home_run,False,621493,683004,Taylor Ward,Jack Leiter,0,c729ee5e-ee05-471e-8039-5c06dd3bd66f,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,744963,Hit By Pitch,hit_by_pitch,False,687263,683004,Zach Neto,Jack Leiter,0,316359f4-d59a-4d32-908d-bd8659b44682,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,744963,Flyout,field_out,True,694384,683004,Nolan Schanuel,Jack Leiter,1,a6d64aa1-5c0e-41e1-a88a-d375160d428e,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,744963,Sac Fly,sac_fly,True,543685,683004,Anthony Rendon,Jack Leiter,1,49cbca92-265e-477e-8d2a-7748d644de51,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-07,744963,Strikeout,strikeout,True,666160,683004,Mickey Moniak,Jack Leiter,0,f1926912-23bc-4184-a5b4-96da7a6353fc,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-07,744963,Pop Out,field_out,True,543760,542881,Marcus Semien,Tyler Anderson,0,f6f56288-403e-4420-9d05-1b1b790c458b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
6,2024-09-07,744963,Flyout,field_out,True,669701,542881,Josh Smith,Tyler Anderson,0,33b6bfd5-ab6d-4060-a478-c7ad75aa8ae5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
7,2024-09-07,744963,Flyout,field_out,True,673962,542881,Josh Jung,Tyler Anderson,0,9c9b169a-c558-477c-9820-038af410f157,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
8,2024-09-07,744963,Strikeout,strikeout,True,681351,683004,Logan O'Hoppe,Jack Leiter,0,ab45b3a8-fc5c-4385-8297-01575f56d4ea,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-07,744963,Single,single,False,592273,683004,Brandon Drury,Jack Leiter,0,d0bcac4b-9159-4112-8b57-cc93b7bdacb8,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-07,744963,Flyout,field_out,True,694359,683004,Niko Kavadas,Jack Leiter,0,cdf340b6-4b09-4c1e-9e36-0e7dfccc2085,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-07,744963,Strikeout,strikeout,True,669326,683004,Bryce Teodosio,Jack Leiter,0,121a6aea-f430-4684-94e4-350aa93a941e,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-07,744963,Strikeout,strikeout,True,666969,542881,Adolis García,Tyler Anderson,0,2055bde1-b340-4037-b057-560669982f60,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
13,2024-09-07,744963,Strikeout,strikeout,True,694671,542881,Wyatt Langford,Tyler Anderson,0,980da7d6-dce2-4a57-b947-53f48e9a4457,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
14,2024-09-07,744963,Strikeout,strikeout,True,663993,542881,Nathaniel Lowe,Tyler Anderson,0,cd00a2d5-d54d-4248-8f32-1a9a4ada12b3,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
15,2024-09-07,744963,Groundout,field_out,True,621493,683004,Taylor Ward,Jack Leiter,0,1f1fe14a-47cd-4273-bf53-bf549e3741b2,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-07,744963,Strikeout,strikeout,True,687263,683004,Zach Neto,Jack Leiter,0,cad97157-d004-49ce-8a2f-48b330b9d14b,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-07,744963,Strikeout,strikeout,True,694384,683004,Nolan Schanuel,Jack Leiter,0,2526abee-1834-4cfd-ab1d-c2f7fe66354d,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-07,744963,Lineout,field_out,True,641680,542881,Jonah Heim,Tyler Anderson,0,dc0c3ee5-6991-4896-92d0-dc711bd5870e,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
19,2024-09-07,744963,Flyout,field_out,True,677649,542881,Ezequiel Duran,Tyler Anderson,0,d5b17465-9424-4d7f-986c-ec402a979c0d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
20,2024-09-07,744963,Pop Out,field_out,True,679822,542881,Justin Foscue,Tyler Anderson,0,907a0eff-c41e-4f6a-a2f9-13d50a2218b6,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
21,2024-09-07,744963,Groundout,field_out,True,543685,683004,Anthony Rendon,Jack Leiter,0,0685057f-f6fb-4bdf-8721-d2fa7a021ce1,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-07,744963,Groundout,field_out,True,666160,683004,Mickey Moniak,Jack Leiter,0,0915a45b-e457-43a2-bfb7-77ed877d2ca7,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-07,744963,Flyout,field_out,True,681351,683004,Logan O'Hoppe,Jack Leiter,0,9f33084a-1acb-49e0-ad76-3e637c269712,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,10.41,6.08,23.1,98.0,120.0,103.0,0.76,7.33,3.86,12.73,1.54,0.97,0.202,0.429,0.131,0.321,0.419,115.0,77.0,88.0,85.0,99.0,102.0,133.0,99.0,106.0,116.0,102.0,107.0,59.0,65.0,57.0,0.522,0.026,0.271,0.124,0.057,-2.97,-13.16,-1.72,3.14,0.31,96.3,91.1,89.0,86.3,81.2,0.35,0.617,0.291,0.391,0.565,0.154,0.077,0.077,0.333,0.2,0.2,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-07,744963,Flyout,field_out,True,543760,542881,Marcus Semien,Tyler Anderson,0,83477768-679c-43c7-a931-4cf8c62cbe5b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
25,2024-09-07,744963,Strikeout,strikeout,True,669701,542881,Josh Smith,Tyler Anderson,0,c6471093-3ae6-442d-8c94-ce518fe3df46,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
26,2024-09-07,744963,Walk,walk,False,673962,542881,Josh Jung,Tyler Anderson,0,c32c2d8f-ff45-435f-812a-4fcf820e78d4,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
27,2024-09-07,744963,Strikeout,strikeout,True,666969,542881,Adolis García,Tyler Anderson,0,e933e535-e5c9-4571-87cb-a0588f78de5d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,,,,89.0,100.0,97.0,76.0,145.0,145.0,99.0,99.0,96.0,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,1.23,-3.12,1.54,89.4,84.2,78.8,81.2,71.6,0.258,0.479,0.183,0.0,0.0,0.364,,,,0.175,0.244,0.39,67.0,95.0,83.0,0.035,-2.5,88.1,0.268,0.473,0.243,0.227,0.545,0.159,,,,,,,,,,,,,,,,,,
