,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-05-11,745262,Strikeout,strikeout,True,647351,682243,Abraham Toro,Bryce Miller,0,3e9ca4f7-7196-48d6-a21c-1a87093b4bef,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
1,2024-05-11,745262,Groundout,field_out,True,663527,682243,Tyler Nevin,Bryce Miller,0,2fd05adc-9d1f-4eb3-9655-ddea222cad47,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
2,2024-05-11,745262,Flyout,field_out,True,668709,682243,JJ Bleday,Bryce Miller,0,74662ce3-d54b-4485-9d8e-3ac9e6b0f483,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
3,2024-05-11,745262,Flyout,field_out,True,668942,683155,Josh Rojas,Joey Estes,0,e68740e3-818b-47e3-a847-7c3ee994dbe7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,,,,111.0,89.0,91.0,,,,0.006,0.555,0.014,,0.326,,0.75,-13.92,,-1.29,0.49,,92.7,86.4,,90.9,79.7,,0.231,0.427,0.194,0.333,0.333,0.0,,,,0.261,0.522,0.213,,,,,,,86.0,90.0,94.0,0.099,-6.26,84.7,0.529,1.059,0.282,,,,,,
4,2024-05-11,745262,Lineout,field_out,True,677594,683155,Julio Rodríguez,Joey Estes,0,93ca120e-21bd-42d3-abdb-69d66f608707,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,,,,111.0,89.0,91.0,,,,0.006,0.555,0.014,,0.326,,0.75,-13.92,,-1.29,0.49,,92.7,86.4,,90.9,79.7,,0.231,0.427,0.194,0.333,0.333,0.0,,,,0.261,0.522,0.213,,,,,,,86.0,90.0,94.0,0.099,-6.26,84.7,0.529,1.059,0.282,,,,,,
5,2024-05-11,745262,Flyout,field_out,True,571745,683155,Mitch Haniger,Joey Estes,0,87fbfb1c-7319-4804-8be9-beb4e4553d56,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,,,,111.0,89.0,91.0,,,,0.006,0.555,0.014,,0.326,,0.75,-13.92,,-1.29,0.49,,92.7,86.4,,90.9,79.7,,0.231,0.427,0.194,0.333,0.333,0.0,,,,0.261,0.522,0.213,,,,,,,86.0,90.0,94.0,0.099,-6.26,84.7,0.529,1.059,0.282,,,,,,
6,2024-05-11,745262,Single,single,False,667670,682243,Brent Rooker,Bryce Miller,0,0ffc0505-ffcf-4a96-b154-96166557370a,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
7,2024-05-11,745262,Strikeout,strikeout,True,691016,682243,Tyler Soderstrom,Bryce Miller,0,5261d139-aedb-4dfe-816d-86fa77b4419f,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
8,2024-05-11,745262,Flyout,field_out,True,668832,682243,Kyle McCann,Bryce Miller,0,e414c6ab-8903-4db4-86d6-8b0c4839bcce,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
9,2024-05-11,745262,Strikeout,strikeout,True,680474,682243,Max Schuemann,Bryce Miller,0,288d6d44-f240-48f6-adff-d48210be2eeb,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,0.014,1.42,-3.96,0.84,1.27,-1.33,4.17,95.1,92.3,83.8,94.6,83.8,85.5,0.197,0.349,0.276,0.245,0.362,0.094,0.181,0.266,0.256,0.333,0.593,0.118,0.0,0.0,0.25,0.5,0.75,0.1,,,,,,,,,,,,,,,
