,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-10,745304,Flyout,field_out,True,668731,657277,Akil Baddoo,Logan Webb,0,ddc759b8-54f7-42f1-8a09-dae374087b95,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,
1,2024-08-10,745304,Groundout,field_out,True,690993,657277,Colt Keith,Logan Webb,0,bd4a378f-1183-4b54-9ec6-b100e5636031,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,
2,2024-08-10,745304,Strikeout,strikeout,True,669234,657277,Justyn-Henry Malloy,Logan Webb,0,732a446d-6a62-47b3-b689-c968a67d921a,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,
3,2024-08-10,745304,Walk,walk,False,666149,656412,Tyler Fitzgerald,Alex Faedo,0,aa90e77b-7821-4018-a2be-f49dfc3852df,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
4,2024-08-10,745304,Walk,walk,False,671218,656412,Heliot Ramos,Alex Faedo,1,dcf2aa52-84e8-43c7-a25a-aa375365b505,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
5,2024-08-10,745304,Strikeout,strikeout,True,624424,656412,Michael Conforto,Alex Faedo,0,cba82dd0-8b57-4fd9-b57e-a36af538ad87,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
6,2024-08-10,745304,Walk,walk,False,656305,656412,Matt Chapman,Alex Faedo,1,48c421c7-410a-49e7-90e5-f9e2a03e98f4,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
7,2024-08-10,745304,Pop Out,field_out,True,672275,656412,Patrick Bailey,Alex Faedo,0,c7482d75-12aa-485f-89e9-1774cd6b10e7,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
8,2024-08-10,745304,Flyout,field_out,True,592192,656412,Mark Canha,Alex Faedo,0,0d64186c-57fb-456f-88e0-ba258b8c9e28,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,,,,0.054,0.352,,0.396,0.199,-0.54,,-4.02,0.91,-0.84,94.0,,89.1,93.5,83.2,0.286,0.405,0.268,0.545,0.727,0.083,,,,0.218,0.437,0.247,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
9,2024-08-10,745304,Strikeout,strikeout,True,570482,657277,Gio Urshela,Logan Webb,0,bd4ed1f1-f714-461a-b6a5-3385d628d9db,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,
