,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2024-07-23,745632,Strikeout,strikeout,True,665161,674370,Jeremy Peña,Osvaldo Bido,0,271e0ec2-d096-44fc-a575-34f7fe47b3ad,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
11,2024-07-23,745632,Groundout,field_out,True,676694,674370,Jake Meyers,Osvaldo Bido,0,07f01564-9c43-4d53-b6c6-9f1205374164,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
12,2024-07-23,745632,Single,single,False,647351,814005,Abraham Toro,Jake Bloss,0,86b6c202-64a3-4c87-af28-b95ab5462005,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
13,2024-07-23,745632,Flyout,field_out,True,664913,814005,Seth Brown,Jake Bloss,0,719f55bf-545a-4501-af83-c7bb3525a20a,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
14,2024-07-23,745632,Pop Out,field_out,True,680869,814005,Zack Gelof,Jake Bloss,0,4dfbd3c0-fe8b-4342-a261-60a9836e6fda,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
15,2024-07-23,745632,Strikeout,strikeout,True,680474,814005,Max Schuemann,Jake Bloss,1,a1464942-d37c-481c-860a-f560787cdd52,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
16,2024-07-23,745632,Home Run,home_run,False,605170,674370,Victor Caratini,Osvaldo Bido,0,ff278c16-9690-4b76-a050-cbfcddcaf7a7,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
17,2024-07-23,745632,Flyout,field_out,True,694388,674370,Joey Loperfido,Osvaldo Bido,0,2af92059-d632-4c87-8d3b-b07d6633d33d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
18,2024-07-23,745632,Flyout,field_out,True,514888,674370,Jose Altuve,Osvaldo Bido,0,a5347e46-1764-4221-a04e-3d5e88f2b6cb,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
19,2024-07-23,745632,Flyout,field_out,True,608324,674370,Alex Bregman,Osvaldo Bido,0,8858d05d-9f74-4dae-88ee-38985daf999a,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
20,2024-07-23,745632,Home Run,home_run,False,671732,814005,Lawrence Butler,Jake Bloss,0,b5fd248a-4d88-469f-a92f-8ac41511cfec,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
21,2024-07-23,745632,Strikeout,strikeout,True,609280,814005,Miguel Andujar,Jake Bloss,0,522b1f1e-9d9f-4844-bb46-9085be94b100,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
22,2024-07-23,745632,Strikeout,strikeout,True,668709,814005,JJ Bleday,Jake Bloss,0,1c43d810-4786-4a8b-a037-cab6dbc903ee,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
23,2024-07-23,745632,Walk,walk,False,667670,814005,Brent Rooker,Jake Bloss,0,b32a8f3f-b55f-44e9-a943-72fc11bd414b,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
24,2024-07-23,745632,Flyout,field_out,True,669127,814005,Shea Langeliers,Jake Bloss,1,01ab1e2b-1300-43f5-9b29-9a4008856fc2,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
25,2024-07-23,745632,Flyout,field_out,True,670541,674370,Yordan Alvarez,Osvaldo Bido,0,1b341d81-b6dd-4c67-a4ff-321b3cd63733,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
26,2024-07-23,745632,Strikeout,strikeout,True,673237,674370,Yainer Diaz,Osvaldo Bido,0,eae2077c-c32d-44a0-82d2-d45a8f64afea,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
27,2024-07-23,745632,Strikeout,strikeout,True,572138,674370,Jon Singleton,Osvaldo Bido,0,ada72c90-e063-49c0-9af9-9b10a10c8362,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
28,2024-07-23,745632,Flyout,field_out,True,647351,814005,Abraham Toro,Jake Bloss,0,aed8f7f6-1655-4995-81f8-8c9541077b30,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
29,2024-07-23,745632,Home Run,home_run,False,664913,814005,Seth Brown,Jake Bloss,0,cf10dca6-a49e-4a00-ae06-3177d519a750,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
30,2024-07-23,745632,Home Run,home_run,False,680869,814005,Zack Gelof,Jake Bloss,0,119aef5b-5028-46ce-acd6-b0cb2a0d1022,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
31,2024-07-23,745632,Flyout,field_out,True,680474,814005,Max Schuemann,Jake Bloss,0,bae4006c-f2d3-4ba4-ae89-258158839983,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
32,2024-07-23,745632,Groundout,field_out,True,671732,814005,Lawrence Butler,Jake Bloss,0,887c5e85-7b13-4256-902b-4b69b8119015,814005.0,jakebloss,Bloss,Right,Jake Bloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.444,0.4,0.75,0.127,,,,,,,0.333,0.833,0.25,0.286,0.571,0.389,,,,,,
33,2024-07-23,745632,Single,single,False,665161,674370,Jeremy Peña,Osvaldo Bido,0,eb932fd0-74e0-4150-a4ef-b432ba5ef2fc,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
34,2024-07-23,745632,Strikeout,strikeout,True,676694,674370,Jake Meyers,Osvaldo Bido,1,f7c0669b-b9ac-4310-8b25-8b8a751e0a7e,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
35,2024-07-23,745632,Pop Out,field_out,True,605170,674370,Victor Caratini,Osvaldo Bido,0,666e372e-2f98-4383-ba6e-4c02d5908f6f,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
36,2024-07-23,745632,Hit By Pitch,hit_by_pitch,False,694388,674370,Joey Loperfido,Osvaldo Bido,0,176008fa-760e-4f96-836d-d16979220316,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
37,2024-07-23,745632,Pop Out,field_out,True,514888,674370,Jose Altuve,Osvaldo Bido,0,dd1d9376-a6ee-4e76-a90e-a8feaaa59f25,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.09,2.9,23.1,92.0,105.0,91.0,0.769,8.49,4.24,6.17,0.39,0.48,0.217,0.317,0.25,0.3,0.409,77.0,93.0,95.0,102.0,91.0,88.0,105.0,77.0,75.0,129.0,105.0,108.0,99.0,88.0,82.0,0.121,0.341,0.156,0.274,0.108,-0.46,2.95,-1.19,2.37,-0.96,94.6,87.2,89.2,94.9,85.8,0.194,0.258,0.239,0.2,0.36,0.264,0.0,0.0,0.2,0.375,0.5,0.222,0.25,0.375,0.25,,,,,,,,,
38,2024-07-23,745632,Single,single,False,609280,681869,Miguel Andujar,Shawn Dubin,0,fbdf02c3-4773-408d-9651-d36b44220110,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.18,4.19,33.0,91.0,117.0,94.0,0.785,8.73,4.36,10.36,0.55,1.58,0.228,0.386,0.149,0.356,0.419,125.0,97.0,104.0,104.0,90.0,89.0,,,,152.0,87.0,99.0,121.0,92.0,88.0,,0.431,0.164,0.104,0.147,0.55,-2.36,,-0.43,-2.78,94.8,88.8,88.2,,83.0,0.231,0.308,0.36,0.235,0.275,0.184,0.45,0.65,0.204,,,,0.333,0.714,0.3,0.28,0.32,0.318,114.0,91.0,98.0,0.154,-0.51,81.2
39,2024-07-23,745632,Double,double,False,668709,681869,JJ Bleday,Shawn Dubin,1,ce2d7631-435d-49a0-acc6-ebd350644cd6,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.18,4.19,33.0,91.0,117.0,94.0,0.785,8.73,4.36,10.36,0.55,1.58,0.228,0.386,0.149,0.356,0.419,125.0,97.0,104.0,104.0,90.0,89.0,,,,152.0,87.0,99.0,121.0,92.0,88.0,,0.431,0.164,0.104,0.147,0.55,-2.36,,-0.43,-2.78,94.8,88.8,88.2,,83.0,0.231,0.308,0.36,0.235,0.275,0.184,0.45,0.65,0.204,,,,0.333,0.714,0.3,0.28,0.32,0.318,114.0,91.0,98.0,0.154,-0.51,81.2
40,2024-07-23,745632,Groundout,field_out,True,667670,681869,Brent Rooker,Shawn Dubin,0,52d94906-a559-46a2-83c5-bc11ff72ecab,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.18,4.19,33.0,91.0,117.0,94.0,0.785,8.73,4.36,10.36,0.55,1.58,0.228,0.386,0.149,0.356,0.419,125.0,97.0,104.0,104.0,90.0,89.0,,,,152.0,87.0,99.0,121.0,92.0,88.0,,0.431,0.164,0.104,0.147,0.55,-2.36,,-0.43,-2.78,94.8,88.8,88.2,,83.0,0.231,0.308,0.36,0.235,0.275,0.184,0.45,0.65,0.204,,,,0.333,0.714,0.3,0.28,0.32,0.318,114.0,91.0,98.0,0.154,-0.51,81.2
41,2024-07-23,745632,Fielders Choice Out,fielders_choice_out,True,669127,681869,Shea Langeliers,Shawn Dubin,1,c44bfe8f-e515-40bd-9da5-042df5a349f3,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.18,4.19,33.0,91.0,117.0,94.0,0.785,8.73,4.36,10.36,0.55,1.58,0.228,0.386,0.149,0.356,0.419,125.0,97.0,104.0,104.0,90.0,89.0,,,,152.0,87.0,99.0,121.0,92.0,88.0,,0.431,0.164,0.104,0.147,0.55,-2.36,,-0.43,-2.78,94.8,88.8,88.2,,83.0,0.231,0.308,0.36,0.235,0.275,0.184,0.45,0.65,0.204,,,,0.333,0.714,0.3,0.28,0.32,0.318,114.0,91.0,98.0,0.154,-0.51,81.2
42,2024-07-23,745632,Single,single,False,647351,681869,Abraham Toro,Shawn Dubin,1,da242c11-4597-46c3-887d-a0b76e802f42,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.18,4.19,33.0,91.0,117.0,94.0,0.785,8.73,4.36,10.36,0.55,1.58,0.228,0.386,0.149,0.356,0.419,125.0,97.0,104.0,104.0,90.0,89.0,,,,152.0,87.0,99.0,121.0,92.0,88.0,,0.431,0.164,0.104,0.147,0.55,-2.36,,-0.43,-2.78,94.8,88.8,88.2,,83.0,0.231,0.308,0.36,0.235,0.275,0.184,0.45,0.65,0.204,,,,0.333,0.714,0.3,0.28,0.32,0.318,114.0,91.0,98.0,0.154,-0.51,81.2
