,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-09-04,746666,Flyout,field_out,True,514888,607259,Jose Altuve,Nick Martinez,0,cbbb7c26-ed8d-4499-8e6a-0d8e6be92abc,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.46,3.39,122.1,109.0,99.0,107.0,0.789,7.21,1.32,8.68,0.96,0.9,0.253,0.395,0.197,0.237,0.439,114.0,114.0,117.0,108.0,102.0,105.0,93.0,111.0,110.0,84.0,103.0,96.0,102.0,109.0,110.0,96.0,108.0,104.0,0.163,0.234,0.203,0.067,0.121,0.212,0.77,0.78,0.82,-0.88,-2.21,1.09,92.6,89.0,80.1,92.0,84.9,80.9,0.211,0.325,0.404,0.213,0.343,0.206,0.305,0.467,0.118,0.227,0.373,0.075,0.382,0.676,0.27,0.25,0.429,0.385,,,,,,,,,,,,,,,
1,2024-09-04,746666,Strikeout,strikeout,True,670541,607259,Yordan Alvarez,Nick Martinez,0,b23a72f6-5e04-479f-8ded-cac9dca22ad8,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.46,3.39,122.1,109.0,99.0,107.0,0.789,7.21,1.32,8.68,0.96,0.9,0.253,0.395,0.197,0.237,0.439,114.0,114.0,117.0,108.0,102.0,105.0,93.0,111.0,110.0,84.0,103.0,96.0,102.0,109.0,110.0,96.0,108.0,104.0,0.163,0.234,0.203,0.067,0.121,0.212,0.77,0.78,0.82,-0.88,-2.21,1.09,92.6,89.0,80.1,92.0,84.9,80.9,0.211,0.325,0.404,0.213,0.343,0.206,0.305,0.467,0.118,0.227,0.373,0.075,0.382,0.676,0.27,0.25,0.429,0.385,,,,,,,,,,,,,,,
2,2024-09-04,746666,Strikeout,strikeout,True,673237,607259,Yainer Diaz,Nick Martinez,0,4e1a29e5-34df-4681-bb5a-46f4a653ec0c,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.46,3.39,122.1,109.0,99.0,107.0,0.789,7.21,1.32,8.68,0.96,0.9,0.253,0.395,0.197,0.237,0.439,114.0,114.0,117.0,108.0,102.0,105.0,93.0,111.0,110.0,84.0,103.0,96.0,102.0,109.0,110.0,96.0,108.0,104.0,0.163,0.234,0.203,0.067,0.121,0.212,0.77,0.78,0.82,-0.88,-2.21,1.09,92.6,89.0,80.1,92.0,84.9,80.9,0.211,0.325,0.404,0.213,0.343,0.206,0.305,0.467,0.118,0.227,0.373,0.075,0.382,0.676,0.27,0.25,0.429,0.385,,,,,,,,,,,,,,,
3,2024-09-04,746666,Home Run,home_run,False,663697,681293,Jonathan India,Spencer Arrighetti,0,b3a81316-8bc4-4b32-bfe7-c4321e2d4621,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
4,2024-09-04,746666,Double,double,False,682829,681293,Elly De La Cruz,Spencer Arrighetti,0,09f633c2-940b-4cfc-ab49-8b39058bd22d,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
5,2024-09-04,746666,Groundout,field_out,True,663886,681293,Tyler Stephenson,Spencer Arrighetti,1,42c05548-0dd7-494e-8f55-3fc4bfac1bc7,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
6,2024-09-04,746666,Double,double,False,670770,681293,TJ Friedl,Spencer Arrighetti,1,3b58658c-6cf9-4eb6-8b18-742b3d295302,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
7,2024-09-04,746666,Lineout,field_out,True,668715,681293,Spencer Steer,Spencer Arrighetti,0,9070f9b8-9e17-4866-928b-a2cbf21d8971,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
8,2024-09-04,746666,Single,single,False,664034,681293,Ty France,Spencer Arrighetti,1,7b0e67b5-abd3-4e76-b57f-6874fd8b40ab,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
9,2024-09-04,746666,Walk,walk,False,641584,681293,Jake Fraley,Spencer Arrighetti,1,793ebe61-9ae2-4844-affd-78d8c13f4ee4,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.82,3.99,125.0,99.0,93.0,98.0,0.734,10.87,4.32,8.57,1.3,0.81,0.249,0.423,0.156,0.309,0.446,87.0,98.0,89.0,115.0,100.0,104.0,90.0,99.0,98.0,,,,116.0,92.0,100.0,63.0,99.0,97.0,,0.412,0.193,0.114,0.197,0.085,-1.33,0.89,,1.21,0.91,-3.28,94.1,88.2,85.4,,80.9,78.5,0.444,0.583,0.375,0.304,0.524,0.205,0.245,0.439,0.238,,,,0.152,0.263,0.424,,,,0.103,0.207,0.402,,,,,,,,,,,,
