,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-19,746050,Groundout,field_out,True,691026,630023,Masyn Winn,Yonny Chirinos,0,46a87e2d-c770-4018-a4b9-631a835f9402,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-19,746050,Strikeout,strikeout,True,676475,630023,Alec Burleson,Yonny Chirinos,0,025d3543-d0af-4f7b-981c-aac1dc7d4f87,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-19,746050,Strikeout,strikeout,True,502671,630023,Paul Goldschmidt,Yonny Chirinos,0,a64e40b2-38f0-4c5b-a535-0685df2da13e,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-19,746050,Home Run,home_run,False,650559,669461,Bryan De La Cruz,Matthew Liberatore,0,3108ed63-396d-4f13-8812-7d231f3230b2,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
4,2024-06-19,746050,Home Run,home_run,False,660821,669461,Jesús Sánchez,Matthew Liberatore,0,46316bb0-a229-4cda-960e-fc3b2bb11cc7,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
5,2024-06-19,746050,Double,double,False,605137,669461,Josh Bell,Matthew Liberatore,0,03279213-3986-408b-8356-f73002c13263,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
6,2024-06-19,746050,Walk,walk,False,669394,669461,Jake Burger,Matthew Liberatore,0,1000ac94-9ec3-437f-b771-8c361aafae63,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
7,2024-06-19,746050,Grounded Into DP,grounded_into_double_play,True,624503,669461,Nick Gordon,Matthew Liberatore,1,6f9e962d-f9c6-4fc3-9f19-ecb4e5522448,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
8,2024-06-19,746050,Flyout,field_out,True,641313,669461,Tim Anderson,Matthew Liberatore,0,5e0fcbde-1e51-4f04-b191-7bba58596477,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,0.196,0.26,,0.302,0.24,,-2.85,3.84,94.4,,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.212,0.485,0.14,,,,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227
9,2024-06-19,746050,Home Run,home_run,False,669357,630023,Nolan Gorman,Yonny Chirinos,0,413aab7b-5a25-4317-b686-ef04f6db80a2,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
