,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-09-27,747065,Strikeout,strikeout,True,502054,608331,Tommy Pham,Max Fried,0,f45ff7e3-04a2-4923-8035-f3e776f140cd,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.25,3.64,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.263,0.357,0.182,0.154,0.285,0.367,0.265,0.299,0.134,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.318,0.5,0.291,,,,,,,,,,,,,,,
1,2024-09-27,747065,Flyout,field_out,True,677951,608331,Bobby Witt Jr.,Max Fried,0,fd0b402b-e36b-41e0-83ac-dff533563599,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.25,3.64,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.263,0.357,0.182,0.154,0.285,0.367,0.265,0.299,0.134,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.318,0.5,0.291,,,,,,,,,,,,,,,
2,2024-09-27,747065,Strikeout,strikeout,True,686681,608331,Michael Massey,Max Fried,0,52aa492c-8ca4-4341-aa2f-815178160455,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.25,3.64,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.263,0.357,0.182,0.154,0.285,0.367,0.265,0.299,0.134,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.318,0.5,0.291,,,,,,,,,,,,,,,
3,2024-09-27,747065,Walk,walk,False,671739,663903,Michael Harris II,Brady Singer,0,2edd2ab3-e54a-4be8-9a10-5eff7707aed4,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.352,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,
4,2024-09-27,747065,Strikeout,strikeout,True,645277,663903,Ozzie Albies,Brady Singer,0,4e4289d4-7cac-4deb-9522-e8ebf7ecdd0e,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.352,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,
5,2024-09-27,747065,Lineout,field_out,True,542303,663903,Marcell Ozuna,Brady Singer,0,6b78705f-9ccc-4244-bb81-ea176bac7443,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.352,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,
6,2024-09-27,747065,Walk,walk,False,621566,663903,Matt Olson,Brady Singer,1,26f23a21-c7d3-4141-ae5a-cb858fd7c184,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.352,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,
7,2024-09-27,747065,Strikeout,strikeout,True,624585,663903,Jorge Soler,Brady Singer,0,ebf7e643-fe3f-47dd-aad4-3bd593caac20,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.352,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,
8,2024-09-27,747065,Lineout,field_out,True,521692,608331,Salvador Perez,Max Fried,0,b7a947d5-b5f2-42b6-9e26-338cab22e05b,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.25,3.64,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.263,0.357,0.182,0.154,0.285,0.367,0.265,0.299,0.134,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.318,0.5,0.291,,,,,,,,,,,,,,,
9,2024-09-27,747065,Strikeout,strikeout,True,493329,608331,Yuli Gurriel,Max Fried,0,1a2c15dc-8f22-4887-bc21-de3df40818f2,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.25,3.64,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.263,0.357,0.182,0.154,0.285,0.367,0.265,0.299,0.134,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.318,0.5,0.291,,,,,,,,,,,,,,,
