,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,wFA/C,wSI/C,wSL/C,vFA,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-30,747210,Strikeout,strikeout,True,605141,676714,Mookie Betts,Brandon Hughes,0,651963d7-9c28-4016-8c9a-22e03d99df98,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,0.26,0.342,0.397,-5.23,-4.72,-2.75,92.4,92.4,81.2,0.25,0.571,0.46,0.389,1.111,0.182,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,747210,Single,single,False,660271,676714,Shohei Ohtani,Brandon Hughes,0,b4151873-9dcd-465f-b41f-035a3f0175d4,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,0.26,0.342,0.397,-5.23,-4.72,-2.75,92.4,92.4,81.2,0.25,0.571,0.46,0.389,1.111,0.182,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,747210,Strikeout,strikeout,True,518692,676714,Freddie Freeman,Brandon Hughes,0,feea8e89-d483-4097-9075-078172ea3cc5,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,0.26,0.342,0.397,-5.23,-4.72,-2.75,92.4,92.4,81.2,0.25,0.571,0.46,0.389,1.111,0.182,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,747210,Lineout,field_out,True,669257,676714,Will Smith,Brandon Hughes,0,6cffbe8c-45f0-4ad4-81a5-4daa55b7b910,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,0.26,0.342,0.397,-5.23,-4.72,-2.75,92.4,92.4,81.2,0.25,0.571,0.46,0.389,1.111,0.182,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-30,747210,Lineout,field_out,True,664983,689017,Jake McCarthy,Landon Knack,0,085c7b4e-af57-4506-a5a6-a112861fbd2d,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-30,747210,Flyout,field_out,True,666971,689017,Lourdes Gurriel Jr.,Landon Knack,0,e4b7eb21-ba03-4e1d-a9c3-da819a8a3da2,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-30,747210,Groundout,field_out,True,606466,689017,Ketel Marte,Landon Knack,0,869e330b-48ca-434e-b281-84425f783837,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-30,747210,Strikeout,strikeout,True,606192,686826,Teoscar Hernández,Bryce Jarvis,0,7ce0ad25-01e4-4128-93d3-71f8db74ab1e,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
8,2024-04-30,747210,Flyout,field_out,True,571771,686826,Enrique Hernández,Bryce Jarvis,0,84138a49-bea9-4939-9c19-cc91321d1239,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
9,2024-04-30,747210,Strikeout,strikeout,True,621035,686826,Chris Taylor,Bryce Jarvis,0,e900cf70-f23a-47cc-bbce-7fb5bad10ca6,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
10,2024-04-30,747210,Single,single,False,572233,689017,Christian Walker,Landon Knack,0,7b199568-f398-4370-aa56-9dcf14952c73,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-30,747210,Strikeout,strikeout,True,592626,689017,Joc Pederson,Landon Knack,0,fa64db68-105b-476f-8efb-adc1cb290f54,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-30,747210,Hit By Pitch,hit_by_pitch,False,553993,689017,Eugenio Suárez,Landon Knack,1,54a877be-15af-4d51-859b-6574c1433aa5,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-30,747210,Flyout,field_out,True,672515,689017,Gabriel Moreno,Landon Knack,0,c7c9e64d-136f-48f0-a1a5-975e504bcd79,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-04-30,747210,Flyout,field_out,True,682998,689017,Corbin Carroll,Landon Knack,0,30ced235-9d73-4ae2-9179-5e05fc665a6d,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-04-30,747210,Lineout,field_out,True,681624,686826,Andy Pages,Bryce Jarvis,0,6699cae0-5358-4cfa-8bb1-47278a585326,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
16,2024-04-30,747210,Flyout,field_out,True,500743,686826,Miguel Rojas,Bryce Jarvis,0,69ff543a-ac46-4289-9245-cf0e54cc72b6,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
17,2024-04-30,747210,Strikeout,strikeout,True,605141,686826,Mookie Betts,Bryce Jarvis,0,d31e3fc7-44c0-4741-8ecf-30518957b352,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
18,2024-04-30,747210,Strikeout,strikeout,True,621028,689017,Kevin Newman,Landon Knack,0,aa365a00-6acf-4a79-bc4e-3d9ade3098cb,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-30,747210,Walk,walk,False,664983,689017,Jake McCarthy,Landon Knack,0,474744a6-f7a4-4c1c-a92a-528f6791aa52,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-30,747210,Groundout,field_out,True,666971,689017,Lourdes Gurriel Jr.,Landon Knack,1,8046e3a3-5292-464f-9456-be159daafae3,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-30,747210,Lineout,field_out,True,606466,689017,Ketel Marte,Landon Knack,0,77b30eb5-e086-4d3c-b871-0185f4c61db9,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-04-30,747210,Strikeout,strikeout,True,660271,686826,Shohei Ohtani,Bryce Jarvis,0,edff8bdb-face-40aa-891a-ff352fe89d4e,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
23,2024-04-30,747210,Double,double,False,518692,686826,Freddie Freeman,Bryce Jarvis,0,55323f1f-a75f-4533-b8b0-2bb8d778676f,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
24,2024-04-30,747210,Groundout,field_out,True,669257,686826,Will Smith,Bryce Jarvis,0,3d42b8e3-f7fb-4795-a1b3-eb33d68491f7,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
25,2024-04-30,747210,Walk,walk,False,606192,686826,Teoscar Hernández,Bryce Jarvis,0,8430a591-b698-4fba-b4dc-afffd7cf582a,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
26,2024-04-30,747210,Flyout,field_out,True,571771,686826,Enrique Hernández,Bryce Jarvis,0,87607d6f-e1f9-49f6-b4ff-162686649b7f,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,0.132,0.344,0.242,1.29,0.74,0.9,95.6,95.2,86.4,0.221,0.279,0.298,0.234,0.313,0.147,0.28,0.52,0.132,86.0,91.0,95.0,121.0,83.0,88.0,0.008,0.141,5.82,-1.82,85.1,83.2,0.176,0.353,0.326,,,,113.0,100.0,91.0,0.133,-1.94,89.6,0.364,0.773,0.224,,,,,,,,,,,,,,,
27,2024-04-30,747210,Home Run,home_run,False,572233,689017,Christian Walker,Landon Knack,0,16c81c2d-d87f-449d-8a0d-08d619c87430,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-30,747210,Flyout,field_out,True,592626,689017,Joc Pederson,Landon Knack,0,d1b44b0f-4026-4cd1-a865-02a7f9e59450,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-30,747210,Double,double,False,553993,689017,Eugenio Suárez,Landon Knack,0,ca859e18-8e1c-4b09-be69-48a8ae350b01,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,111.0,100.0,102.0,,,,117.0,105.0,104.0,,0.442,0.248,-0.92,,1.14,92.9,,84.5,0.214,0.31,0.267,0.266,0.641,0.208,,,,73.0,92.0,89.0,83.0,86.0,89.0,0.131,0.179,1.94,0.32,83.8,78.6,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,
