,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-25,745459,Hit By Pitch,hit_by_pitch,False,663697,682847,Jonathan India,Luis L. Ortiz,0,9b83b1ae-a956-4376-83ed-ec302e7a5650,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,745459,Pop Out,field_out,True,682829,682847,Elly De La Cruz,Luis L. Ortiz,0,255ae188-1bef-4382-a10c-b18284192ef3,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,745459,Hit By Pitch,hit_by_pitch,False,663886,682847,Tyler Stephenson,Luis L. Ortiz,1,ef785410-172e-425b-8afa-29499c96ac3e,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,745459,Forceout,force_out,True,670770,682847,TJ Friedl,Luis L. Ortiz,1,ef6892f5-11d6-486d-9388-5bdd89220166,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,745459,Strikeout,strikeout,True,668715,682847,Spencer Steer,Luis L. Ortiz,1,524f3476-79e5-4a6a-8d72-f30fa234fe5e,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-25,745459,Single,single,False,643396,607259,Isiah Kiner-Falefa,Nick Martinez,1,3d6cc7e0-ea86-46ee-96d6-14aebe46a34b,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,0.202,0.313,0.202,0.261,0.478,0.391,0.246,0.377,0.078,0.319,0.489,0.129,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.227,0.361,0.401,0.323,0.581,0.294,,,,,,,,,,,,,,,
6,2024-08-25,745459,Lineout,field_out,True,668804,607259,Bryan Reynolds,Nick Martinez,0,9d6f5321-2dfa-44f1-bbe5-db47dbf07ac7,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,0.202,0.313,0.202,0.261,0.478,0.391,0.246,0.377,0.078,0.319,0.489,0.129,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.227,0.361,0.401,0.323,0.581,0.294,,,,,,,,,,,,,,,
7,2024-08-25,745459,Single,single,False,665833,607259,Oneil Cruz,Nick Martinez,1,1f8d3e81-0b5a-48ed-b465-3ae23b99f3d0,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,0.202,0.313,0.202,0.261,0.478,0.391,0.246,0.377,0.078,0.319,0.489,0.129,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.227,0.361,0.401,0.323,0.581,0.294,,,,,,,,,,,,,,,
8,2024-08-25,745459,Groundout,field_out,True,663698,607259,Joey Bart,Nick Martinez,1,77da9055-8530-4d13-9377-35e986cd933b,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,0.202,0.313,0.202,0.261,0.478,0.391,0.246,0.377,0.078,0.319,0.489,0.129,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.227,0.361,0.401,0.323,0.581,0.294,,,,,,,,,,,,,,,
9,2024-08-25,745459,Groundout,field_out,True,642133,607259,Rowdy Tellez,Nick Martinez,0,6f9413fd-b595-4a4d-918c-848569165fcb,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,0.202,0.313,0.202,0.261,0.478,0.391,0.246,0.377,0.078,0.319,0.489,0.129,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.227,0.361,0.401,0.323,0.581,0.294,,,,,,,,,,,,,,,
