,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-06,745522,Flyout,field_out,True,683002,663559,Gunnar Henderson,Bailey Falter,0,4a2b5664-943a-4d87-8243-968400337a43,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-06,745522,Lineout,field_out,True,668939,663559,Adley Rutschman,Bailey Falter,0,7452bd9d-9454-402f-9a24-a96f20568c7e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-06,745522,Groundout,field_out,True,663624,663559,Ryan Mountcastle,Bailey Falter,0,a0c4d253-5c08-4e28-9577-650999b750b9,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-06,745522,Lineout,field_out,True,665833,669330,Oneil Cruz,Tyler Wells,0,dc8ee317-96fa-4d54-aaa9-bb463c898732,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,99.0,105.0,100.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,,,,0.344,,0.104,0.185,-2.88,,,-6.35,1.95,92.5,,,84.3,76.1,0.32,0.72,0.196,,,,0.5,0.833,0.286,0.2,0.2,0.417,,,,110.0,115.0,117.0,104.0,106.0,96.0,0.178,0.189,-1.37,2.88,88.1,85.8,0.143,0.143,0.28,0.333,0.667,0.227,,,,,,
4,2024-04-06,745522,Groundout,field_out,True,668804,669330,Bryan Reynolds,Tyler Wells,0,a6963db3-7e37-4714-a43e-4c6ebfd0d959,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,99.0,105.0,100.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,,,,0.344,,0.104,0.185,-2.88,,,-6.35,1.95,92.5,,,84.3,76.1,0.32,0.72,0.196,,,,0.5,0.833,0.286,0.2,0.2,0.417,,,,110.0,115.0,117.0,104.0,106.0,96.0,0.178,0.189,-1.37,2.88,88.1,85.8,0.143,0.143,0.28,0.333,0.667,0.227,,,,,,
5,2024-04-06,745522,Groundout,field_out,True,656582,669330,Connor Joe,Tyler Wells,0,d4b61a9b-f4c6-49bb-bc4c-c277c92e6336,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,99.0,105.0,100.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,,,,0.344,,0.104,0.185,-2.88,,,-6.35,1.95,92.5,,,84.3,76.1,0.32,0.72,0.196,,,,0.5,0.833,0.286,0.2,0.2,0.417,,,,110.0,115.0,117.0,104.0,106.0,96.0,0.178,0.189,-1.37,2.88,88.1,85.8,0.143,0.143,0.28,0.333,0.667,0.227,,,,,,
6,2024-04-06,745522,Pop Out,field_out,True,623993,663559,Anthony Santander,Bailey Falter,0,229ab9d2-427a-45f5-9967-a4b3f0cc787e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-06,745522,Strikeout,strikeout,True,676059,663559,Jordan Westburg,Bailey Falter,0,01f0220f-2a1d-48a2-8926-ee3cd7c7c64e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-06,745522,Flyout,field_out,True,669720,663559,Austin Hays,Bailey Falter,0,03de489d-180f-458c-babb-f9eae8bb4135,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-06,745522,Flyout,field_out,True,669261,669330,Jack Suwinski,Tyler Wells,0,ee5983b7-5a80-4593-a359-1a25ea28d1e6,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,99.0,105.0,100.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,,,,0.344,,0.104,0.185,-2.88,,,-6.35,1.95,92.5,,,84.3,76.1,0.32,0.72,0.196,,,,0.5,0.833,0.286,0.2,0.2,0.417,,,,110.0,115.0,117.0,104.0,106.0,96.0,0.178,0.189,-1.37,2.88,88.1,85.8,0.143,0.143,0.28,0.333,0.667,0.227,,,,,,
