,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-22,746092,Flyout,field_out,True,453568,808967,Charlie Blackmon,Yoshinobu Yamamoto,0,e7cc8aa5-698b-47d1-8928-eecbc45f3283,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
1,2024-09-22,746092,Single,single,False,678662,808967,Ezequiel Tovar,Yoshinobu Yamamoto,0,cda37884-2d4a-4fde-b791-f96d98295f91,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
2,2024-09-22,746092,Single,single,False,641857,808967,Ryan McMahon,Yoshinobu Yamamoto,1,d3a443c1-2143-4eff-b521-cfe94650928b,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
3,2024-09-22,746092,Walk,walk,False,669911,808967,Michael Toglia,Yoshinobu Yamamoto,1,1c1431e3-151c-432e-ae8c-b1f4b2d6c439,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
4,2024-09-22,746092,Single,single,False,663898,808967,Brendan Rodgers,Yoshinobu Yamamoto,1,db945015-955a-4baf-8147-c8f5bfa46c54,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
5,2024-09-22,746092,Walk,walk,False,656541,808967,Sam Hilliard,Yoshinobu Yamamoto,1,53bc7cf6-4879-4b0c-92a7-cfbee119c3b2,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
6,2024-09-22,746092,Groundout,field_out,True,666134,808967,Nolan Jones,Yoshinobu Yamamoto,1,f628a716-678c-4892-9c78-7952872c1592,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
7,2024-09-22,746092,Flyout,field_out,True,595909,808967,Jake Cave,Yoshinobu Yamamoto,0,7d601c2b-57b0-417d-a189-3b3122e9d978,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.96,3.45,85.0,105.0,100.0,106.0,0.748,10.48,2.33,7.84,0.64,1.54,0.241,0.404,0.14,0.329,0.433,108.0,103.0,113.0,84.0,102.0,95.0,101.0,110.0,103.0,116.0,110.0,118.0,87.0,98.0,92.0,120.0,111.0,119.0,0.03,0.402,0.057,0.246,0.034,0.231,0.6,0.91,0.1,-1.64,0.11,1.36,95.5,91.5,90.2,94.9,86.4,78.0,0.267,0.425,0.179,0.178,0.278,0.375,0.203,0.362,0.343,0.167,0.222,0.333,0.313,0.375,0.238,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
8,2024-09-22,746092,Single,single,False,660271,622608,Shohei Ohtani,Antonio Senzatela,0,05ca88fd-bda4-4d54-b9fc-cc161888c25b,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,3.38,7.93,8.0,102.0,81.0,97.0,0.895,4.5,4.5,10.13,2.25,1.22,0.28,0.24,0.08,0.24,0.386,91.0,91.0,104.0,71.0,103.0,96.0,82.0,133.0,136.0,108.0,104.0,103.0,,,,,,,0.007,0.571,,,0.214,0.079,-2.69,,,24.97,0.48,2.36,95.1,,,94.8,86.8,80.0,0.444,0.889,0.139,,,,,,,0.167,0.167,0.111,,,,,,,77.0,95.0,88.0,0.129,0.94,87.5,,,,,,,,,,,,
9,2024-09-22,746092,Single,single,False,605141,622608,Mookie Betts,Antonio Senzatela,1,79d77e0e-0883-4514-8422-82332590a96a,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,3.38,7.93,8.0,102.0,81.0,97.0,0.895,4.5,4.5,10.13,2.25,1.22,0.28,0.24,0.08,0.24,0.386,91.0,91.0,104.0,71.0,103.0,96.0,82.0,133.0,136.0,108.0,104.0,103.0,,,,,,,0.007,0.571,,,0.214,0.079,-2.69,,,24.97,0.48,2.36,95.1,,,94.8,86.8,80.0,0.444,0.889,0.139,,,,,,,0.167,0.167,0.111,,,,,,,77.0,95.0,88.0,0.129,0.94,87.5,,,,,,,,,,,,
