,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-04-21,746727,Walk,walk,False,543305,593423,Aaron Hicks,Frankie Montas,0,e5bd0709-dd9f-4e89-a771-f55dee710676,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-21,746727,Groundout,field_out,True,545361,593423,Mike Trout,Frankie Montas,1,6313bbb2-8df9-48c9-a691-55c175d44755,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-21,746727,Lineout,field_out,True,621493,593423,Taylor Ward,Frankie Montas,1,f2496b55-234a-4698-b6db-8b67aad04960,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-21,746727,Walk,walk,False,593934,608718,Miguel Sanó,Brent Suter,0,7bc24510-5164-4b12-a2fb-e7364b359606,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,,,,0.215,0.418,,,0.171,0.28,,,0.2,-0.29,85.9,,,87.4,78.7,0.277,0.446,0.198,0.25,0.472,0.2,,,,,,,0.243,0.459,0.225,109.0,101.0,114.0,0.196,-0.48,75.8,0.227,0.364,0.28,,,,,,,,,,,,,,,
4,2024-04-21,746727,Strikeout,strikeout,True,592273,608718,Brandon Drury,Brent Suter,0,549b4d01-a6ac-4573-9d23-affbba3b3df4,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,,,,0.215,0.418,,,0.171,0.28,,,0.2,-0.29,85.9,,,87.4,78.7,0.277,0.446,0.198,0.25,0.472,0.2,,,,,,,0.243,0.459,0.225,109.0,101.0,114.0,0.196,-0.48,75.8,0.227,0.364,0.28,,,,,,,,,,,,,,,
5,2024-04-21,746727,Strikeout,strikeout,True,666181,667755,Will Benson,José Soriano,0,32154cef-6b4f-47b6-b02a-09d1288ed34e,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,,,,121.0,101.0,112.0,0.426,0.165,,0.09,0.054,-1.88,,0.64,1.84,0.95,98.9,,93.0,97.8,91.6,0.342,0.605,0.122,0.237,0.288,0.148,0.143,0.314,0.323,,,,0.091,0.182,0.484,,,,,,,,,,99.0,97.0,108.0,0.265,-0.32,86.3,0.205,0.397,0.403,,,,,,
6,2024-04-21,746727,Strikeout,strikeout,True,682829,667755,Elly De La Cruz,José Soriano,0,24b88647-e80a-4518-b870-a284490c651e,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,,,,121.0,101.0,112.0,0.426,0.165,,0.09,0.054,-1.88,,0.64,1.84,0.95,98.9,,93.0,97.8,91.6,0.342,0.605,0.122,0.237,0.288,0.148,0.143,0.314,0.323,,,,0.091,0.182,0.484,,,,,,,,,,99.0,97.0,108.0,0.265,-0.32,86.3,0.205,0.397,0.403,,,,,,
7,2024-04-21,746727,Strikeout,strikeout,True,668715,667755,Spencer Steer,José Soriano,0,6a5010da-d7f2-41b9-a3b2-339bff96ffc3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,,,,121.0,101.0,112.0,0.426,0.165,,0.09,0.054,-1.88,,0.64,1.84,0.95,98.9,,93.0,97.8,91.6,0.342,0.605,0.122,0.237,0.288,0.148,0.143,0.314,0.323,,,,0.091,0.182,0.484,,,,,,,,,,99.0,97.0,108.0,0.265,-0.32,86.3,0.205,0.397,0.403,,,,,,
8,2024-04-21,746727,Flyout,field_out,True,642136,608718,Matt Thaiss,Brent Suter,0,b1cc2757-6e17-4ef5-bc73-ee095e0dbafb,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,,,,0.215,0.418,,,0.171,0.28,,,0.2,-0.29,85.9,,,87.4,78.7,0.277,0.446,0.198,0.25,0.472,0.2,,,,,,,0.243,0.459,0.225,109.0,101.0,114.0,0.196,-0.48,75.8,0.227,0.364,0.28,,,,,,,,,,,,,,,
9,2024-04-21,746727,Single,single,False,650859,608718,Luis Rengifo,Brent Suter,0,d357edcf-7d19-4a65-a5ae-178e44e0480f,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,,,,0.215,0.418,,,0.171,0.28,,,0.2,-0.29,85.9,,,87.4,78.7,0.277,0.446,0.198,0.25,0.472,0.2,,,,,,,0.243,0.459,0.225,109.0,101.0,114.0,0.196,-0.48,75.8,0.227,0.364,0.28,,,,,,,,,,,,,,,
