,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
0,2024-08-19,745780,Walk,walk,False,596103,656849,Austin Slater,David Peterson,0,a18f0457-45fa-4ffc-92f2-68e264c9f35c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,
1,2024-08-19,745780,Grounded Into DP,grounded_into_double_play,True,668939,656849,Adley Rutschman,David Peterson,1,2ea58a43-d5b3-4e39-be23-338119d85697,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,
2,2024-08-19,745780,Strikeout,strikeout,True,683002,656849,Gunnar Henderson,David Peterson,0,916d5ca2-f15f-4147-8c6e-451cd770128f,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,
3,2024-08-19,745780,Strikeout,strikeout,True,596019,669432,Francisco Lindor,Trevor Rogers,0,36c1607b-e363-42cb-967d-dd0967237aad,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
4,2024-08-19,745780,Single,single,False,668901,669432,Mark Vientos,Trevor Rogers,0,66230410-7685-4a20-b9a0-eed94dad761d,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
5,2024-08-19,745780,Home Run,home_run,False,502110,669432,J.D. Martinez,Trevor Rogers,1,88dedc51-270f-4b9f-bde3-12e20cc85c5e,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
6,2024-08-19,745780,Groundout,field_out,True,624413,669432,Pete Alonso,Trevor Rogers,0,0abeff75-d6e8-418d-b496-3a96a7f96311,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
7,2024-08-19,745780,Single,single,False,516782,669432,Starling Marte,Trevor Rogers,0,3f0dd4e1-b329-48c0-8f11-84dd44f81497,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
8,2024-08-19,745780,Groundout,field_out,True,578428,669432,Jose Iglesias,Trevor Rogers,1,4ecfb107-77c8-4bd3-a77d-671850739aba,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,,,,,,,,,,,,
9,2024-08-19,745780,Groundout,field_out,True,623993,656849,Anthony Santander,David Peterson,0,358e0ada-ff81-4da9-9343-911b315a77e1,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,
