,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-25,746918,Single,single,False,682998,656557,Corbin Carroll,Tanner Houck,0,6f7f52d9-2370-4de6-a57b-2222e76aab78,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,746918,Double Play,double_play,True,664983,656557,Jake McCarthy,Tanner Houck,1,b9f5b8c5-9438-4138-a98f-06de203f26ee,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,746918,Hit By Pitch,hit_by_pitch,False,592626,656557,Joc Pederson,Tanner Houck,0,20a11708-a601-48ef-9fdb-db15b4962346,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,746918,Groundout,field_out,True,605137,656557,Josh Bell,Tanner Houck,0,093a4c2e-62e4-41ed-bc4f-769707ca67ff,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,746918,Strikeout,strikeout,True,680776,518876,Jarren Duran,Merrill Kelly,0,17b83f5e-d6c4-498e-989c-b5dbbbd852d3,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,,,,0.126,0.257,,0.146,0.74,,-6.9,0.75,90.1,,91.9,85.4,,,,0.474,1.0,0.098,,,,0.25,0.469,0.093,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,0.207,0.062,0.202,1.27,-3.02,3.77,91.7,88.3,81.6,0.132,0.132,0.303,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118
5,2024-08-25,746918,Groundout,field_out,True,677800,518876,Wilyer Abreu,Merrill Kelly,0,44bf2e1f-7611-4900-b94d-ee50b08a0fae,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,,,,0.126,0.257,,0.146,0.74,,-6.9,0.75,90.1,,91.9,85.4,,,,0.474,1.0,0.098,,,,0.25,0.469,0.093,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,0.207,0.062,0.202,1.27,-3.02,3.77,91.7,88.3,81.6,0.132,0.132,0.303,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118
6,2024-08-25,746918,Home Run,home_run,False,671213,518876,Triston Casas,Merrill Kelly,0,81ff1f73-37f3-4778-8db3-964c58e1f7b4,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,,,,0.126,0.257,,0.146,0.74,,-6.9,0.75,90.1,,91.9,85.4,,,,0.474,1.0,0.098,,,,0.25,0.469,0.093,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,0.207,0.062,0.202,1.27,-3.02,3.77,91.7,88.3,81.6,0.132,0.132,0.303,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118
7,2024-08-25,746918,Lineout,field_out,True,646240,518876,Rafael Devers,Merrill Kelly,0,6b471d8a-18d7-474c-aa36-5b7d819ae051,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,,,,0.126,0.257,,0.146,0.74,,-6.9,0.75,90.1,,91.9,85.4,,,,0.474,1.0,0.098,,,,0.25,0.469,0.093,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,0.207,0.062,0.202,1.27,-3.02,3.77,91.7,88.3,81.6,0.132,0.132,0.303,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118
8,2024-08-25,746918,Single,single,False,656976,656557,Pavin Smith,Tanner Houck,0,15e22540-07ef-41a9-9912-adf29203a2ca,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-25,746918,Strikeout,strikeout,True,680728,656557,Adrian Del Castillo,Tanner Houck,0,2c6d1a7d-7e91-433e-bfa2-69e3f521864d,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
