,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CH%,wFA/C,wFC/C,wSI/C,wCH/C,vFA,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
10,2024-05-31,746059,Groundout,field_out,True,656896,570632,Emmanuel Rivera,José Ureña,1,fac2ac3e-3962-4478-b70a-914e23729a6c,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
11,2024-05-31,746059,Home Run,home_run,False,624503,570632,Nick Gordon,José Ureña,1,27be1c8a-c8ca-4220-9077-fbb1321fc7c2,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
12,2024-05-31,746059,Groundout,field_out,True,641313,570632,Tim Anderson,José Ureña,0,2ce70f17-74a6-4cd0-9a28-e4e159e5676b,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
13,2024-05-31,746059,Single,single,False,672640,570632,Otto Lopez,José Ureña,0,a7c68287-58d2-45a2-a99b-0870368b1a9d,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
14,2024-05-31,746059,Strikeout,strikeout,True,542194,570632,Christian Bethancourt,José Ureña,1,684c3b19-1bf9-4a41-af92-ed2093be66bd,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
15,2024-05-31,746059,Flyout,field_out,True,694671,664350,Wyatt Langford,Sixto Sánchez,0,3e85fbf8-5735-427e-9a4a-e14dd4803f89,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-31,746059,Groundout,field_out,True,641680,664350,Jonah Heim,Sixto Sánchez,0,beb091b7-a039-44af-afdd-222046d99b9c,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-31,746059,Flyout,field_out,True,677649,664350,Ezequiel Duran,Sixto Sánchez,0,da943a07-c564-422f-aa3d-6a44acb0bc57,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-31,746059,Field Error,field_error,False,665862,570632,Jazz Chisholm Jr.,José Ureña,0,303e887f-ae88-4bf6-bfb9-4c936c5761f1,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
19,2024-05-31,746059,Single,single,False,669394,570632,Jake Burger,José Ureña,1,c5ecc9ae-44e9-4d7b-ad07-7915b71aec5e,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
20,2024-05-31,746059,Sac Fly,sac_fly,True,605137,570632,Josh Bell,José Ureña,1,4775a90c-62b5-438f-8316-68afb350b697,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
21,2024-05-31,746059,Walk,walk,False,660821,570632,Jesús Sánchez,José Ureña,1,1ce5eb70-0cfd-4a40-864a-0180002443e6,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
22,2024-05-31,746059,Walk,walk,False,656896,570632,Emmanuel Rivera,José Ureña,1,3cabc282-d95e-427f-bf90-a7fbae99a638,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,,,,0.394,0.067,,0.174,-2.63,,1.6,-0.43,96.2,,88.7,95.9,,,,0.238,0.548,0.336,0.429,1.0,0.229,0.234,0.298,0.101,87.0,99.0,98.0,0.365,-0.1,86.7,0.226,0.333,0.363,,,,,,,,,,,,,,,,,,
23,2024-05-31,746059,Forceout,force_out,True,624503,642546,Nick Gordon,Jonathan Hernández,1,741f382a-7313-4edb-8d67-bc4cb8574c8d,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
24,2024-05-31,746059,Groundout,field_out,True,641313,642546,Tim Anderson,Jonathan Hernández,0,3e307bbd-106a-4d27-a642-1b98b955111e,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
25,2024-05-31,746059,Flyout,field_out,True,543760,664350,Marcus Semien,Sixto Sánchez,0,9b37fac8-d4f8-4a67-b7c9-295b5e421141,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-31,746059,Groundout,field_out,True,608369,664350,Corey Seager,Sixto Sánchez,0,7bd2b7ae-b9d4-4834-a4c4-6e2f8427785c,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-31,746059,Home Run,home_run,False,669701,664350,Josh Smith,Sixto Sánchez,0,8be139fa-b9d5-467c-b4b5-f8653934ba9e,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-05-31,746059,Flyout,field_out,True,666969,664350,Adolis García,Sixto Sánchez,0,a03c835e-3848-48b7-8074-7a17d90855d7,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-31,746059,Single,single,False,672640,642546,Otto Lopez,Jonathan Hernández,0,cc36d7b3-7dcf-4f4f-a7a7-cfdac3521560,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
30,2024-05-31,746059,Walk,walk,False,542194,642546,Christian Bethancourt,Jonathan Hernández,1,b48cd0cf-bb65-40aa-9e63-94fc25d65376,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
31,2024-05-31,746059,Strikeout,strikeout,True,665862,642546,Jazz Chisholm Jr.,Jonathan Hernández,0,327e6a49-cf72-4ea0-9a20-450fe090ce4e,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
32,2024-05-31,746059,Lineout,field_out,True,669394,642546,Jake Burger,Jonathan Hernández,0,5b6df174-4535-4c6b-b3b4-4b9b657df0b2,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,,,,0.388,,,0.124,,,-1.73,0.25,,,89.8,96.8,,,,0.25,0.333,0.391,,,,0.288,0.577,0.147,120.0,101.0,108.0,0.488,1.26,87.6,0.196,0.25,0.403,,,,,,,,,,,,,,,,,,
33,2024-05-31,746059,Double,double,False,665750,664350,Leody Taveras,Sixto Sánchez,0,f1f1e788-78be-477e-8d7f-4c0c3850da36,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-05-31,746059,Single,single,False,663993,664350,Nathaniel Lowe,Sixto Sánchez,1,bad0c4c8-84ca-4c7a-a802-fdbe5f5dec8f,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-05-31,746059,Groundout,field_out,True,694671,686539,Wyatt Langford,Declan Cronin,1,be16cf58-f952-4c97-940d-b28529466f33,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,3.72,3.67,46.0,98.0,72.0,97.0,0.753,9.59,3.33,9.78,0.0,2.06,0.273,0.364,0.121,0.326,0.442,,,,120.0,107.0,112.0,66.0,99.0,88.0,,,,0.41,0.046,,,2.05,,0.02,,93.5,,,93.3,,,,,,,0.111,0.111,0.313,0.328,0.418,0.157,74.0,91.0,98.0,0.544,0.85,86.8,0.262,0.291,0.341,,,,,,,,,,,,,,,,,,
36,2024-05-31,746059,Groundout,field_out,True,641680,686539,Jonah Heim,Declan Cronin,1,149f9224-b11e-47d9-a9ba-5cf1183b6815,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,3.72,3.67,46.0,98.0,72.0,97.0,0.753,9.59,3.33,9.78,0.0,2.06,0.273,0.364,0.121,0.326,0.442,,,,120.0,107.0,112.0,66.0,99.0,88.0,,,,0.41,0.046,,,2.05,,0.02,,93.5,,,93.3,,,,,,,0.111,0.111,0.313,0.328,0.418,0.157,74.0,91.0,98.0,0.544,0.85,86.8,0.262,0.291,0.341,,,,,,,,,,,,,,,,,,
