,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
0,2024-08-15,745950,Flyout,field_out,True,660271,668964,Shohei Ohtani,Tobias Myers,0,dd1b3e3a-ad33-4487-abdb-d23ab1718dbe,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,,,,,,,
1,2024-08-15,745950,Lineout,field_out,True,606192,668964,Teoscar Hernández,Tobias Myers,0,8a693b06-6d83-49ef-a946-e6e501574da8,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,,,,,,,
2,2024-08-15,745950,Groundout,field_out,True,518692,668964,Freddie Freeman,Tobias Myers,0,a1b7d3e4-b3b0-4a4e-9390-6b9275926d67,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,,,,,,,
3,2024-08-15,745950,Double,double,False,668930,656427,Brice Turang,Jack Flaherty,0,642c3eca-9255-4a5e-8147-6a918c0c0e2e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
4,2024-08-15,745950,Home Run,home_run,False,694192,656427,Jackson Chourio,Jack Flaherty,1,d6533398-9ded-4e74-8175-40e710d4fcc2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
5,2024-08-15,745950,Strikeout,strikeout,True,669003,656427,Garrett Mitchell,Jack Flaherty,0,5ce137ce-fa3f-40d9-a8df-bab135fdf443,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
6,2024-08-15,745950,Home Run,home_run,False,661388,656427,William Contreras,Jack Flaherty,0,6d7d69b1-f788-4e13-a370-24e1e22b6dc4,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
7,2024-08-15,745950,Strikeout,strikeout,True,642715,656427,Willy Adames,Jack Flaherty,0,10b6869b-d51e-4510-bf66-73f9aaf2920a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
8,2024-08-15,745950,Flyout,field_out,True,641343,656427,Jake Bauers,Jack Flaherty,0,856a840b-aad6-4997-8333-13fd45eeb638,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,0.434,,0.304,,0.03,0.61,,-5.92,0.23,,-0.26,93.5,,85.8,90.7,84.7,,0.248,0.396,0.245,,,,0.212,0.462,0.36,0.111,0.333,0.111,0.156,0.177,0.443,0.6,1.2,0.357,104.0,105.0,110.0,0.208,2.39,77.5,,,
9,2024-08-15,745950,Strikeout,strikeout,True,669257,668964,Will Smith,Tobias Myers,0,194d8dbf-6613-43e8-b2e1-bb6e2df69d4f,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,,,,,,,
