,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
10,2024-08-24,747077,Home Run,home_run,False,677588,450203,José Tena,Charlie Morton,1,e5a1d560-efc2-4a8c-b623-cd04bf4c0d6b,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
11,2024-08-24,747077,Single,single,False,665953,450203,Andrés Chaparro,Charlie Morton,0,c42924ed-d422-4dc8-b81b-958543bccb96,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
12,2024-08-24,747077,Strikeout,strikeout,True,608336,450203,Joey Gallo,Charlie Morton,0,91aa39df-6da8-461a-8d91-3ebfd1eeb3ec,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
13,2024-08-24,747077,Single,single,False,696285,450203,Jacob Young,Charlie Morton,1,ef8b9ae0-b9ff-4005-aa2d-292015b4b0b1,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
14,2024-08-24,747077,Pickoff 1B,pickoff_1b,True,682928,450203,CJ Abrams,Charlie Morton,0,19f68bc5-3419-433c-8132-9bc10e67a6a4,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
15,2024-08-24,747077,Single,single,False,657656,663623,Ramón Laureano,Jake Irvin,0,5abae900-427f-40ad-87a3-d0822c7beaf9,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
16,2024-08-24,747077,Lineout,field_out,True,672284,663623,Jarred Kelenic,Jake Irvin,0,5c450fab-9f34-4f59-9656-3004d2e4c102,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
17,2024-08-24,747077,Pop Out,field_out,True,570482,663623,Gio Urshela,Jake Irvin,0,c5352b9d-3ab6-49f9-9103-ea42c7d74274,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
18,2024-08-24,747077,Groundout,field_out,True,606115,663623,Orlando Arcia,Jake Irvin,0,bf5cb920-03a2-4a9e-b195-90a967457788,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
19,2024-08-24,747077,Single,single,False,682928,450203,CJ Abrams,Charlie Morton,0,79f6d098-0b93-4f75-8a43-793f682abe3a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
20,2024-08-24,747077,Walk,walk,False,695578,450203,James Wood,Charlie Morton,1,f718d555-b378-4bc4-bd40-202f996b2081,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
21,2024-08-24,747077,Strikeout,strikeout,True,660766,450203,Juan Yepez,Charlie Morton,0,89c96ad7-5d2b-4b04-9bde-09dd9ee4801a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
22,2024-08-24,747077,Strikeout,strikeout,True,671277,450203,Luis García Jr.,Charlie Morton,0,741727f9-0a68-4b1e-927f-e28a60af3dcf,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
23,2024-08-24,747077,Lineout,field_out,True,660688,450203,Keibert Ruiz,Charlie Morton,0,14e61b1d-a271-4d82-9153-0591609c77c2,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
24,2024-08-24,747077,Groundout,field_out,True,671739,663623,Michael Harris II,Jake Irvin,0,4b17e349-d1d0-464a-884e-cf9b5ef39895,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
25,2024-08-24,747077,Walk,walk,False,593160,663623,Whit Merrifield,Jake Irvin,0,cb89e36f-3a4f-43bc-80cd-40620d7edaa2,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
26,2024-08-24,747077,Grounded Into DP,grounded_into_double_play,True,542303,663623,Marcell Ozuna,Jake Irvin,1,c270e317-4803-44f4-847c-81a20c5076f2,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
27,2024-08-24,747077,Strikeout,strikeout,True,677588,450203,José Tena,Charlie Morton,0,e3c010bb-4f9e-4ec8-9a00-16a3f4e2f7e2,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
28,2024-08-24,747077,Double,double,False,665953,450203,Andrés Chaparro,Charlie Morton,0,475a4313-0891-4bfc-8577-5238a6dabbc9,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
29,2024-08-24,747077,Flyout,field_out,True,608336,450203,Joey Gallo,Charlie Morton,1,1dae87e0-5ef8-4311-a193-a8c16000b81b,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
30,2024-08-24,747077,Groundout,field_out,True,696285,450203,Jacob Young,Charlie Morton,0,11286b5d-6029-4210-b782-4d02a20ed089,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.282,0.08,0.425,0.116,-1.49,-1.21,-0.05,0.67,-0.49,94.0,88.5,84.9,93.4,81.5,0.203,0.32,0.338,0.279,0.529,0.181,0.241,0.5,0.336,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,
31,2024-08-24,747077,Groundout,field_out,True,621566,663623,Matt Olson,Jake Irvin,0,3853e741-1e63-4a3e-bb2c-2d0cd558e58a,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
32,2024-08-24,747077,Groundout,field_out,True,518595,663623,Travis d'Arnaud,Jake Irvin,0,b64f379b-ac16-4556-8252-696ef37966ba,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
33,2024-08-24,747077,Strikeout,strikeout,True,657656,663623,Ramón Laureano,Jake Irvin,0,929108f9-d9c8-44ae-a64d-cc557669060b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,94.0,105.0,105.0,78.0,103.0,93.0,0.184,0.375,0.076,0.328,0.033,0.61,-0.21,-0.78,0.43,0.77,94.0,89.9,88.4,93.2,81.1,0.215,0.419,0.249,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,0.295,0.545,0.202,110.0,116.0,118.0,0.004,-14.36,85.9,,,,,,
