,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-24,746756,Double,double,False,663837,681066,Matt Vierling,Ky Bush,0,1510773d-3a12-4e76-bac6-61b170842ab2,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,746756,Single,single,False,628451,681066,Andy Ibáñez,Ky Bush,1,48f7c022-c24d-4ca5-8c15-8d5a826a33cd,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,746756,Double Play,double_play,True,682985,681066,Riley Greene,Ky Bush,1,f236335f-1bcd-451a-bbda-e9a9c2f89cfe,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,746756,Lineout,field_out,True,679529,681066,Spencer Torkelson,Ky Bush,0,688355d1-f397-4c26-a484-fc4e0db2d04b,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,746756,Single,single,False,667452,669373,Corey Julks,Tarik Skubal,0,9e1530c1-afed-4244-9151-82b7700d328b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,,,,111.0,103.0,102.0,111.0,99.0,103.0,0.328,0.153,,0.267,1.45,0.82,,0.78,96.9,86.1,88.7,,0.206,0.311,0.253,0.188,0.375,0.349,0.118,0.118,0.167,0.231,0.355,0.472,95.0,106.0,105.0,94.0,91.0,101.0,0.207,0.045,1.65,2.67,96.6,78.5,0.181,0.283,0.164,,,,,,,,,,,,,,,,,,,,,
5,2024-08-24,746756,Grounded Into DP,grounded_into_double_play,True,673357,669373,Luis Robert Jr.,Tarik Skubal,1,26273166-ab4c-403d-a3c1-3866ae9cdc47,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,,,,111.0,103.0,102.0,111.0,99.0,103.0,0.328,0.153,,0.267,1.45,0.82,,0.78,96.9,86.1,88.7,,0.206,0.311,0.253,0.188,0.375,0.349,0.118,0.118,0.167,0.231,0.355,0.472,95.0,106.0,105.0,94.0,91.0,101.0,0.207,0.045,1.65,2.67,96.6,78.5,0.181,0.283,0.164,,,,,,,,,,,,,,,,,,,,,
6,2024-08-24,746756,Single,single,False,672820,669373,Lenyn Sosa,Tarik Skubal,0,0cf24734-34bc-4196-abf3-6d3b9505d830,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,,,,111.0,103.0,102.0,111.0,99.0,103.0,0.328,0.153,,0.267,1.45,0.82,,0.78,96.9,86.1,88.7,,0.206,0.311,0.253,0.188,0.375,0.349,0.118,0.118,0.167,0.231,0.355,0.472,95.0,106.0,105.0,94.0,91.0,101.0,0.207,0.045,1.65,2.67,96.6,78.5,0.181,0.283,0.164,,,,,,,,,,,,,,,,,,,,,
7,2024-08-24,746756,Strikeout,strikeout,True,683734,669373,Andrew Vaughn,Tarik Skubal,0,07f5319a-aad0-420b-8080-8435d234f095,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,,,,111.0,103.0,102.0,111.0,99.0,103.0,0.328,0.153,,0.267,1.45,0.82,,0.78,96.9,86.1,88.7,,0.206,0.311,0.253,0.188,0.375,0.349,0.118,0.118,0.167,0.231,0.355,0.472,95.0,106.0,105.0,94.0,91.0,101.0,0.207,0.045,1.65,2.67,96.6,78.5,0.181,0.283,0.164,,,,,,,,,,,,,,,,,,,,,
8,2024-08-24,746756,Groundout,field_out,True,690993,681066,Colt Keith,Ky Bush,0,8d4ae617-cce1-46ba-99c0-de280df84f23,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,746756,Strikeout,strikeout,True,668670,681066,Jake Rogers,Ky Bush,0,bb45c17b-bb99-4315-82b2-c33b63456d47,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.412,0.647,0.174,0.118,0.294,0.257,0.364,0.364,0.263,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
