,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-22,745473,Flyout,field_out,True,691026,656605,Masyn Winn,Mitch Keller,0,c54b2888-f1e4-432f-8f88-5696e8acdd0b,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
1,2024-07-22,745473,Groundout,field_out,True,676475,656605,Alec Burleson,Mitch Keller,0,5eb4ad25-be8f-483c-a593-957e05f76a41,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
2,2024-07-22,745473,Single,single,False,575929,656605,Willson Contreras,Mitch Keller,0,7f106477-e1ca-4e97-b00b-9dc6671c060a,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
3,2024-07-22,745473,Pop Out,field_out,True,680977,656605,Brendan Donovan,Mitch Keller,0,6fa1de0e-7df3-4f55-a3e5-779e8ee40108,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
4,2024-07-22,745473,Lineout,field_out,True,457705,669467,Andrew McCutchen,Andre Pallante,0,3e3c0fa3-7864-433f-9904-4eecc31b1657,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.92,3.65,57.1,95.0,91.0,96.0,0.83,6.91,3.3,8.63,0.78,2.52,0.247,0.379,0.195,0.259,0.425,,,,,,,87.0,90.0,93.0,85.0,99.0,87.0,116.0,101.0,108.0,,,,0.215,0.501,,0.149,,,1.1,,0.34,-2.59,,,94.8,,,95.2,88.2,,0.255,0.349,0.158,0.222,0.333,0.153,0.44,0.64,0.286,,,,0.097,0.194,0.352,,,,88.0,103.0,109.0,0.135,1.4,79.8,,,,,,,,,
5,2024-07-22,745473,Groundout,field_out,True,668804,669467,Bryan Reynolds,Andre Pallante,0,f74a4936-a10f-4a41-a6a2-80f57d3b5ad5,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.92,3.65,57.1,95.0,91.0,96.0,0.83,6.91,3.3,8.63,0.78,2.52,0.247,0.379,0.195,0.259,0.425,,,,,,,87.0,90.0,93.0,85.0,99.0,87.0,116.0,101.0,108.0,,,,0.215,0.501,,0.149,,,1.1,,0.34,-2.59,,,94.8,,,95.2,88.2,,0.255,0.349,0.158,0.222,0.333,0.153,0.44,0.64,0.286,,,,0.097,0.194,0.352,,,,88.0,103.0,109.0,0.135,1.4,79.8,,,,,,,,,
6,2024-07-22,745473,Walk,walk,False,665833,669467,Oneil Cruz,Andre Pallante,0,1a69f73c-ab5a-4397-8298-8206b7db4957,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.92,3.65,57.1,95.0,91.0,96.0,0.83,6.91,3.3,8.63,0.78,2.52,0.247,0.379,0.195,0.259,0.425,,,,,,,87.0,90.0,93.0,85.0,99.0,87.0,116.0,101.0,108.0,,,,0.215,0.501,,0.149,,,1.1,,0.34,-2.59,,,94.8,,,95.2,88.2,,0.255,0.349,0.158,0.222,0.333,0.153,0.44,0.64,0.286,,,,0.097,0.194,0.352,,,,88.0,103.0,109.0,0.135,1.4,79.8,,,,,,,,,
7,2024-07-22,745473,Groundout,field_out,True,693304,669467,Nick Gonzales,Andre Pallante,1,a46c231a-b9c1-4ef0-84c9-63d257f9be24,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.92,3.65,57.1,95.0,91.0,96.0,0.83,6.91,3.3,8.63,0.78,2.52,0.247,0.379,0.195,0.259,0.425,,,,,,,87.0,90.0,93.0,85.0,99.0,87.0,116.0,101.0,108.0,,,,0.215,0.501,,0.149,,,1.1,,0.34,-2.59,,,94.8,,,95.2,88.2,,0.255,0.349,0.158,0.222,0.333,0.153,0.44,0.64,0.286,,,,0.097,0.194,0.352,,,,88.0,103.0,109.0,0.135,1.4,79.8,,,,,,,,,
8,2024-07-22,745473,Walk,walk,False,571448,656605,Nolan Arenado,Mitch Keller,0,59f712b2-b9c5-4b6a-bf47-671a7eb82366,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
9,2024-07-22,745473,Forceout,force_out,True,663457,656605,Lars Nootbaar,Mitch Keller,1,f5f5416b-b012-4993-94cd-d12e5050acfc,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.34,3.95,121.1,101.0,101.0,100.0,0.812,8.01,2.37,8.83,0.96,1.15,0.274,0.384,0.137,0.326,0.452,104.0,104.0,101.0,114.0,99.0,107.0,89.0,103.0,96.0,84.0,101.0,95.0,131.0,102.0,112.0,96.0,98.0,97.0,0.221,0.303,0.128,0.246,0.093,0.009,0.13,0.11,-0.01,-0.32,0.12,-11.29,94.6,90.6,90.2,93.7,85.0,78.5,0.273,0.405,0.24,0.252,0.374,0.104,0.3,0.5,0.234,0.226,0.468,0.19,0.231,0.5,0.306,0.75,1.25,0.0,,,,,,,,,,,,,,,
