,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SL_ba,SL_slg,SL_whiff
10,2024-08-01,746849,Strikeout,strikeout,True,686780,684007,Pedro Pagés,Shota Imanaga,0,79671c45-9758-4d9a-8d0f-9a33d318447f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
11,2024-08-01,746849,Flyout,field_out,True,672279,684007,Michael Siani,Shota Imanaga,1,a9d6a23d-fa47-4e92-ac7c-903e41e86b8f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
12,2024-08-01,746849,Double,double,False,641355,543243,Cody Bellinger,Sonny Gray,0,98615df4-7e30-49ff-b21d-114f2a460832,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
13,2024-08-01,746849,Groundout,field_out,True,670623,543243,Isaac Paredes,Sonny Gray,0,62099e60-cf6f-477d-9116-bacf9743b275,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
14,2024-08-01,746849,Single,single,False,663538,543243,Nico Hoerner,Sonny Gray,1,a374b2e0-4511-4b09-b116-e566255247f7,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
15,2024-08-01,746849,Single,single,False,621020,543243,Dansby Swanson,Sonny Gray,1,5a4b378e-4ac9-4a23-8e6b-88293b47b2a0,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
16,2024-08-01,746849,Lineout,field_out,True,691718,543243,Pete Crow-Armstrong,Sonny Gray,0,f6f51012-2f58-45b4-903a-79f537896e12,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
17,2024-08-01,746849,Strikeout,strikeout,True,665804,543243,Miguel Amaya,Sonny Gray,0,23c0e8a6-5616-44d0-b7b7-6401eb4bca57,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
18,2024-08-01,746849,Groundout,field_out,True,691026,684007,Masyn Winn,Shota Imanaga,0,eacd4349-70d8-434a-8183-96c1a4a2e34f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
19,2024-08-01,746849,Strikeout,strikeout,True,575929,684007,Willson Contreras,Shota Imanaga,0,d7f53eab-7e5d-41cf-9fa2-4eace9cbec4a,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
20,2024-08-01,746849,Single,single,False,502671,684007,Paul Goldschmidt,Shota Imanaga,0,0dbce421-6ffc-4b0f-bf38-76199577851e,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
21,2024-08-01,746849,Single,single,False,571448,684007,Nolan Arenado,Shota Imanaga,1,e1f8908e-3bdb-4924-8b52-80c33f4e6119,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
22,2024-08-01,746849,Flyout,field_out,True,502054,684007,Tommy Pham,Shota Imanaga,0,4e87ebef-6133-47d5-87cb-8ca8b2d2f22f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
23,2024-08-01,746849,Strikeout,strikeout,True,664023,543243,Ian Happ,Sonny Gray,0,087debb1-d2a8-4280-8618-2abbae257693,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
24,2024-08-01,746849,Groundout,field_out,True,683737,543243,Michael Busch,Sonny Gray,0,23a2b787-c1d1-41ba-9ea7-6c2e4031c4d8,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
25,2024-08-01,746849,Single,single,False,673548,543243,Seiya Suzuki,Sonny Gray,0,a804e74f-88a2-4b45-a1ef-25e463bf761b,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
26,2024-08-01,746849,Flyout,field_out,True,641355,543243,Cody Bellinger,Sonny Gray,0,9f5f7170-0437-486f-a622-85abf0dc980b,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,,,,0.164,0.238,0.183,,0.198,0.148,0.0,0.068,0.26,0.26,,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,,88.3,92.9,84.8,80.0,75.4,0.317,0.564,0.187,,,,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.289,0.506,0.284,0.205,0.411,0.201,,,,,,
27,2024-08-01,746849,Groundout,field_out,True,680977,684007,Brendan Donovan,Shota Imanaga,0,27ae1c75-b005-4e27-9812-a6f97945c07c,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
28,2024-08-01,746849,Strikeout,strikeout,True,663457,684007,Lars Nootbaar,Shota Imanaga,0,30f0ea9c-be16-404b-b623-38e0774c8d7f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
