,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-16,746588,Strikeout,strikeout,True,622534,571510,Manuel Margot,Matthew Boyd,0,a4132f4b-7953-4a87-bd0c-36322a9a61cc,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,79.0,106.0,95.0,75.0,101.0,97.0,0.112,0.365,0.174,0.083,0.267,1.89,-0.58,1.2,1.66,-0.19,92.0,81.1,91.9,79.4,74.2,0.262,0.381,0.369,0.152,0.182,0.265,0.16,0.24,0.422,0.273,0.591,0.077,0.167,0.25,0.444,,,,,,,,,,,,
1,2024-09-16,746588,Walk,walk,False,621043,571510,Carlos Correa,Matthew Boyd,0,07ecaa5c-fbc1-4d9f-9cd8-8b107087c50f,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,79.0,106.0,95.0,75.0,101.0,97.0,0.112,0.365,0.174,0.083,0.267,1.89,-0.58,1.2,1.66,-0.19,92.0,81.1,91.9,79.4,74.2,0.262,0.381,0.369,0.152,0.182,0.265,0.16,0.24,0.422,0.273,0.591,0.077,0.167,0.25,0.444,,,,,,,,,,,,
2,2024-09-16,746588,Strikeout,strikeout,True,467793,571510,Carlos Santana,Matthew Boyd,0,b45d79e6-5106-46c7-b34f-8b7a4f656f25,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,79.0,106.0,95.0,75.0,101.0,97.0,0.112,0.365,0.174,0.083,0.267,1.89,-0.58,1.2,1.66,-0.19,92.0,81.1,91.9,79.4,74.2,0.262,0.381,0.369,0.152,0.182,0.265,0.16,0.24,0.422,0.273,0.591,0.077,0.167,0.25,0.444,,,,,,,,,,,,
3,2024-09-16,746588,Single,single,False,668904,571510,Royce Lewis,Matthew Boyd,1,4f3e03eb-e6eb-4c7e-8ece-178ecad86290,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,79.0,106.0,95.0,75.0,101.0,97.0,0.112,0.365,0.174,0.083,0.267,1.89,-0.58,1.2,1.66,-0.19,92.0,81.1,91.9,79.4,74.2,0.262,0.381,0.369,0.152,0.182,0.265,0.16,0.24,0.422,0.273,0.591,0.077,0.167,0.25,0.444,,,,,,,,,,,,
4,2024-09-16,746588,Forceout,force_out,True,680777,571510,Ryan Jeffers,Matthew Boyd,1,c4d44f99-550a-4839-83a7-adb16eca7017,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,79.0,106.0,95.0,75.0,101.0,97.0,0.112,0.365,0.174,0.083,0.267,1.89,-0.58,1.2,1.66,-0.19,92.0,81.1,91.9,79.4,74.2,0.262,0.381,0.369,0.152,0.182,0.265,0.16,0.24,0.422,0.273,0.591,0.077,0.167,0.25,0.444,,,,,,,,,,,,
5,2024-09-16,746588,Single,single,False,682657,641154,Angel Martínez,Pablo López,0,cef554fb-c6d6-4096-bba5-7738324e1ac5,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,0.073,0.409,0.222,0.103,0.194,2.12,-2.83,-0.55,-1.54,-0.37,95.0,88.5,94.6,84.4,82.4,0.296,0.38,0.234,0.19,0.32,0.268,,,,0.414,0.638,0.15,0.243,0.471,0.336,0.229,0.412,0.343,,,,,,,,,
6,2024-09-16,746588,Lineout,field_out,True,665926,641154,Andrés Giménez,Pablo López,0,db129554-efe7-4a70-991f-1ce863a22f74,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,0.073,0.409,0.222,0.103,0.194,2.12,-2.83,-0.55,-1.54,-0.37,95.0,88.5,94.6,84.4,82.4,0.296,0.38,0.234,0.19,0.32,0.268,,,,0.414,0.638,0.15,0.243,0.471,0.336,0.229,0.412,0.343,,,,,,,,,
7,2024-09-16,746588,Single,single,False,608070,641154,José Ramírez,Pablo López,1,59308146-f1cf-44df-a86c-3286d4ec9532,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,0.073,0.409,0.222,0.103,0.194,2.12,-2.83,-0.55,-1.54,-0.37,95.0,88.5,94.6,84.4,82.4,0.296,0.38,0.234,0.19,0.32,0.268,,,,0.414,0.638,0.15,0.243,0.471,0.336,0.229,0.412,0.343,,,,,,,,,
8,2024-09-16,746588,Strikeout,strikeout,True,647304,641154,Josh Naylor,Pablo López,0,3eb19369-a4ae-4bf0-8678-c14b2cddc3eb,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,0.073,0.409,0.222,0.103,0.194,2.12,-2.83,-0.55,-1.54,-0.37,95.0,88.5,94.6,84.4,82.4,0.296,0.38,0.234,0.19,0.32,0.268,,,,0.414,0.638,0.15,0.243,0.471,0.336,0.229,0.412,0.343,,,,,,,,,
9,2024-09-16,746588,Groundout,field_out,True,657041,641154,Lane Thomas,Pablo López,0,b088c92a-3ea9-4364-9194-22db5d9a97bc,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,0.073,0.409,0.222,0.103,0.194,2.12,-2.83,-0.55,-1.54,-0.37,95.0,88.5,94.6,84.4,82.4,0.296,0.38,0.234,0.19,0.32,0.268,,,,0.414,0.638,0.15,0.243,0.471,0.336,0.229,0.412,0.343,,,,,,,,,
